participant.label,trial,id_in_group,choice1,choice2,computer_choice1,computer_choice2,bet1,bet2,chosen_image_computer,chosen_image_computer_two,my_page_load_time,initial_choice_time,initial_bet_time,second_choice_time,second_bet_time,computer_choice_one,computer_bet_one,computer_choice_two,computer_bet_two
6274f9115634950cf5970f1c,43,2,left,left,NA,NA,3,3,NA,NA,0.51,0.61,0.46,0.33,0.42,0,0,0,0
6274f9115634950cf5970f1c,44,2,right,right,NA,NA,3,3,NA,NA,0.5,0.52,0.64,0.63,0.37,0,0,0,0
6274f9115634950cf5970f1c,45,2,left,left,NA,NA,3,3,NA,NA,0.52,0.78,0.51,0.73,0.62,0,0,0,0
6274f9115634950cf5970f1c,46,2,right,right,NA,NA,3,3,NA,NA,0.57,0.79,1.3,1.41,0.39,0,0,0,0
6274f9115634950cf5970f1c,47,2,right,right,NA,NA,3,3,NA,NA,0.8,1.39,0.43,0.67,0.83,0,0,0,0
6274f9115634950cf5970f1c,48,2,left,NA,NA,right,3,1,NA,option1A_tr.bmp,0.48,0.76,0.69,3,3,0,0,1,1
6274f9115634950cf5970f1c,49,2,left,NA,NA,right,3,3,NA,option1A_tr.bmp,0.53,1.61,0.69,3,2.36,0,0,1,0
6274f9115634950cf5970f1c,50,2,left,left,NA,NA,3,1,NA,NA,1.13,1.48,0.76,1.3,3,0,0,0,1
6274f9115634950cf5970f1c,51,2,left,left,NA,NA,3,1,NA,NA,0.64,0.7,0.52,1.02,3,0,0,0,1
6274f9115634950cf5970f1c,52,2,left,left,NA,NA,3,3,NA,NA,0.52,0.54,0.47,0.96,0.44,0,0,0,0
6274f9115634950cf5970f1c,53,2,left,left,NA,NA,3,3,NA,NA,0.5,1.05,0.53,0.64,0.44,0,0,0,0
6274f9115634950cf5970f1c,54,2,left,left,NA,NA,3,3,NA,NA,0.58,0.37,1.76,0.69,0.43,0,0,0,0
6274f9115634950cf5970f1c,55,2,left,left,NA,NA,3,3,NA,NA,0.89,0.59,0.54,0.59,0.39,0,0,0,0
6274f9115634950cf5970f1c,56,2,right,right,NA,NA,3,3,NA,NA,0.6,0.43,0.42,0.51,0.48,0,0,0,0
6274f9115634950cf5970f1c,57,2,right,right,NA,NA,3,3,NA,NA,0.47,0.41,0.37,0.26,0.33,0,0,0,0
6274f9115634950cf5970f1c,58,2,right,right,NA,NA,3,3,NA,NA,0.49,0.41,0.48,0.8,0.57,0,0,0,0
6274f9115634950cf5970f1c,59,2,right,right,NA,NA,3,3,NA,NA,0.61,0.57,0.51,1.28,0.53,0,0,0,0
6274f9115634950cf5970f1c,60,2,right,right,NA,NA,3,3,NA,NA,0.49,0.58,0.73,0.47,0.41,0,0,0,0
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
63654bbd9fba7764c698ee95,11,5,right,NA,right,NA,3,3,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,12,5,left,NA,left,NA,1,3,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,13,5,right,NA,right,NA,1,2,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,14,5,left,NA,left,NA,2,3,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,15,5,right,NA,right,NA,3,3,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,16,5,left,NA,left,NA,2,2,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,17,5,left,NA,left,NA,2,2,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,18,5,left,NA,left,NA,3,3,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,19,5,left,NA,left,NA,1,1,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,20,5,left,NA,left,NA,2,3,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,21,5,right,NA,right,NA,1,3,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,22,5,left,NA,left,NA,3,3,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,23,5,left,left,left,left,3,1,option1A_tr.bmp,option1A_tr.bmp,NA,3,3,3,3,1,1,1,1
63654bbd9fba7764c698ee95,24,5,right,NA,right,NA,2,2,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,25,5,right,NA,right,NA,2,1,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,26,5,left,NA,left,NA,2,3,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,27,5,right,NA,right,NA,2,2,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,28,5,right,NA,right,NA,2,3,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,29,5,right,NA,right,NA,2,1,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,30,5,right,NA,right,NA,2,2,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,31,5,left,NA,left,NA,1,1,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,32,5,left,NA,left,NA,2,1,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,33,5,right,NA,right,NA,1,3,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,34,5,right,NA,right,NA,3,2,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,35,5,left,NA,left,NA,3,3,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,36,5,left,NA,left,NA,2,2,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,37,5,right,NA,right,NA,2,3,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,38,5,left,NA,left,NA,1,1,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,39,5,right,NA,right,NA,2,1,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,40,5,right,NA,right,NA,1,2,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,41,5,right,NA,right,NA,2,2,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,42,5,left,NA,left,NA,2,3,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,43,5,right,NA,right,NA,1,1,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,44,5,left,NA,left,NA,3,3,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,45,5,left,NA,left,NA,3,1,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,46,5,right,NA,right,NA,3,3,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,47,5,left,left,left,left,2,2,option1A_tr.bmp,option1A_tr.bmp,NA,3,3,3,3,1,1,1,1
63654bbd9fba7764c698ee95,48,5,right,left,right,left,3,3,option1B_tr.bmp,option1A_tr.bmp,NA,3,3,3,3,1,1,1,1
63654bbd9fba7764c698ee95,49,5,left,left,left,left,2,3,option1A_tr.bmp,option1A_tr.bmp,NA,3,3,3,3,1,1,1,1
63654bbd9fba7764c698ee95,50,5,left,NA,left,NA,3,3,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,51,5,right,NA,right,NA,3,1,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,52,5,left,NA,left,NA,1,2,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,53,5,left,NA,left,NA,1,2,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,54,5,left,NA,left,NA,2,2,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,55,5,left,NA,left,NA,2,2,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,56,5,right,NA,right,NA,2,2,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,57,5,left,left,left,left,2,1,option1A_tr.bmp,option1A_tr.bmp,NA,3,3,3,3,1,1,1,1
63654bbd9fba7764c698ee95,58,5,right,NA,right,NA,2,2,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,59,5,right,NA,right,NA,3,1,option1B_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
63654bbd9fba7764c698ee95,60,5,left,NA,left,NA,3,2,option1A_tr.bmp,NA,NA,3,3,NA,3,1,1,1,1
645d03acd1302079adbc39f9,1,5,right,left,NA,NA,1,1,NA,NA,0.26,0.6,0.86,0.87,0.81,0,0,0,0
645d03acd1302079adbc39f9,2,5,right,right,NA,NA,2,3,NA,NA,0.5,0.96,0.46,0.55,0.66,0,0,0,0
645d03acd1302079adbc39f9,3,5,right,left,NA,NA,1,3,NA,NA,0.74,1.21,0.41,0.78,1.25,0,0,0,0
645d03acd1302079adbc39f9,4,5,right,left,NA,NA,1,2,NA,NA,0.39,1.51,0.59,1.15,1.05,0,0,0,0
645d03acd1302079adbc39f9,5,5,left,left,NA,NA,1,1,NA,NA,0.44,0.65,0.66,0.81,0.66,0,0,0,0
645d03acd1302079adbc39f9,6,5,left,right,NA,NA,1,1,NA,NA,0.48,0.8,0.46,0.54,0.66,0,0,0,0
645d03acd1302079adbc39f9,7,5,right,left,NA,NA,1,3,NA,NA,0.59,0.89,0.58,0.42,0.49,0,0,0,0
645d03acd1302079adbc39f9,8,5,right,right,NA,NA,3,2,NA,NA,0.46,0.64,0.67,0.45,0.73,0,0,0,0
645d03acd1302079adbc39f9,9,5,left,right,NA,NA,1,2,NA,NA,0.4,1.41,1.33,0.47,0.53,0,0,0,0
645d03acd1302079adbc39f9,10,5,right,right,NA,NA,1,2,NA,NA,0.52,0.71,1.06,1.74,0.61,0,0,0,0
645d03acd1302079adbc39f9,11,5,right,left,NA,NA,1,1,NA,NA,0.37,1.31,0.46,1.12,0.58,0,0,0,0
645d03acd1302079adbc39f9,12,5,left,right,NA,NA,1,2,NA,NA,0.4,1.36,0.45,0.76,0.58,0,0,0,0
645d03acd1302079adbc39f9,13,5,left,right,NA,NA,1,1,NA,NA,0.44,1.16,0.53,1.41,0.54,0,0,0,0
645d03acd1302079adbc39f9,14,5,right,left,NA,NA,1,2,NA,NA,0.42,0.72,0.46,0.92,0.47,0,0,0,0
645d03acd1302079adbc39f9,15,5,left,left,NA,NA,1,2,NA,NA,0.42,0.66,0.49,0.46,0.64,0,0,0,0
645d03acd1302079adbc39f9,16,5,right,left,NA,NA,1,2,NA,NA,0.69,1.53,0.48,1.99,1.1,0,0,0,0
645d03acd1302079adbc39f9,17,5,left,left,NA,NA,1,2,NA,NA,0.4,0.59,0.44,1,0.42,0,0,0,0
645d03acd1302079adbc39f9,18,5,left,left,NA,NA,1,1,NA,NA,0.3,1.38,0.42,0.65,0.36,0,0,0,0
645d03acd1302079adbc39f9,19,5,right,left,NA,NA,1,3,NA,NA,0.5,0.51,0.55,0.43,0.42,0,0,0,0
645d03acd1302079adbc39f9,20,5,right,left,NA,NA,1,1,NA,NA,0.49,0.71,0.42,0.67,1.39,0,0,0,0
645d03acd1302079adbc39f9,21,5,left,left,NA,NA,1,1,NA,NA,0.39,1.23,0.41,0.43,0.45,0,0,0,0
645d03acd1302079adbc39f9,22,5,left,right,NA,NA,1,1,NA,NA,0.35,0.81,0.47,0.6,0.53,0,0,0,0
645d03acd1302079adbc39f9,23,5,left,left,NA,NA,2,3,NA,NA,0.34,0.63,0.45,0.51,0.6,0,0,0,0
645d03acd1302079adbc39f9,24,5,right,right,NA,NA,2,2,NA,NA,0.48,0.57,0.47,0.56,0.48,0,0,0,0
645d03acd1302079adbc39f9,25,5,right,left,NA,NA,1,1,NA,NA,0.79,0.73,0.47,0.72,0.46,0,0,0,0
645d03acd1302079adbc39f9,26,5,left,left,NA,NA,1,1,NA,NA,0.57,1.2,0.49,0.71,0.44,0,0,0,0
645d03acd1302079adbc39f9,27,5,right,right,NA,NA,1,1,NA,NA,0.36,0.51,0.5,0.52,0.48,0,0,0,0
645d03acd1302079adbc39f9,28,5,right,right,NA,NA,1,2,NA,NA,0.42,0.8,0.47,0.55,0.5,0,0,0,0
645d03acd1302079adbc39f9,29,5,left,left,NA,NA,1,1,NA,NA,0.37,0.53,0.57,0.53,0.4,0,0,0,0
645d03acd1302079adbc39f9,30,5,right,left,NA,NA,1,3,NA,NA,0.48,0.5,1.23,0.5,0.46,0,0,0,0
645d03acd1302079adbc39f9,31,5,right,right,NA,NA,1,3,NA,NA,0.44,0.92,0.44,0.95,0.26,0,0,0,0
645d03acd1302079adbc39f9,32,5,left,right,NA,NA,1,1,NA,NA,0.42,1.22,0.5,1.35,0.42,0,0,0,0
645d03acd1302079adbc39f9,33,5,right,right,NA,NA,1,1,NA,NA,0.4,0.82,0.47,0.94,0.58,0,0,0,0
645d03acd1302079adbc39f9,34,5,right,left,NA,NA,1,1,NA,NA,0.37,0.87,0.61,0.95,0.38,0,0,0,0
645d03acd1302079adbc39f9,35,5,left,right,NA,NA,1,2,NA,NA,0.43,0.63,0.71,0.56,0.46,0,0,0,0
645d03acd1302079adbc39f9,36,5,left,left,NA,NA,3,3,NA,NA,0.45,0.84,0.43,1.19,0.4,0,0,0,0
645d03acd1302079adbc39f9,37,5,right,right,NA,NA,1,1,NA,NA,0.66,0.7,0.52,0.79,0.43,0,0,0,0
645d03acd1302079adbc39f9,38,5,left,left,NA,NA,1,1,NA,NA,1.17,0.74,0.41,1.19,0.45,0,0,0,0
645d03acd1302079adbc39f9,39,5,right,right,NA,NA,2,2,NA,NA,0.42,0.54,0.32,1.51,0.57,0,0,0,0
645d03acd1302079adbc39f9,40,5,left,left,NA,NA,1,1,NA,NA,0.5,0.8,1.02,0.75,0.75,0,0,0,0
645d03acd1302079adbc39f9,41,5,left,left,NA,NA,3,3,NA,NA,0.42,0.78,0.59,0.5,0.37,0,0,0,0
645d03acd1302079adbc39f9,42,5,right,right,NA,NA,1,1,NA,NA,0.55,0.68,0.62,1.03,0.6,0,0,0,0
645d03acd1302079adbc39f9,43,5,left,left,NA,NA,1,1,NA,NA,0.56,0.77,0.43,0.8,0.55,0,0,0,0
645d03acd1302079adbc39f9,44,5,left,right,NA,NA,1,3,NA,NA,0.38,1.45,0.52,0.47,0.47,0,0,0,0
645d03acd1302079adbc39f9,45,5,left,left,NA,NA,1,1,NA,NA,0.82,0.64,0.51,0.72,0.42,0,0,0,0
645d03acd1302079adbc39f9,46,5,right,left,NA,NA,1,1,NA,NA,0.64,1.52,0.51,0.46,0.48,0,0,0,0
645d03acd1302079adbc39f9,47,5,left,left,NA,NA,3,1,NA,NA,0.41,0.68,0.63,1.29,0.48,0,0,0,0
645d03acd1302079adbc39f9,48,5,left,left,NA,NA,1,1,NA,NA,0.44,1.18,0.67,0.54,0.5,0,0,0,0
645d03acd1302079adbc39f9,49,5,left,left,NA,NA,1,1,NA,NA,1.34,0.74,0.08,0.59,0.42,0,0,0,0
645d03acd1302079adbc39f9,50,5,left,left,NA,NA,1,2,NA,NA,0.36,0.73,0.44,0.92,0.4,0,0,0,0
645d03acd1302079adbc39f9,51,5,left,left,NA,NA,2,1,NA,NA,0.41,0.56,0.36,0.47,0.73,0,0,0,0
645d03acd1302079adbc39f9,52,5,right,left,NA,NA,3,3,NA,NA,0.58,0.55,0.54,0.7,0.51,0,0,0,0
645d03acd1302079adbc39f9,53,5,right,right,NA,NA,2,3,NA,NA,0.45,0.73,0.41,0.56,0.68,0,0,0,0
645d03acd1302079adbc39f9,54,5,right,right,NA,NA,1,1,NA,NA,0.43,0.83,0.47,0.54,0.38,0,0,0,0
645d03acd1302079adbc39f9,55,5,right,right,NA,NA,1,1,NA,NA,0.56,0.77,0.38,1.08,0.42,0,0,0,0
645d03acd1302079adbc39f9,56,5,left,left,NA,NA,1,2,NA,NA,0.39,0.6,0.43,0.67,0.57,0,0,0,0
645d03acd1302079adbc39f9,57,5,right,right,NA,NA,3,1,NA,NA,0.37,0.6,0.59,0.88,0.38,0,0,0,0
645d03acd1302079adbc39f9,58,5,right,right,NA,NA,1,3,NA,NA,0.44,1.17,0.58,0.81,0.44,0,0,0,0
645d03acd1302079adbc39f9,59,5,left,right,NA,NA,2,1,NA,NA,0.4,0.92,0.54,1.55,0.56,0,0,0,0
645d03acd1302079adbc39f9,60,5,left,left,NA,NA,3,3,NA,NA,0.47,0.55,1.34,1.21,0.41,0,0,0,0
66b239b6a6912115ce1d9683,1,4,right,right,NA,NA,3,3,NA,NA,0.59,1.87,0.94,0.74,0.61,0,0,0,0
66b239b6a6912115ce1d9683,2,4,right,right,NA,NA,3,3,NA,NA,0.99,0.89,1.08,0.75,0.73,0,0,0,0
66b239b6a6912115ce1d9683,3,4,left,left,NA,NA,2,3,NA,NA,1.22,0.79,1.15,0.44,0.34,0,0,0,0
66b239b6a6912115ce1d9683,4,4,left,left,NA,NA,3,3,NA,NA,0.54,0.86,0.95,0.4,0.35,0,0,0,0
66b239b6a6912115ce1d9683,5,4,left,left,NA,NA,3,3,NA,NA,0.56,1.02,1.07,0.51,0.4,0,0,0,0
66b239b6a6912115ce1d9683,6,4,right,right,NA,NA,1,3,NA,NA,0.75,0.57,1,0.62,0.95,0,0,0,0
66b239b6a6912115ce1d9683,7,4,left,left,NA,NA,3,3,NA,NA,1.06,0.6,1.04,0.45,0.39,0,0,0,0
66b239b6a6912115ce1d9683,8,4,left,left,NA,NA,3,3,NA,NA,0.91,0.72,0.91,0.5,0.38,0,0,0,0
66b239b6a6912115ce1d9683,9,4,right,right,NA,NA,3,1,NA,NA,0.62,1.91,1.07,0.5,0.44,0,0,0,0
66b239b6a6912115ce1d9683,10,4,left,left,NA,NA,2,3,NA,NA,0.82,2,2.08,0.47,0.4,0,0,0,0
66b239b6a6912115ce1d9683,11,4,right,right,NA,NA,3,3,NA,NA,0.49,0.8,0.82,0.55,0.38,0,0,0,0
66b239b6a6912115ce1d9683,12,4,left,left,NA,NA,3,3,NA,NA,0.95,1.41,1.05,0.59,0.33,0,0,0,0
66b239b6a6912115ce1d9683,13,4,right,right,NA,NA,1,3,NA,NA,0.81,1.76,3,1.4,0.54,0,1,0,0
66b239b6a6912115ce1d9683,14,4,left,left,NA,NA,3,2,NA,NA,1.23,1.28,1.11,0.45,0.41,0,0,0,0
66b239b6a6912115ce1d9683,15,4,right,right,NA,NA,2,3,NA,NA,0.88,0.63,0.76,0.78,0.46,0,0,0,0
66b239b6a6912115ce1d9683,16,4,right,right,NA,NA,2,3,NA,NA,1.34,0.97,1.34,0.72,0.51,0,0,0,0
66b239b6a6912115ce1d9683,17,4,right,left,NA,NA,2,3,NA,NA,0.96,2.67,1.28,0.54,0.41,0,0,0,0
66b239b6a6912115ce1d9683,18,4,right,right,NA,NA,2,3,NA,NA,0.69,1.11,0.98,1.86,1.21,0,0,0,0
66b239b6a6912115ce1d9683,19,4,right,right,NA,NA,3,3,NA,NA,1,0.96,0.36,0.61,0.42,0,0,0,0
66b239b6a6912115ce1d9683,20,4,left,left,NA,NA,3,3,NA,NA,0.99,0.99,0.57,0.57,0.33,0,0,0,0
66b239b6a6912115ce1d9683,21,4,left,left,NA,NA,3,3,NA,NA,0.73,1.79,0.59,0.87,0.38,0,0,0,0
66b239b6a6912115ce1d9683,22,4,left,left,NA,NA,3,3,NA,NA,0.49,1.3,0.38,0.75,0.36,0,0,0,0
66b239b6a6912115ce1d9683,23,4,right,right,NA,NA,3,3,NA,NA,0.94,0.77,0.97,0.41,0.26,0,0,0,0
66b239b6a6912115ce1d9683,24,4,left,left,NA,NA,3,3,NA,NA,0.86,0.59,1.01,0.64,0.46,0,0,0,0
66b239b6a6912115ce1d9683,25,4,right,right,NA,NA,3,3,NA,NA,0.58,0.68,0.37,0.32,0.31,0,0,0,0
66b239b6a6912115ce1d9683,26,4,right,right,NA,NA,3,3,NA,NA,1.03,0.57,0.58,0.41,0.35,0,0,0,0
66b239b6a6912115ce1d9683,27,4,left,left,NA,NA,2,3,NA,NA,0.87,1.46,1.2,1.15,0.36,0,0,0,0
66b239b6a6912115ce1d9683,28,4,right,right,NA,NA,3,3,NA,NA,0.5,0.86,1.6,0.8,0.47,0,0,0,0
66b239b6a6912115ce1d9683,29,4,left,right,NA,NA,2,3,NA,NA,1.17,2.23,1.14,0.42,0.41,0,0,0,0
66b239b6a6912115ce1d9683,30,4,left,left,NA,NA,2,3,NA,NA,0.83,1.43,2.15,0.37,0.38,0,0,0,0
66b239b6a6912115ce1d9683,31,4,left,left,NA,NA,3,3,NA,NA,0.5,1.5,0.89,0.35,0.52,0,0,0,0
66b239b6a6912115ce1d9683,32,4,left,right,NA,NA,1,3,NA,NA,0.68,0.65,1.29,0.5,0.35,0,0,0,0
66b239b6a6912115ce1d9683,33,4,right,left,NA,NA,2,3,NA,NA,0.61,1.52,0.96,0.6,0.35,0,0,0,0
66b239b6a6912115ce1d9683,34,4,NA,right,right,NA,2,3,option1B_tr.bmp,NA,0.29,3,2.72,0.5,0.36,1,0,0,0
66b239b6a6912115ce1d9683,35,4,right,left,NA,NA,3,3,NA,NA,0.65,2.41,1.13,0.5,0.38,0,0,0,0
66b239b6a6912115ce1d9683,36,4,left,left,NA,NA,2,3,NA,NA,0.92,0.84,1.75,0.49,0.32,0,0,0,0
66b239b6a6912115ce1d9683,37,4,left,left,NA,NA,3,2,NA,NA,0.77,1.76,0.77,1.95,1.42,0,0,0,0
66b239b6a6912115ce1d9683,38,4,left,left,NA,NA,3,3,NA,NA,1.11,0.57,0.4,0.44,0.48,0,0,0,0
66b239b6a6912115ce1d9683,39,4,right,right,NA,NA,3,3,NA,NA,0.72,0.7,1.27,0.54,0.33,0,0,0,0
66b239b6a6912115ce1d9683,40,4,right,right,NA,NA,3,3,NA,NA,1.08,2.19,1.07,0.39,0.34,0,0,0,0
66b239b6a6912115ce1d9683,41,4,right,right,NA,NA,3,2,NA,NA,0.88,0.58,0.78,0.59,0.41,0,0,0,0
66b239b6a6912115ce1d9683,42,4,left,left,NA,NA,3,3,NA,NA,1.08,1.04,0.43,0.98,0.36,0,0,0,0
66b239b6a6912115ce1d9683,43,4,left,left,NA,NA,3,3,NA,NA,1.22,2.43,1.17,0.41,0.44,0,0,0,0
66b239b6a6912115ce1d9683,44,4,right,right,NA,NA,2,3,NA,NA,1.52,1.09,1.15,0.86,0.33,0,0,0,0
66b239b6a6912115ce1d9683,45,4,NA,left,left,NA,3,3,option1A_tr.bmp,NA,1.1,3,1.72,0.51,0.37,1,0,0,0
66b239b6a6912115ce1d9683,46,4,right,right,NA,NA,3,3,NA,NA,1.05,1.35,0.55,0.48,0.34,0,0,0,0
66b239b6a6912115ce1d9683,47,4,left,left,NA,NA,3,3,NA,NA,1.33,0.72,1.35,0.42,0.36,0,0,0,0
66b239b6a6912115ce1d9683,48,4,left,left,NA,NA,3,3,NA,NA,0.78,0.67,0.49,0.57,0.35,0,0,0,0
66b239b6a6912115ce1d9683,49,4,right,right,NA,NA,3,3,NA,NA,2.13,0.82,1.19,0.4,0.37,0,0,0,0
66b239b6a6912115ce1d9683,50,4,left,left,NA,NA,3,3,NA,NA,0.75,0.59,1.54,0.57,0.41,0,0,0,0
66b239b6a6912115ce1d9683,51,4,right,right,NA,NA,3,3,NA,NA,0.67,0.65,0.35,0.41,0.3,0,0,0,0
66b239b6a6912115ce1d9683,52,4,right,right,NA,NA,3,3,NA,NA,0.86,1.16,0.51,0.39,0.37,0,0,0,0
66b239b6a6912115ce1d9683,53,4,NA,left,left,NA,2,3,option1A_tr.bmp,NA,0.94,3,1.92,1.25,0.37,1,0,0,0
66b239b6a6912115ce1d9683,54,4,right,right,NA,NA,3,3,NA,NA,1.05,2.01,0.84,0.61,0.33,0,0,0,0
66b239b6a6912115ce1d9683,55,4,right,right,NA,NA,3,3,NA,NA,0.91,0.89,0.77,1.2,0.73,0,0,0,0
66b239b6a6912115ce1d9683,56,4,right,right,NA,NA,3,3,NA,NA,0.63,1.27,0.54,0.42,0.37,0,0,0,0
66b239b6a6912115ce1d9683,57,4,left,left,NA,NA,3,3,NA,NA,0.52,1.15,0.36,0.39,0.37,0,0,0,0
66b239b6a6912115ce1d9683,58,4,right,right,NA,NA,3,3,NA,NA,0.73,1.48,3,0.97,0.55,0,1,0,0
66b239b6a6912115ce1d9683,59,4,right,right,NA,NA,3,3,NA,NA,0.65,0.84,0.68,0.64,0.41,0,0,0,0
66b239b6a6912115ce1d9683,60,4,right,right,NA,NA,3,3,NA,NA,0.62,0.61,0.36,0.45,0.39,0,0,0,0
66b8830e5812d8df82589ef3,1,3,left,NA,NA,left,3,3,NA,option1A_tr.bmp,0.32,1.95,1.12,3,1.24,0,0,1,0
66b8830e5812d8df82589ef3,2,3,right,right,NA,NA,3,3,NA,NA,0.57,1.38,0.87,2.62,0.77,0,0,0,0
66b8830e5812d8df82589ef3,3,3,left,left,NA,NA,3,3,NA,NA,0.9,1.27,0.42,2.37,1.24,0,0,0,0
66b8830e5812d8df82589ef3,4,3,left,left,NA,NA,3,3,NA,NA,0.58,2.64,0.77,1.27,1.7,0,0,0,0
66b8830e5812d8df82589ef3,5,3,left,NA,NA,right,3,2,NA,option1B_tr.bmp,0.48,2,1.05,3,3,0,0,1,1
66b8830e5812d8df82589ef3,6,3,right,right,NA,NA,3,3,NA,NA,0.65,1.02,0.53,1.35,0.3,0,0,0,0
66b8830e5812d8df82589ef3,7,3,right,right,NA,NA,3,3,NA,NA,0.51,1.03,0.39,1.2,0.28,0,0,0,0
66b8830e5812d8df82589ef3,8,3,left,left,NA,NA,3,3,NA,NA,0.49,1.03,0.84,1.15,0.47,0,0,0,0
66b8830e5812d8df82589ef3,9,3,left,left,NA,NA,3,3,NA,NA,0.88,1.15,0.74,0.73,0.37,0,0,0,0
66b8830e5812d8df82589ef3,10,3,right,right,NA,NA,3,3,NA,NA,0.65,1,0.73,0.43,0.33,0,0,0,0
66b8830e5812d8df82589ef3,11,3,right,left,NA,NA,3,3,NA,NA,0.61,0.75,0.83,1.26,0.58,0,0,0,0
66b8830e5812d8df82589ef3,12,3,right,right,NA,NA,3,3,NA,NA,0.61,1.37,0.43,0.77,0.32,0,0,0,0
66b8830e5812d8df82589ef3,13,3,right,right,NA,NA,3,3,NA,NA,0.52,0.94,0.38,0.5,0.5,0,0,0,0
