participant.label,participant.id_in_session,participant.code,player.id_in_group,player.choice1,player.choice2,player.computer_choice1,player.computer_choice2,player.bet1,player.bet2,player.left_image,player.right_image,player.trial_reward,player.chosen_image_one,player.chosen_image_one_binary,player.chosen_image_two,player.chosen_image_two_binary,player.choice1_with,player.choice1_against,player.choice2_with,player.choice2_against,player.chosen_image_computer,player.chosen_image_computer_two,player.choice1_accuracy,player.choice2_accuracy,player.choice1_accuracy_sum,player.choice2_accuracy_sum,player.switch_vs_stay,player.choice1_reward_binary,player.choice2_reward_binary,player.choice1_reward_binary_sum,player.choice2_reward_binary_sum,player.my_page_load_time,player.initial_choice_time,player.initial_bet_time,player.second_choice_time,player.second_bet_time,player.choice1_earnings,player.choice2_earnings,player.choice1_sum_earnings,player.choice2_sum_earnings,player.bonus_payment_score,player.bonus_payoff,player.total_payoff,player.loss_or_gain,player.computer_choice_one,player.computer_bet_one,player.computer_choice_two,player.computer_bet_two,player.player1_choice_one,player.player2_choice_one,player.player3_choice_one,player.player4_choice_one,player.player1_choice_two,player.player2_choice_two,player.player3_choice_two,player.player4_choice_two,player.player1_choice1_accuracy,player.player2_choice1_accuracy,player.player3_choice1_accuracy,player.player4_choice1_accuracy,player.player1_choice2_accuracy,player.player2_choice2_accuracy,player.player3_choice2_accuracy,player.player4_choice2_accuracy,player.player1_loss_or_gain,player.player2_loss_or_gain,player.player3_loss_or_gain,player.player4_loss_or_gain,player.player1_choice1_computer,player.player2_choice1_computer,player.player3_choice1_computer,player.player4_choice1_computer,player.player1_choice2_computer,player.player2_choice2_computer,player.player3_choice2_computer,player.player4_choice2_computer,group.id_in_subsession,group.trial_number,group.my_page_load_time,group.round_reward_A,group.round_reward_B,group.reward_probability_A,group.reward_probability_B,group.seventy_percent_image,group.thirty_percent_image,group.reversal_happened,subsession.round_number,age,education,gender,lsas_p,lsas_s,dass_a,dass_d,dass_s,ssms_cd,ssms_ia,srp_sf_ipm,srp_sf_ca,srp_sf_els,srp_sf_ct,ami_es,ami_sm,ami_ba,ssms,dass,lsas,srp_sf,ami,aq_10
66095082185479f7db42d782,26,c8le880w,4,NA,NA,right,right,1,3,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,0.75,0.25,0.75,0.25,option1A_tr.bmp,option1A_tr.bmp,1,1,NA,NA,0,1,1,NA,NA,0.68,3,0.06,3,3,20,60,80,160,220,0,0,1,1,0,1,1,1,1,1,2,1,1,1,2,1,1,1,0,1,1,1,0,1,1,1,-1,0,0,0,0,0,0,0,0,2,14,0.95,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610d4df86c4abc6b5ced6fa0,27,fe87ewee,3,right,NA,NA,left,3,2,option1B.bmp,option1A.bmp,-1,option1A.bmp,1,option1B.bmp,2,0.75,0.25,0,1,NA,option1B_tr.bmp,1,0,NA,NA,1,1,0,NA,NA,0.65,1.34,2.09,3,3,60,-40,100,100,-160,0,0,-1,0,0,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,14,0.65,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,14,NA,8,2,14,11,8,6,14,5,5,10,13,16,13,11,12,10,10,28,25,53,33,2
5e3024d69366c7000c4025ff,28,vmj6j5sf,1,right,left,NA,NA,2,3,option1A.bmp,option1B.bmp,1,option1B.bmp,2,option1A.bmp,1,0,1,0.75,0.25,NA,NA,0,1,NA,NA,1,0,1,NA,NA,0.65,0.59,0.52,0.5,0.95,-40,60,-40,-340,-200,0,0,1,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,-1,1,1,0,0,0,0,0,1,0,0,3,14,0.65,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,14,42,4,2,39,24,8,16,24,11,4,17,16,10,9,2,18,20,15,48,63,53,40,6
66cdd069637121e241f7a40a,31,ilvocnr8,5,right,right,NA,NA,3,3,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,0.75,0.25,0.75,0.25,NA,NA,1,1,NA,NA,0,1,1,NA,NA,0.44,0.52,0.43,0.73,0.34,60,60,80,-80,80,0,0,1,0,0,0,0,2,1,1,1,1,1,2,1,0,1,1,1,1,1,0,1,1,1,-1,1,0,0,0,0,0,0,1,0,3,14,0.65,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,14,27,8,2,27,30,12,20,26,10,5,7,8,12,8,6,11,12,15,58,57,36,29,4
59b69d4fb269ef0001801733,1,djfcv4qm,5,right,right,NA,NA,3,3,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,1,0,0.75,0.25,NA,NA,1,1,11,12,0,1,1,8,9,1.25,0.5,0.58,0.38,0.39,60,60,100,220,100,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,-1,0,0,0,0,0,0,0,0,2,15,1.56,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,15,38,8,1,34,36,4,18,16,6,4,29,25,27,12,10,14,8,10,38,70,97,32,5
672a3488a8bffdf9dac2b72f,2,gyubbbth,1,right,right,NA,NA,3,2,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,1,0,0.75,0.25,NA,NA,1,1,11,11,0,1,1,12,10,1.48,1.47,1.38,1.79,0.69,60,40,360,260,340,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,2,15,1.56,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,15,26,5,2,6,5,2,2,4,1,3,14,18,18,8,8,9,12,4,8,11,59,29,2
587b7ab8c192390001d60136,3,gunf45xl,4,right,left,NA,NA,3,3,option1B.bmp,option1A.bmp,-1,option1A.bmp,1,option1B.bmp,2,1,0,0,1,NA,NA,1,0,9,3,1,1,0,10,6,1.34,1.5,0.85,0.51,0.5,60,-60,240,-180,60,0,0,-1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,15,1.56,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,15,60,7,2,19,20,0,0,4,1,6,7,11,15,7,3,16,3,7,4,39,41,22,2
5e9b60ab511e7a0650994050,4,8g9qhxee,3,right,right,NA,NA,3,3,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,1,0,0.75,0.25,NA,NA,1,1,15,14,0,1,1,12,11,1.12,0.69,0.95,0.54,0.53,60,60,480,440,440,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,2,15,1.56,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,15,45,4,1,25,24,0,0,0,0,0,10,10,7,7,4,8,9,0,0,49,35,21,1
665ad886225977530cd6579c,5,myjr2c4x,2,left,left,NA,NA,2,3,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,1,0,0.75,0.25,NA,NA,1,1,12,12,0,1,1,11,9,1.56,1.67,0.7,0.67,0.48,40,60,240,120,180,0,0,1,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,2,15,1.56,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,15,32,4,2,0,2,0,12,6,1,6,13,22,14,7,10,14,7,7,18,2,57,31,2
607d6e86f96c147cf2b3223c,22,0r57elef,1,left,left,NA,NA,3,3,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,0.75,0.25,1,0,NA,NA,1,1,NA,NA,0,1,1,NA,NA,0.41,0.23,1.57,0.99,0.57,60,60,320,320,320,0,0,1,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,15,0.9,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,15,33,7,2,25,19,2,14,6,3,1,8,10,13,7,3,9,6,4,22,44,39,18,2
5e3c759575109a055e99b38a,23,uro33w1j,2,left,NA,NA,right,2,1,option1A.bmp,option1B.bmp,-1,option1A.bmp,1,option1B.bmp,2,0.5,0.5,0.25,0.75,NA,option1B_tr.bmp,1,0,NA,NA,1,1,0,NA,NA,0.69,0.88,1.32,3,3,40,-20,200,160,220,0,0,-1,0,0,1,1,1,2,1,2,1,1,1,2,1,0,1,0,1,1,1,0,1,1,1,-1,0,1,0,0,0,0,0,0,3,15,2.05,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,15,43,8,1,13,12,0,2,8,0,0,7,7,9,7,2,10,4,0,10,25,31,16,2
67862f57b5350ebed10fac1f,24,v5uzjzeq,3,right,right,NA,NA,1,1,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,0.75,0.25,1,0,NA,NA,1,1,NA,NA,0,1,1,NA,NA,0.33,0.51,0.97,0.97,0.35,20,20,260,300,300,0,0,1,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,15,0.9,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622bb4f79c52ad04bb91e752,25,r0epnh5n,4,left,left,NA,NA,3,3,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,0.5,0.5,0.5,0.5,NA,NA,1,1,NA,NA,0,1,1,NA,NA,0.42,1.27,2.54,1.6,0.94,60,60,-20,60,100,0,0,1,0,0,0,0,1,1,2,2,1,2,1,2,1,1,0,0,1,0,1,0,1,-1,1,-1,0,0,1,0,0,1,0,0,3,15,2.05,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,15,59,4,2,13,9,2,0,8,0,1,7,8,8,7,6,12,1,1,10,22,31,19,0
66095082185479f7db42d782,26,c8le880w,4,left,left,NA,NA,3,3,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,0.75,0.25,1,0,NA,NA,1,1,NA,NA,0,1,1,NA,NA,0.48,0.74,2.19,2.75,0.77,60,60,140,220,280,0,0,1,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2,15,0.9,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610d4df86c4abc6b5ced6fa0,27,fe87ewee,3,NA,left,right,NA,1,3,option1A.bmp,option1B.bmp,1,option1B.bmp,2,option1A.bmp,1,0.25,0.75,0.5,0.5,option1B_tr.bmp,NA,0,1,NA,NA,1,0,1,NA,NA,2.05,1.46,3,2.18,0.14,-20,60,80,160,-180,0,0,1,1,1,0,0,1,1,1,2,1,2,1,2,1,1,1,0,1,0,1,0,1,-1,1,-1,0,0,0,0,0,1,0,0,3,15,2.05,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,15,NA,8,2,14,11,8,6,14,5,5,10,13,16,13,11,12,10,10,28,25,53,33,2
5e3024d69366c7000c4025ff,28,vmj6j5sf,1,right,right,NA,NA,3,3,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,0.5,0.5,0.5,0.5,NA,NA,1,1,NA,NA,0,1,1,NA,NA,0.42,0.57,1.58,0.56,0.32,60,60,20,-280,-140,0,0,1,0,0,0,0,1,2,1,2,2,1,1,2,1,0,1,0,0,1,1,0,-1,1,1,-1,0,1,0,0,1,0,0,0,3,15,2.05,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,15,42,4,2,39,24,8,16,24,11,4,17,16,10,9,2,18,20,15,48,63,53,40,6
66cdd069637121e241f7a40a,31,ilvocnr8,5,right,right,NA,NA,2,2,option1A.bmp,option1B.bmp,-1,option1B.bmp,2,option1B.bmp,2,0.25,0.75,0.25,0.75,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0.53,0.78,1.08,1.74,0.5,-40,-40,40,-120,40,0,0,-1,0,0,0,0,1,1,2,1,1,2,1,1,1,1,0,1,1,0,1,1,1,-1,1,1,0,0,1,0,0,1,0,0,3,15,2.05,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,15,27,8,2,27,30,12,20,26,10,5,7,8,12,8,6,11,12,15,58,57,36,29,4
59b69d4fb269ef0001801733,1,djfcv4qm,5,NA,right,left,NA,3,3,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1B.bmp,2,0.75,0.25,0.25,0.75,option1A_tr.bmp,NA,0,1,11,13,1,0,1,8,10,1.45,3,1.23,0.7,0.69,-60,60,40,280,40,0,0,1,1,0,0,0,1,1,1,2,1,1,1,2,0,0,0,1,0,0,0,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,2,16,2.1,0,1,0.3,0.7,option1B.bmp,option1A.bmp,1,16,38,8,1,34,36,4,18,16,6,4,29,25,27,12,10,14,8,10,38,70,97,32,5
672a3488a8bffdf9dac2b72f,2,gyubbbth,1,left,left,NA,NA,3,3,option1A.bmp,option1B.bmp,-1,option1A.bmp,1,option1A.bmp,1,0.75,0.25,0.5,0.5,NA,NA,0,0,11,11,0,0,0,12,10,1.73,0.82,0.55,0.39,0.73,-60,-60,300,200,280,0,0,-1,0,0,0,0,1,1,2,1,1,1,2,2,0,0,1,0,0,0,1,1,-1,-1,1,1,0,0,0,1,0,0,0,0,2,16,2.1,0,1,0.3,0.7,option1B.bmp,option1A.bmp,1,16,26,5,2,6,5,2,2,4,1,3,14,18,18,8,8,9,12,4,8,11,59,29,2
587b7ab8c192390001d60136,3,gunf45xl,4,right,right,NA,NA,2,3,option1A.bmp,option1B.bmp,1,option1B.bmp,2,option1B.bmp,2,0,1,0.25,0.75,NA,NA,1,1,10,4,0,1,1,11,7,1.66,1.51,1.77,1.32,0.49,40,60,280,-120,100,0,0,1,0,0,0,0,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,1,-1,-1,-1,1,0,0,0,1,0,0,0,0,2,16,2.1,0,1,0.3,0.7,option1B.bmp,option1A.bmp,1,16,60,7,2,19,20,0,0,4,1,6,7,11,15,7,3,16,3,7,4,39,41,22,2
5e9b60ab511e7a0650994050,4,8g9qhxee,3,right,right,NA,NA,3,3,option1B.bmp,option1A.bmp,-1,option1A.bmp,1,option1A.bmp,1,0.75,0.25,0.5,0.5,NA,NA,0,0,15,14,0,0,0,12,11,2.1,1.04,1.07,0.64,0.53,-60,-60,420,380,380,0,0,-1,0,0,0,0,1,1,2,1,1,1,2,2,0,0,1,0,0,0,1,1,-1,-1,1,1,0,0,0,1,0,0,0,0,2,16,2.1,0,1,0.3,0.7,option1B.bmp,option1A.bmp,1,16,45,4,1,25,24,0,0,0,0,0,10,10,7,7,4,8,9,0,0,49,35,21,1
665ad886225977530cd6579c,5,myjr2c4x,2,left,left,NA,NA,2,2,option1A.bmp,option1B.bmp,-1,option1A.bmp,1,option1A.bmp,1,0.75,0.25,0.5,0.5,NA,NA,0,0,12,12,0,0,0,11,9,1.7,1.42,0.33,0.51,0.36,-40,-40,200,80,140,0,0,-1,0,0,0,0,1,1,2,1,1,1,2,2,0,0,1,0,0,0,1,1,-1,-1,1,1,0,0,0,1,0,0,0,0,2,16,2.1,0,1,0.3,0.7,option1B.bmp,option1A.bmp,1,16,32,4,2,0,2,0,12,6,1,6,13,22,14,7,10,14,7,7,18,2,57,31,2
607d6e86f96c147cf2b3223c,22,0r57elef,1,right,right,NA,NA,3,3,option1B.bmp,option1A.bmp,-1,option1A.bmp,1,option1A.bmp,1,0.75,0.25,1,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0.74,1.26,1.76,0.59,0.33,-60,-60,260,260,260,0,0,-1,0,0,0,0,1,1,1,2,1,1,1,1,0,0,0,1,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0,0,0,0,2,16,1.21,0,1,0.3,0.7,option1B.bmp,option1A.bmp,1,16,33,7,2,25,19,2,14,6,3,1,8,10,13,7,3,9,6,4,22,44,39,18,2
5e3c759575109a055e99b38a,23,uro33w1j,2,right,right,NA,NA,2,2,option1B.bmp,option1A.bmp,-1,option1A.bmp,1,option1A.bmp,1,0.25,0.75,0.25,0.75,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0.35,0.84,0.56,0.54,0.39,-40,-40,160,120,180,0,0,-1,0,0,0,0,2,1,2,2,2,2,1,2,1,0,1,1,1,1,0,1,1,1,-1,1,0,0,0,1,0,0,0,0,3,16,0.64,0,1,0.3,0.7,option1B.bmp,option1A.bmp,1,16,43,8,1,13,12,0,2,8,0,0,7,7,9,7,2,10,4,0,10,25,31,16,2
67862f57b5350ebed10fac1f,24,v5uzjzeq,3,left,left,NA,NA,1,2,option1A.bmp,option1B.bmp,-1,option1A.bmp,1,option1A.bmp,1,0.75,0.25,1,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0.57,0.48,0.35,0.55,0.34,-20,-40,240,260,280,0,0,-1,0,0,0,0,1,1,1,2,1,1,1,1,0,0,0,1,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0,0,0,0,2,16,1.21,0,1,0.3,0.7,option1B.bmp,option1A.bmp,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622bb4f79c52ad04bb91e752,25,r0epnh5n,4,left,right,NA,NA,1,1,option1B.bmp,option1A.bmp,-1,option1B.bmp,2,option1A.bmp,1,0.5,0.5,0.25,0.75,NA,NA,1,0,NA,NA,1,1,0,NA,NA,0.45,1.49,1.19,1.91,1.47,20,-20,0,40,120,0,0,-1,0,0,0,0,2,1,1,2,2,1,2,2,1,0,0,1,1,0,1,1,1,-1,1,1,0,0,0,1,0,0,0,0,3,16,0.64,0,1,0.3,0.7,option1B.bmp,option1A.bmp,1,16,59,4,2,13,9,2,0,8,0,1,7,8,8,7,6,12,1,1,10,22,31,19,0
66095082185479f7db42d782,26,c8le880w,4,right,right,NA,NA,3,3,option1B.bmp,option1A.bmp,-1,option1A.bmp,1,option1A.bmp,1,0.75,0.25,1,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0.59,1.8,0.62,1.01,0.33,-60,-60,80,160,220,0,0,-1,0,0,0,0,1,1,1,2,1,1,1,1,0,0,0,1,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0,0,0,0,2,16,1.21,0,1,0.3,0.7,option1B.bmp,option1A.bmp,1,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610d4df86c4abc6b5ced6fa0,27,fe87ewee,3,right,left,NA,NA,3,2,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1B.bmp,2,0.25,0.75,0.5,0.5,NA,NA,0,1,NA,NA,1,0,1,NA,NA,0.64,1.06,0.82,0.49,0.79,-60,40,20,200,-240,0,0,1,0,0,0,0,2,1,2,2,2,1,1,2,1,0,1,1,1,0,0,1,1,-1,-1,1,0,0,0,1,0,0,0,0,3,16,0.64,0,1,0.3,0.7,option1B.bmp,option1A.bmp,1,16,NA,8,2,14,11,8,6,14,5,5,10,13,16,13,11,12,10,10,28,25,53,33,2
5e3024d69366c7000c4025ff,28,vmj6j5sf,1,left,left,NA,NA,1,2,option1B.bmp,option1A.bmp,1,option1B.bmp,2,option1B.bmp,2,0.5,0.5,0.5,0.5,NA,NA,1,1,NA,NA,0,1,1,NA,NA,0.47,0.66,0.57,0.38,1.09,20,40,40,-240,-120,0,0,1,0,0,0,0,1,1,2,2,1,2,1,2,0,0,1,1,0,1,0,1,-1,1,-1,1,0,0,0,1,0,0,0,0,3,16,0.64,0,1,0.3,0.7,option1B.bmp,option1A.bmp,1,16,42,4,2,39,24,8,16,24,11,4,17,16,10,9,2,18,20,15,48,63,53,40,6
66cdd069637121e241f7a40a,31,ilvocnr8,5,NA,left,left,NA,1,2,option1B.bmp,option1A.bmp,1,option1B.bmp,2,option1B.bmp,2,0.5,0.5,0.5,0.5,option1B_tr.bmp,NA,1,1,NA,NA,0,1,1,NA,NA,0.34,3,3,2.83,1.15,20,40,60,-80,60,0,0,1,1,1,0,0,2,1,1,2,2,1,2,1,1,0,0,1,1,0,1,0,1,-1,1,-1,0,0,0,0,0,0,0,0,3,16,0.64,0,1,0.3,0.7,option1B.bmp,option1A.bmp,1,16,27,8,2,27,30,12,20,26,10,5,7,8,12,8,6,11,12,15,58,57,36,29,4
59b69d4fb269ef0001801733,1,djfcv4qm,5,NA,right,right,NA,3,3,option1A.bmp,option1B.bmp,1,option1B.bmp,2,option1B.bmp,2,0.75,0.25,0.5,0.5,option1B_tr.bmp,NA,1,1,12,14,0,1,1,9,11,1.1,3,0.98,0.46,0.32,60,60,100,340,100,0,0,1,1,0,0,0,2,2,1,2,1,2,1,2,1,1,0,1,0,1,0,1,-1,1,-1,1,0,0,0,0,0,0,0,0,2,17,1.37,0,1,0.3,0.7,option1B.bmp,option1A.bmp,0,17,38,8,1,34,36,4,18,16,6,4,29,25,27,12,10,14,8,10,38,70,97,32,5
672a3488a8bffdf9dac2b72f,2,gyubbbth,1,right,left,NA,NA,2,3,option1A.bmp,option1B.bmp,-1,option1B.bmp,2,option1A.bmp,1,0.75,0.25,0.25,0.75,NA,NA,1,0,12,11,1,1,0,13,10,1.18,0.56,2.88,1.89,0.4,40,-60,340,140,320,0,0,-1,0,0,0,0,2,1,2,2,2,1,2,2,1,0,1,1,1,0,1,1,1,-1,1,1,0,0,0,1,0,0,0,0,2,17,1.37,0,1,0.3,0.7,option1B.bmp,option1A.bmp,0,17,26,5,2,6,5,2,2,4,1,3,14,18,18,8,8,9,12,4,8,11,59,29,2
587b7ab8c192390001d60136,3,gunf45xl,4,right,right,NA,NA,2,3,option1A.bmp,option1B.bmp,1,option1B.bmp,2,option1B.bmp,2,0.75,0.25,0.5,0.5,NA,NA,1,1,11,5,0,1,1,12,8,1.13,0.56,0.35,0.64,0.91,40,60,320,-60,140,0,0,1,0,0,0,0,2,2,1,2,1,2,1,2,1,1,0,1,0,1,0,1,-1,1,-1,1,0,0,0,1,0,0,0,0,2,17,1.37,0,1,0.3,0.7,option1B.bmp,option1A.bmp,0,17,60,7,2,19,20,0,0,4,1,6,7,11,15,7,3,16,3,7,4,39,41,22,2
5e9b60ab511e7a0650994050,4,8g9qhxee,3,left,left,NA,NA,3,3,option1A.bmp,option1B.bmp,-1,option1A.bmp,1,option1A.bmp,1,0,1,0.25,0.75,NA,NA,0,0,15,14,0,0,0,12,11,0.98,1.32,0.58,0.42,0.46,-60,-60,360,320,320,0,0,-1,0,0,0,0,2,2,2,2,1,2,2,2,1,1,1,1,0,1,1,1,-1,1,1,1,0,0,0,1,0,0,0,0,2,17,1.37,0,1,0.3,0.7,option1B.bmp,option1A.bmp,0,17,45,4,1,25,24,0,0,0,0,0,10,10,7,7,4,8,9,0,0,49,35,21,1
665ad886225977530cd6579c,5,myjr2c4x,2,right,right,NA,NA,3,3,option1A.bmp,option1B.bmp,1,option1B.bmp,2,option1B.bmp,2,0.75,0.25,0.5,0.5,NA,NA,1,1,13,13,0,1,1,12,10,1.37,0.77,0.85,0.98,0.91,60,60,260,140,200,0,0,1,0,0,0,0,2,1,2,2,1,1,2,2,1,0,1,1,0,0,1,1,-1,-1,1,1,0,0,0,1,0,0,0,0,2,17,1.37,0,1,0.3,0.7,option1B.bmp,option1A.bmp,0,17,32,4,2,0,2,0,12,6,1,6,13,22,14,7,10,14,7,7,18,2,57,31,2
607d6e86f96c147cf2b3223c,22,0r57elef,1,right,right,NA,NA,3,3,option1B.bmp,option1A.bmp,-1,option1A.bmp,1,option1A.bmp,1,1,0,1,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0.51,1.38,1.6,0.46,0.36,-60,-60,200,200,200,0,0,-1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,1,1,0,0,0,0,2,17,1.44,0,1,0.3,0.7,option1B.bmp,option1A.bmp,0,17,33,7,2,25,19,2,14,6,3,1,8,10,13,7,3,9,6,4,22,44,39,18,2
5e3c759575109a055e99b38a,23,uro33w1j,2,left,left,NA,NA,1,1,option1A.bmp,option1B.bmp,-1,option1A.bmp,1,option1A.bmp,1,0.25,0.75,0.25,0.75,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0.48,1.06,2.4,0.59,0.33,-20,-20,140,100,160,0,0,-1,0,0,0,0,2,2,1,2,2,2,1,2,1,1,0,1,1,1,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,3,17,0.69,0,1,0.3,0.7,option1B.bmp,option1A.bmp,0,17,43,8,1,13,12,0,2,8,0,0,7,7,9,7,2,10,4,0,10,25,31,16,2
67862f57b5350ebed10fac1f,24,v5uzjzeq,3,right,right,NA,NA,1,1,option1B.bmp,option1A.bmp,-1,option1A.bmp,1,option1A.bmp,1,1,0,1,0,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0.46,0.59,0.27,1,0.34,-20,-20,220,240,260,0,0,-1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,1,1,0,0,0,0,2,17,1.44,0,1,0.3,0.7,option1B.bmp,option1A.bmp,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622bb4f79c52ad04bb91e752,25,r0epnh5n,4,left,left,NA,NA,2,1,option1A.bmp,option1B.bmp,-1,option1A.bmp,1,option1A.bmp,1,0.25,0.75,0.25,0.75,NA,NA,0,0,NA,NA,0,0,0,NA,NA,0.53,1.06,1.01,1.6,1.25,-40,-20,-40,20,80,0,0,-1,0,0,0,0,2,1,2,2,2,1,2,2,1,0,1,1,1,0,1,1,1,-1,1,1,0,0,0,0,0,0,0,0,3,17,0.69,0,1,0.3,0.7,option1B.bmp,option1A.bmp,0,17,59,4,2,13,9,2,0,8,0,1,7,8,8,7,6,12,1,1,10,22,31,19,0
66095082185479f7db42d782,26,c8le880w,4,NA,left,left,NA,1,2,option1A.bmp,option1B.bmp,-1,option1A.bmp,1,option1A.bmp,1,1,0,1,0,option1A_tr.bmp,NA,0,0,NA,NA,0,0,0,NA,NA,0.57,3,1.71,1.46,3,-20,-40,60,120,200,0,0,-1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,1,0,0,0,0,2,17,1.44,0,1,0.3,0.7,option1B.bmp,option1A.bmp,0,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610d4df86c4abc6b5ced6fa0,27,fe87ewee,3,right,right,NA,NA,1,1,option1A.bmp,option1B.bmp,1,option1B.bmp,2,option1B.bmp,2,0.5,0.5,0.5,0.5,NA,NA,1,1,NA,NA,0,1,1,NA,NA,0.69,1.62,2.73,2.53,1.36,20,20,40,220,-220,0,0,1,0,0,0,0,2,1,1,2,2,1,1,2,1,0,0,1,1,0,0,1,1,-1,-1,1,0,0,0,0,0,0,0,0,3,17,0.69,0,1,0.3,0.7,option1B.bmp,option1A.bmp,0,17,NA,8,2,14,11,8,6,14,5,5,10,13,16,13,11,12,10,10,28,25,53,33,2
