participant.label,participant.id_in_session,player.bet1,player.bet2,player.chosen_image_one_binary,player.chosen_image_two_binary,player.choice1_with,player.choice1_against,player.choice2_with,player.choice2_against,player.choice1_accuracy,player.choice2_accuracy,player.computer_choice_one,player.computer_bet_one,player.computer_choice_two,player.computer_bet_two,player.player1_choice1_computer,player.player2_choice1_computer,player.player3_choice1_computer,player.player4_choice1_computer,player.player1_choice2_computer,player.player2_choice2_computer,player.player3_choice2_computer,player.player4_choice2_computer,group.trial_number,group.reversal_happened
622bb4f79c52ad04bb91e752,25,1,1,2,2,0.25,0.75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0
622bb4f79c52ad04bb91e752,25,1,1,2,2,0.25,0.75,0.5,0.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,39,0
622bb4f79c52ad04bb91e752,25,1,2,1,1,0.5,0.5,0.75,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40,0
622bb4f79c52ad04bb91e752,25,2,2,1,1,0.5,0.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,41,0
622bb4f79c52ad04bb91e752,25,1,2,2,2,0.75,0.25,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0
622bb4f79c52ad04bb91e752,25,1,3,1,1,0.75,0.25,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,43,0
622bb4f79c52ad04bb91e752,25,3,3,1,1,0.75,0.25,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,44,0
622bb4f79c52ad04bb91e752,25,1,1,2,2,0.25,0.75,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0
622bb4f79c52ad04bb91e752,25,2,2,2,2,0.5,0.5,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0
622bb4f79c52ad04bb91e752,25,3,3,1,1,0.75,0.25,0.75,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,47,0
622bb4f79c52ad04bb91e752,25,3,3,1,1,0.75,0.25,0.75,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1
622bb4f79c52ad04bb91e752,25,1,1,2,2,0.5,0.5,0.25,0.75,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49,0
622bb4f79c52ad04bb91e752,25,2,3,1,1,0.75,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0
622bb4f79c52ad04bb91e752,25,1,2,2,2,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,51,0
622bb4f79c52ad04bb91e752,25,1,1,2,2,0.5,0.5,0.75,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,52,0
622bb4f79c52ad04bb91e752,25,1,2,1,1,0.75,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,0
622bb4f79c52ad04bb91e752,25,1,3,2,2,0.5,0.5,0.75,0.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,54,0
622bb4f79c52ad04bb91e752,25,1,2,1,2,0.25,0.75,0.25,0.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,55,0
622bb4f79c52ad04bb91e752,25,1,1,1,2,0.25,0.75,0.75,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,56,0
