participant.label,participant.id_in_session,group.trial_number,is_consecutive,choice_switch_across_trials,outcome_value,switch_difference,consensus_numeric,consensus_level,direction,trial_type
66502c8dc29366cf9a8b372f,468,31,TRUE,1,0,1,1,3:1,With group,Switch
66bfd3867e3dd5e2c19650b9,1,32,TRUE,0,100,0,1,3:1,Against group,Stay
647849063b9fd9be24803727,3,32,TRUE,0,100,0,2,4:0,With group,Stay
666d914c8a386185e18db071,4,32,TRUE,1,100,1,0,2:2,Against group,Switch
673f6ffebce20832346325de,5,32,TRUE,1,0,1,1,3:1,Against group,Switch
665d5a08c8e61c18498d08c9,6,32,TRUE,1,0,1,0,2:2,Against group,Switch
6426cfe964863ee2ff26642f,7,32,TRUE,0,100,0,1,3:1,Against group,Stay
5fbccd88199e4319f7a988d2,10,32,TRUE,0,100,0,0,2:2,Against group,Stay
62f3b543dce069211e8e982c,11,32,TRUE,1,100,1,0,2:2,Against group,Switch
6173c5b0aa4bc2370fd2c1f2,12,32,TRUE,1,0,1,0,2:2,Against group,Switch
63c80a427dfa1305502df5a8,13,32,TRUE,0,100,0,2,4:0,With group,Stay
6765877a0722b290bb4ab344,14,32,TRUE,0,100,0,2,4:0,With group,Stay
6534cceb3847273f3c9b8239,15,32,TRUE,0,0,0,0,2:2,Against group,Stay
604541676af7216614098dde,16,32,TRUE,0,100,0,2,4:0,With group,Stay
5c4f5967aac8be0001716a65,17,32,TRUE,1,100,1,1,3:1,Against group,Switch
6658b14f04e819e67ebcf3ff,21,32,TRUE,1,100,1,2,4:0,With group,Switch
5c2d0d21e263990001799ef3,24,32,TRUE,0,0,0,2,4:0,With group,Stay
62fb8ef806ee6962abefc45e,27,32,TRUE,0,100,0,2,4:0,With group,Stay
60e4949dd5c2941c69e48621,32,32,TRUE,0,100,0,2,4:0,With group,Stay
631624eda5f1f762834e370d,34,32,TRUE,1,100,1,2,4:0,With group,Switch
660453c9877e571d12b555f7,43,32,TRUE,0,100,0,2,4:0,With group,Stay
67769b94abdf21a12005eb4e,45,32,TRUE,0,0,0,1,3:1,With group,Stay
5bb5fbd90b5da70001c7c24a,46,32,TRUE,1,100,1,1,3:1,With group,Switch
6774c5b0b19b119861c73439,47,32,TRUE,0,0,0,1,3:1,With group,Stay
60154af277ec314fd8fe1449,48,32,TRUE,1,100,1,1,3:1,With group,Switch
62b44f66a16d45783569fad6,49,32,TRUE,0,100,0,1,3:1,With group,Stay
6744d143eddffd17d345b192,50,32,TRUE,1,100,1,1,3:1,With group,Switch
664212577c09653c94741aab,51,32,TRUE,0,100,0,0,2:2,Against group,Stay
6658c4239af9537eefdfbcc9,52,32,TRUE,1,0,1,2,4:0,Against group,Switch
6266b0409582f553a3e10d9a,53,32,TRUE,1,100,1,2,4:0,With group,Switch
5eadaff848b26f4483ae62d9,56,32,TRUE,1,100,1,1,3:1,With group,Switch
67607c67fcf3f8b4093a8356,57,32,TRUE,0,0,0,0,2:2,Against group,Stay
6760765e6a687b2878284f5e,58,32,TRUE,1,100,1,2,4:0,With group,Switch
5bb7abf3c190e20001e5c2c8,59,32,TRUE,1,0,1,1,3:1,Against group,Switch
666a1e606b80f9865c1f3d5f,60,32,TRUE,0,100,0,2,4:0,With group,Stay
6753746b1f8827e2bd586bf0,61,32,TRUE,1,100,1,0,2:2,Against group,Switch
672a94165edd330fd1919b86,62,32,TRUE,0,100,0,2,4:0,Against group,Stay
5c921106b788a2000170709f,63,32,TRUE,0,100,0,1,3:1,Against group,Stay
5f450738ab827a05e739ef40,64,32,TRUE,1,100,1,2,4:0,With group,Switch
66fd3f6c93c24ecc119be354,68,32,TRUE,0,0,0,1,3:1,With group,Stay
5f0db498f5e4e102c0f65b67,73,32,TRUE,1,0,1,1,3:1,With group,Switch
5e3ddcf95556b204cb143eab,78,32,TRUE,0,0,0,2,4:0,Against group,Stay
5d41925ef7b99500012b960e,79,32,TRUE,1,100,1,1,3:1,With group,Switch
5d7a1fce27fb8a000196993e,99,32,TRUE,0,100,0,1,3:1,With group,Stay
5a7226d9f660ae0001a9a547,101,32,TRUE,0,100,0,1,3:1,With group,Stay
672f246d1d67d71960402ef8,102,32,TRUE,0,0,0,2,4:0,Against group,Stay
5d66f49c531d6e0001e99e8a,103,32,TRUE,0,100,0,1,3:1,With group,Stay
5fed47cfcb429d79af4f8ded,104,32,TRUE,0,100,0,1,3:1,With group,Stay
614e4f5af7eba1c013541155,106,32,TRUE,0,100,0,1,3:1,With group,Stay
62b626b7cc2365d4e7f5c5aa,107,32,TRUE,0,100,0,1,3:1,With group,Stay
670128e69d2576c4828a706e,108,32,TRUE,0,100,0,2,4:0,Against group,Stay
66bbafb05de7e549455aa4ff,110,32,TRUE,0,100,0,1,3:1,With group,Stay
667a9bdad0e1a943ee3d04bb,112,32,TRUE,0,100,0,1,3:1,With group,Stay
5eca536f9aa4f658d641a7d9,122,32,TRUE,0,100,0,1,3:1,With group,Stay
57b248d52075e2000113ba3d,125,32,TRUE,1,100,1,1,3:1,With group,Switch
596e1edd39e9d00001b7bb98,126,32,TRUE,0,0,0,1,3:1,With group,Stay
5b0b369230d5620001553596,127,32,TRUE,0,100,0,1,3:1,With group,Stay
5af32f9d003f6c0001f2905b,131,32,TRUE,0,0,0,2,4:0,Against group,Stay
679a0366c8793f4845badfd6,134,32,TRUE,0,100,0,1,3:1,Against group,Stay
6658b198f863db3c5d605d13,136,32,TRUE,0,100,0,1,3:1,Against group,Stay
5ad0ba03fb109b0001a3148e,137,32,TRUE,1,0,1,0,2:2,Against group,Switch
5bf7be3abd1fd30001aa5498,152,32,TRUE,0,100,0,2,4:0,With group,Stay
629b3b3c89d490460eacbfbc,153,32,TRUE,0,100,0,2,4:0,With group,Stay
6773d73519c6135fee11ae3d,154,32,TRUE,1,100,1,1,3:1,With group,Switch
670ffdb6896bad5ab5d6f894,155,32,TRUE,1,0,1,1,3:1,With group,Switch
60ac1213194b969a2accb5c4,156,32,TRUE,0,100,0,2,4:0,With group,Stay
66854ca22a0b1e7e87b469a4,157,32,TRUE,0,100,0,1,3:1,With group,Stay
59772a6c5cde890001dc01a0,158,32,TRUE,1,0,1,1,3:1,With group,Switch
5623d483ed6e5a0005c803de,163,32,TRUE,1,100,1,1,3:1,With group,Switch
6659fbe836e30024b47db6cd,164,32,TRUE,1,100,1,2,4:0,With group,Switch
5d80167240f91c001acbb0a2,165,32,TRUE,1,100,1,0,2:2,Against group,Switch
5a840fcfb093f80001a7cf78,166,32,TRUE,1,100,1,1,3:1,With group,Switch
5f674b595c87a8334c381ae7,167,32,TRUE,1,0,1,1,3:1,Against group,Switch
65cd5b72f200e9541dc051f7,168,32,TRUE,0,0,0,1,3:1,Against group,Stay
58404fd8ad98e40001ce915f,169,32,TRUE,0,100,0,1,3:1,Against group,Stay
671ec2ffd89afa2ce6dea859,170,32,TRUE,0,100,0,1,3:1,With group,Stay
5ea01c7e792cdc00099748d6,171,32,TRUE,0,100,0,1,3:1,Against group,Stay
5d3983cb8580230018bbf15f,172,32,TRUE,0,100,0,0,2:2,Against group,Stay
60b3daed9cafd5926a44f4d6,173,32,TRUE,1,100,1,0,2:2,Against group,Switch
60aa79fa99f7d53701b02256,175,32,TRUE,1,100,1,0,2:2,Against group,Switch
5f78863ec51814422de56470,176,32,TRUE,0,0,0,0,2:2,Against group,Stay
5f32e77f34cb5e09af85ff3e,177,32,TRUE,0,0,0,2,4:0,With group,Stay
614ee866eb22f6b60f499a91,198,32,TRUE,0,100,0,1,3:1,Against group,Stay
66b8e2fd7ed9ec6e6bb94a9d,204,32,TRUE,1,0,1,0,2:2,Against group,Switch
62b57d34b7bdc2d0835fab76,207,32,TRUE,1,0,1,0,2:2,Against group,Switch
5ead8f2848b26f423b971747,208,32,TRUE,0,100,0,0,2:2,Against group,Stay
6692fcc54896e26c1dad62bb,214,32,TRUE,1,100,1,1,3:1,Against group,Switch
671536a4dee5f7f5774fc909,220,32,TRUE,1,0,1,2,4:0,With group,Switch
5fbf94f2891c55203896f7dc,222,32,TRUE,1,0,1,1,3:1,Against group,Switch
56f597c5736c79000b228052,223,32,TRUE,0,0,0,1,3:1,Against group,Stay
5efb49177e130c0785b93842,225,32,TRUE,1,100,1,2,4:0,With group,Switch
5d2b11ac3a260c001af2d338,230,32,TRUE,0,0,0,1,3:1,With group,Stay
67693b69371357770f713607,231,32,TRUE,1,100,1,1,3:1,Against group,Switch
602a2911a73ba046955f6c58,232,32,TRUE,1,100,1,2,4:0,With group,Switch
5f24a57c030da70af5ffd2bf,233,32,TRUE,0,100,0,2,4:0,Against group,Stay
5cfbf333ac28dd00196e807b,234,32,TRUE,0,0,0,0,2:2,Against group,Stay
60b235f65a20aec2984f4b80,235,32,TRUE,1,0,1,1,3:1,Against group,Switch
67605e6a382a3f0292c2c6c5,236,32,TRUE,1,100,1,0,2:2,Against group,Switch
67606cca6591f7023be55e8e,237,32,TRUE,0,100,0,2,4:0,With group,Stay
6658b578aab263fcab6c8edb,238,32,TRUE,0,0,0,0,2:2,Against group,Stay
644150ada063f0646fa94580,240,32,TRUE,1,100,1,2,4:0,With group,Switch
5e8a62bdf3599409e0b61b1a,241,32,TRUE,0,100,0,0,2:2,Against group,Stay
6054c99c850918fc1ee83760,242,32,TRUE,0,100,0,0,2:2,Against group,Stay
5bbc3d95f1f9ba000141d855,246,32,TRUE,0,0,0,0,2:2,Against group,Stay
5dbb0562b1df1b110ead5bba,292,32,TRUE,1,100,1,0,2:2,Against group,Switch
595fa59caa841c00018d7225,293,32,TRUE,1,100,1,2,4:0,With group,Switch
586400dfec49b5000158fbea,297,32,TRUE,1,100,1,1,3:1,Against group,Switch
664a0d8b5ef52adae600c9fa,299,32,TRUE,1,0,1,2,4:0,With group,Switch
5f0255082e1a9e3f9039b435,302,32,TRUE,0,0,0,2,4:0,With group,Stay
5983095e9bf4fe0001071115,305,32,TRUE,1,100,1,0,2:2,Against group,Switch
645e967fad9bc8bdc1a16ac0,326,32,TRUE,0,0,0,1,3:1,Against group,Stay
5c5cad3e4ee81200018eafe2,327,32,TRUE,1,100,1,1,3:1,With group,Switch
60cfaefb198a684067969f69,328,32,TRUE,0,100,0,1,3:1,With group,Stay
62b344e3e39755aabc5bed02,329,32,TRUE,0,100,0,0,2:2,Against group,Stay
5a9c41f2dbdb470001eeef9c,331,32,TRUE,1,100,1,0,2:2,Against group,Switch
67878e264046b71df4ad64af,334,32,TRUE,0,100,0,1,3:1,Against group,Stay
5ee4a14b578f8a000b384376,337,32,TRUE,0,100,0,1,3:1,With group,Stay
6425ffdf7fd742839b924ac5,339,32,TRUE,1,100,1,1,3:1,With group,Switch
59ccd702faf42e00012b68f5,341,32,TRUE,1,100,1,0,2:2,Against group,Switch
5b421b9ac2e3810001763252,343,32,TRUE,0,100,0,1,3:1,With group,Stay
67419a995c7dd3559c354d09,344,32,TRUE,1,0,1,2,4:0,Against group,Switch
65845f67f9ed8c08c8e58949,345,32,TRUE,1,100,1,1,3:1,With group,Switch
559bbbdafdf99b7ce19d5b3d,347,32,TRUE,0,0,0,1,3:1,With group,Stay
663791040de5898120ca93cd,380,32,TRUE,0,0,0,1,3:1,With group,Stay
59479251f236120001ecf9a2,381,32,TRUE,0,100,0,1,3:1,With group,Stay
66e0184c55c6299d2c7c0101,387,32,TRUE,1,100,1,1,3:1,With group,Switch
5932e2c8b97ad00001745487,393,32,TRUE,0,100,0,1,3:1,With group,Stay
6146f8473af59b2f858aa2f2,395,32,TRUE,1,100,1,1,3:1,With group,Switch
66636514bc4749ad83a2adc8,397,32,TRUE,0,100,0,1,3:1,With group,Stay
5dee265613911c4bb3c0ac7e,398,32,TRUE,0,0,0,2,4:0,Against group,Stay
63174af7d57182f9bf90c094,402,32,TRUE,1,0,1,0,2:2,Against group,Switch
6730f2e20f5915ff4ad2c07d,404,32,TRUE,1,0,1,0,2:2,Against group,Switch
63d53d53a7a7b0379ba289cf,405,32,TRUE,0,0,0,1,3:1,With group,Stay
6266a4e5846e1e41812a0432,406,32,TRUE,1,100,1,0,2:2,Against group,Switch
676d70fb609bf3532889f9f8,407,32,TRUE,1,100,1,1,3:1,With group,Switch
5cf765f7b026f40001fe1bc6,408,32,TRUE,1,100,1,1,3:1,Against group,Switch
60886f033e4f5c214da0c898,409,32,TRUE,0,100,0,0,2:2,Against group,Stay
665971fc694c72b87647f8c9,412,32,TRUE,0,100,0,1,3:1,With group,Stay
63d3f953f8fb0fe970f0d0c6,413,32,TRUE,1,0,1,0,2:2,Against group,Switch
6015966a246e51095f2235e7,414,32,TRUE,1,0,1,2,4:0,Against group,Switch
58713c5e58ca4c00018ce3ea,415,32,TRUE,0,100,0,1,3:1,Against group,Stay
5c5c8b70758f310001ed429a,416,32,TRUE,0,100,0,1,3:1,With group,Stay
671ce69ff883fe3c3ae81cdf,417,32,TRUE,0,100,0,0,2:2,Against group,Stay
66a41543adadffb17baf40b8,418,32,TRUE,1,100,1,0,2:2,Against group,Switch
5ee637a18976fc391312fe01,419,32,TRUE,0,0,0,1,3:1,Against group,Stay
677c2fc7d34ead450c40271e,420,32,TRUE,1,100,1,1,3:1,Against group,Switch
6169ea2f9163a46bf5f356e2,423,32,TRUE,0,100,0,2,4:0,Against group,Stay
66d890366a2497885067a8f8,425,32,TRUE,1,0,1,1,3:1,Against group,Switch
62ac71cec3309a48781684eb,427,32,TRUE,0,0,0,2,4:0,Against group,Stay
676582ce8948af9588e17a04,428,32,TRUE,1,100,1,0,2:2,Against group,Switch
67713deebb236b91f2cd106a,429,32,TRUE,0,100,0,0,2:2,Against group,Stay
6658b1bc9b9cd1a0f1a2538b,430,32,TRUE,0,100,0,1,3:1,With group,Stay
677ef0198fc5d8193c009e35,431,32,TRUE,1,0,1,0,2:2,Against group,Switch
6725c4a8e3ab0787551acf38,432,32,TRUE,1,0,1,1,3:1,Against group,Switch
67390dd94909abc2cafc84da,434,32,TRUE,1,100,1,0,2:2,Against group,Switch
59b5a275c05bb50001eb3c4b,448,32,TRUE,0,0,0,2,4:0,Against group,Stay
5adb3e135f327e0001fb329c,456,32,TRUE,1,100,1,1,3:1,With group,Switch
581f6c63930a280001062e8c,464,32,TRUE,1,100,1,1,3:1,With group,Switch
647849063b9fd9be24803727,3,33,TRUE,0,0,0,2,4:0,With group,Stay
665d5a08c8e61c18498d08c9,6,33,TRUE,0,100,0,1,3:1,With group,Stay
6426cfe964863ee2ff26642f,7,33,TRUE,0,0,0,1,3:1,With group,Stay
5fbccd88199e4319f7a988d2,10,33,TRUE,1,0,1,1,3:1,With group,Switch
6173c5b0aa4bc2370fd2c1f2,12,33,TRUE,0,100,0,2,4:0,Against group,Stay
63c80a427dfa1305502df5a8,13,33,TRUE,0,0,0,2,4:0,With group,Stay
6765877a0722b290bb4ab344,14,33,TRUE,0,0,0,2,4:0,With group,Stay
604541676af7216614098dde,16,33,TRUE,0,0,0,2,4:0,With group,Stay
5c4f5967aac8be0001716a65,17,33,TRUE,1,100,1,1,3:1,With group,Switch
6658b14f04e819e67ebcf3ff,21,33,TRUE,0,0,0,2,4:0,With group,Stay
5c2d0d21e263990001799ef3,24,33,TRUE,1,100,1,2,4:0,With group,Switch
62fb8ef806ee6962abefc45e,27,33,TRUE,0,0,0,2,4:0,With group,Stay
60e4949dd5c2941c69e48621,32,33,TRUE,0,0,0,2,4:0,With group,Stay
631624eda5f1f762834e370d,34,33,TRUE,0,0,0,2,4:0,With group,Stay
60154af277ec314fd8fe1449,48,33,TRUE,0,0,0,1,3:1,With group,Stay
62b44f66a16d45783569fad6,49,33,TRUE,0,0,0,1,3:1,With group,Stay
6744d143eddffd17d345b192,50,33,TRUE,0,0,0,1,3:1,With group,Stay
5eadaff848b26f4483ae62d9,56,33,TRUE,1,100,1,1,3:1,With group,Switch
672a94165edd330fd1919b86,62,33,TRUE,1,0,1,2,4:0,Against group,Switch
6658b4ff0f6362e1f068dd84,75,33,TRUE,0,0,0,0,2:2,Against group,Stay
5bb0df0871e1b2000176bfc2,77,33,TRUE,0,0,0,0,2:2,Against group,Stay
67894339aa346efa2532bf8d,86,33,TRUE,0,100,0,1,3:1,Against group,Stay
656de94bf069f0a1446f47c5,88,33,TRUE,1,0,1,0,2:2,Against group,Switch
5eca536f9aa4f658d641a7d9,122,33,TRUE,1,100,1,2,4:0,Against group,Switch
57b248d52075e2000113ba3d,125,33,TRUE,0,0,0,1,3:1,With group,Stay
596e1edd39e9d00001b7bb98,126,33,TRUE,0,0,0,1,3:1,With group,Stay
5b0b369230d5620001553596,127,33,TRUE,0,0,0,1,3:1,With group,Stay
5af32f9d003f6c0001f2905b,131,33,TRUE,1,0,1,1,3:1,With group,Switch
5bf7be3abd1fd30001aa5498,152,33,TRUE,0,0,0,2,4:0,With group,Stay
629b3b3c89d490460eacbfbc,153,33,TRUE,0,0,0,2,4:0,With group,Stay
6773d73519c6135fee11ae3d,154,33,TRUE,0,0,0,0,2:2,Against group,Stay
670ffdb6896bad5ab5d6f894,155,33,TRUE,0,0,0,0,2:2,Against group,Stay
60ac1213194b969a2accb5c4,156,33,TRUE,0,0,0,2,4:0,With group,Stay
66854ca22a0b1e7e87b469a4,157,33,TRUE,0,0,0,1,3:1,Against group,Stay
59772a6c5cde890001dc01a0,158,33,TRUE,1,100,1,0,2:2,Against group,Switch
5623d483ed6e5a0005c803de,163,33,TRUE,0,0,0,1,3:1,Against group,Stay
5d80167240f91c001acbb0a2,165,33,TRUE,0,0,0,1,3:1,With group,Stay
5a840fcfb093f80001a7cf78,166,33,TRUE,0,0,0,1,3:1,Against group,Stay
5f674b595c87a8334c381ae7,167,33,TRUE,0,100,0,2,4:0,Against group,Stay
65cd5b72f200e9541dc051f7,168,33,TRUE,1,0,1,1,3:1,With group,Switch
671ec2ffd89afa2ce6dea859,170,33,TRUE,0,0,0,0,2:2,Against group,Stay
60b3daed9cafd5926a44f4d6,173,33,TRUE,0,0,0,1,3:1,With group,Stay
60aa79fa99f7d53701b02256,175,33,TRUE,1,100,1,1,3:1,With group,Switch
5f32e77f34cb5e09af85ff3e,177,33,TRUE,0,0,0,2,4:0,With group,Stay
6765ad2b94f8f4ac95f58d3f,200,33,TRUE,0,0,0,1,3:1,Against group,Stay
5aea25acd9f2be0001933493,206,33,TRUE,0,0,0,0,2:2,Against group,Stay
5a5a6ed7f6c517000195029e,212,33,TRUE,1,100,1,0,2:2,Against group,Switch
671536a4dee5f7f5774fc909,220,33,TRUE,0,0,0,1,3:1,Against group,Stay
5fbf94f2891c55203896f7dc,222,33,TRUE,1,100,1,0,2:2,Against group,Switch
5efb49177e130c0785b93842,225,33,TRUE,0,0,0,0,2:2,Against group,Stay
602a2911a73ba046955f6c58,232,33,TRUE,0,0,0,0,2:2,Against group,Stay
5cfbf333ac28dd00196e807b,234,33,TRUE,1,0,1,1,3:1,Against group,Switch
60b235f65a20aec2984f4b80,235,33,TRUE,1,100,1,1,3:1,Against group,Switch
67606cca6591f7023be55e8e,237,33,TRUE,0,0,0,0,2:2,Against group,Stay
6658b578aab263fcab6c8edb,238,33,TRUE,1,0,1,0,2:2,Against group,Switch
644150ada063f0646fa94580,240,33,TRUE,0,0,0,1,3:1,Against group,Stay
5bbc3d95f1f9ba000141d855,246,33,TRUE,0,100,0,0,2:2,Against group,Stay
595fa59caa841c00018d7225,293,33,TRUE,1,0,1,2,4:0,Against group,Switch
665a0e53638999ad987b6dce,295,33,TRUE,0,0,0,1,3:1,With group,Stay
664a0d8b5ef52adae600c9fa,299,33,TRUE,0,100,0,1,3:1,With group,Stay
673f091e544e7e0f26ef3e28,301,33,TRUE,0,100,0,1,3:1,With group,Stay
5f0255082e1a9e3f9039b435,302,33,TRUE,0,100,0,1,3:1,With group,Stay
5bb756696322c5000159756c,310,33,TRUE,1,0,1,1,3:1,With group,Switch
6425ffdf7fd742839b924ac5,339,33,TRUE,0,0,0,2,4:0,With group,Stay
67419a995c7dd3559c354d09,344,33,TRUE,1,0,1,2,4:0,With group,Switch
65845f67f9ed8c08c8e58949,345,33,TRUE,0,0,0,2,4:0,With group,Stay
559bbbdafdf99b7ce19d5b3d,347,33,TRUE,0,0,0,2,4:0,With group,Stay
59479251f236120001ecf9a2,381,33,TRUE,0,0,0,0,2:2,Against group,Stay
66e0184c55c6299d2c7c0101,387,33,TRUE,0,0,0,0,2:2,Against group,Stay
5932e2c8b97ad00001745487,393,33,TRUE,0,0,0,0,2:2,Against group,Stay
65b0221481be9840cf46c89f,396,33,TRUE,1,100,1,1,3:1,Against group,Switch
5dee265613911c4bb3c0ac7e,398,33,TRUE,0,100,0,1,3:1,Against group,Stay
63174af7d57182f9bf90c094,402,33,TRUE,0,100,0,1,3:1,With group,Stay
6730f2e20f5915ff4ad2c07d,404,33,TRUE,1,0,1,1,3:1,With group,Switch
63d53d53a7a7b0379ba289cf,405,33,TRUE,0,0,0,1,3:1,With group,Stay
6266a4e5846e1e41812a0432,406,33,TRUE,0,0,0,2,4:0,Against group,Stay
676d70fb609bf3532889f9f8,407,33,TRUE,1,100,1,2,4:0,Against group,Switch
5cf765f7b026f40001fe1bc6,408,33,TRUE,0,100,0,1,3:1,With group,Stay
60886f033e4f5c214da0c898,409,33,TRUE,0,0,0,1,3:1,With group,Stay
63d3f953f8fb0fe970f0d0c6,413,33,TRUE,1,0,1,1,3:1,With group,Switch
58713c5e58ca4c00018ce3ea,415,33,TRUE,0,0,0,1,3:1,With group,Stay
5c5c8b70758f310001ed429a,416,33,TRUE,0,0,0,1,3:1,With group,Stay
671ce69ff883fe3c3ae81cdf,417,33,TRUE,1,100,1,1,3:1,With group,Switch
66a41543adadffb17baf40b8,418,33,TRUE,1,0,1,1,3:1,Against group,Switch
5ee637a18976fc391312fe01,419,33,TRUE,1,0,1,1,3:1,With group,Switch
677c2fc7d34ead450c40271e,420,33,TRUE,1,100,1,2,4:0,Against group,Switch
6169ea2f9163a46bf5f356e2,423,33,TRUE,1,0,1,1,3:1,With group,Switch
66d890366a2497885067a8f8,425,33,TRUE,0,100,0,1,3:1,With group,Stay
676582ce8948af9588e17a04,428,33,TRUE,0,100,0,1,3:1,Against group,Stay
67713deebb236b91f2cd106a,429,33,TRUE,0,0,0,1,3:1,With group,Stay
677ef0198fc5d8193c009e35,431,33,TRUE,1,0,1,1,3:1,Against group,Switch
6725c4a8e3ab0787551acf38,432,33,TRUE,1,0,1,1,3:1,With group,Switch
67390dd94909abc2cafc84da,434,33,TRUE,1,100,1,2,4:0,Against group,Switch
5b8bf5dd7b334200011da4aa,442,33,TRUE,0,0,0,1,3:1,Against group,Stay
5797564b70c76a0001245734,443,33,TRUE,0,0,0,0,2:2,Against group,Stay
5ea00a8a39c0f00008064b2b,444,33,TRUE,0,0,0,0,2:2,Against group,Stay
676998e4f6daae6e1a643595,447,33,TRUE,0,0,0,0,2:2,Against group,Stay
66cf346c8d197fa5b7fe6207,451,33,TRUE,0,100,0,0,2:2,Against group,Stay
648495d7f7f8e6efc7759484,453,33,TRUE,0,100,0,0,2:2,Against group,Stay
62a1d88a5d0482a69726950c,454,33,TRUE,0,100,0,0,2:2,Against group,Stay
667987ee48ef12debe279619,463,33,TRUE,0,100,0,1,3:1,Against group,Stay
622a35c96d9060c175184c93,466,33,TRUE,1,0,1,1,3:1,Against group,Switch
66502c8dc29366cf9a8b372f,468,33,TRUE,1,100,1,1,3:1,Against group,Switch
66bfd3867e3dd5e2c19650b9,1,34,TRUE,0,0,0,1,3:1,With group,Stay
647849063b9fd9be24803727,3,34,TRUE,1,100,1,1,3:1,Against group,Switch
666d914c8a386185e18db071,4,34,TRUE,1,0,1,1,3:1,With group,Switch
673f6ffebce20832346325de,5,34,TRUE,0,0,0,2,4:0,Against group,Stay
665d5a08c8e61c18498d08c9,6,34,TRUE,0,100,0,0,2:2,Against group,Stay
5fbccd88199e4319f7a988d2,10,34,TRUE,0,100,0,1,3:1,Against group,Stay
62f3b543dce069211e8e982c,11,34,TRUE,0,100,0,1,3:1,With group,Stay
63c80a427dfa1305502df5a8,13,34,TRUE,1,100,1,1,3:1,Against group,Switch
6765877a0722b290bb4ab344,14,34,TRUE,0,0,0,0,2:2,Against group,Stay
6534cceb3847273f3c9b8239,15,34,TRUE,1,100,1,1,3:1,With group,Switch
604541676af7216614098dde,16,34,TRUE,0,0,0,0,2:2,Against group,Stay
5c4f5967aac8be0001716a65,17,34,TRUE,1,0,1,1,3:1,Against group,Switch
6658b14f04e819e67ebcf3ff,21,34,TRUE,1,100,1,1,3:1,Against group,Switch
5c2d0d21e263990001799ef3,24,34,TRUE,0,0,0,0,2:2,Against group,Stay
62fb8ef806ee6962abefc45e,27,34,TRUE,0,0,0,0,2:2,Against group,Stay
60e4949dd5c2941c69e48621,32,34,TRUE,1,100,1,0,2:2,Against group,Switch
631624eda5f1f762834e370d,34,34,TRUE,0,0,0,1,3:1,Against group,Stay
660453c9877e571d12b555f7,43,34,TRUE,0,0,0,1,3:1,Against group,Stay
60154af277ec314fd8fe1449,48,34,TRUE,1,100,1,1,3:1,With group,Switch
62b44f66a16d45783569fad6,49,34,TRUE,0,0,0,1,3:1,With group,Stay
6744d143eddffd17d345b192,50,34,TRUE,1,100,1,2,4:0,Against group,Switch
664212577c09653c94741aab,51,34,TRUE,1,100,1,1,3:1,Against group,Switch
6266b0409582f553a3e10d9a,53,34,TRUE,1,100,1,0,2:2,Against group,Switch
5eadaff848b26f4483ae62d9,56,34,TRUE,1,100,1,1,3:1,With group,Switch
67607c67fcf3f8b4093a8356,57,34,TRUE,0,0,0,0,2:2,Against group,Stay
6760765e6a687b2878284f5e,58,34,TRUE,1,100,1,1,3:1,Against group,Switch
5bb7abf3c190e20001e5c2c8,59,34,TRUE,1,100,1,1,3:1,Against group,Switch
666a1e606b80f9865c1f3d5f,60,34,TRUE,1,100,1,0,2:2,Against group,Switch
6753746b1f8827e2bd586bf0,61,34,TRUE,0,0,0,0,2:2,Against group,Stay
672a94165edd330fd1919b86,62,34,TRUE,1,0,1,1,3:1,With group,Switch
5c921106b788a2000170709f,63,34,TRUE,0,0,0,0,2:2,Against group,Stay
5f450738ab827a05e739ef40,64,34,TRUE,0,0,0,0,2:2,Against group,Stay
66fd3f6c93c24ecc119be354,68,34,TRUE,1,100,1,0,2:2,Against group,Switch
5f0db498f5e4e102c0f65b67,73,34,TRUE,1,0,1,0,2:2,Against group,Switch
6658b4ff0f6362e1f068dd84,75,34,TRUE,1,100,1,0,2:2,Against group,Switch
5bb0df0871e1b2000176bfc2,77,34,TRUE,0,0,0,0,2:2,Against group,Stay
5e3ddcf95556b204cb143eab,78,34,TRUE,1,100,1,1,3:1,Against group,Switch
5d41925ef7b99500012b960e,79,34,TRUE,1,100,1,1,3:1,Against group,Switch
67894339aa346efa2532bf8d,86,34,TRUE,1,0,1,1,3:1,Against group,Switch
656de94bf069f0a1446f47c5,88,34,TRUE,1,100,1,0,2:2,Against group,Switch
5d7a1fce27fb8a000196993e,99,34,TRUE,0,0,0,2,4:0,With group,Stay
5a7226d9f660ae0001a9a547,101,34,TRUE,0,0,0,2,4:0,With group,Stay
672f246d1d67d71960402ef8,102,34,TRUE,1,0,1,2,4:0,With group,Switch
5d66f49c531d6e0001e99e8a,103,34,TRUE,1,0,1,2,4:0,With group,Switch
5fed47cfcb429d79af4f8ded,104,34,TRUE,0,0,0,1,3:1,With group,Stay
614e4f5af7eba1c013541155,106,34,TRUE,0,0,0,1,3:1,With group,Stay
62b626b7cc2365d4e7f5c5aa,107,34,TRUE,1,100,1,2,4:0,Against group,Switch
670128e69d2576c4828a706e,108,34,TRUE,0,0,0,1,3:1,With group,Stay
66bbafb05de7e549455aa4ff,110,34,TRUE,0,0,0,2,4:0,With group,Stay
667a9bdad0e1a943ee3d04bb,112,34,TRUE,0,0,0,1,3:1,With group,Stay
