participant.label,participant.id_in_session,group.trial_number,is_consecutive,choice_switch_across_trials,outcome_value,switch_difference,consensus_numeric,consensus_level,direction,trial_type
58713c5e58ca4c00018ce3ea,415,11,TRUE,1,100,1,0,2:2,Against group,Switch
66a41543adadffb17baf40b8,418,11,TRUE,1,100,1,2,4:0,With group,Switch
677c2fc7d34ead450c40271e,420,11,TRUE,1,100,1,0,2:2,Against group,Switch
62ac71cec3309a48781684eb,427,11,TRUE,0,100,0,0,2:2,Against group,Stay
676582ce8948af9588e17a04,428,11,TRUE,1,100,1,2,4:0,With group,Switch
67713deebb236b91f2cd106a,429,11,TRUE,0,100,0,2,4:0,With group,Stay
6658b1bc9b9cd1a0f1a2538b,430,11,TRUE,0,100,0,0,2:2,Against group,Stay
677ef0198fc5d8193c009e35,431,11,TRUE,1,100,1,2,4:0,With group,Switch
6725c4a8e3ab0787551acf38,432,11,TRUE,1,0,1,2,4:0,With group,Switch
67390dd94909abc2cafc84da,434,11,TRUE,0,100,0,2,4:0,With group,Stay
600606925db9c892b3939202,445,11,TRUE,0,100,0,1,3:1,With group,Stay
59b5a275c05bb50001eb3c4b,448,11,TRUE,1,100,1,1,3:1,With group,Switch
6776db5ec2686c027926581e,449,11,TRUE,0,100,0,1,3:1,With group,Stay
5adb3e135f327e0001fb329c,456,11,TRUE,1,0,1,1,3:1,With group,Switch
5acd63a20527ba0001c28078,457,11,TRUE,0,0,0,2,4:0,Against group,Stay
60b3d51e5faeb57cea9ecda6,461,11,TRUE,0,100,0,1,3:1,With group,Stay
581f6c63930a280001062e8c,464,11,TRUE,0,100,0,1,3:1,With group,Stay
66bfd3867e3dd5e2c19650b9,1,12,TRUE,1,100,1,2,4:0,Against group,Switch
647849063b9fd9be24803727,3,12,TRUE,0,100,0,2,4:0,With group,Stay
673f6ffebce20832346325de,5,12,TRUE,0,0,0,1,3:1,With group,Stay
62f3b543dce069211e8e982c,11,12,TRUE,0,0,0,1,3:1,With group,Stay
63c80a427dfa1305502df5a8,13,12,TRUE,1,100,1,2,4:0,With group,Switch
6765877a0722b290bb4ab344,14,12,TRUE,0,100,0,2,4:0,With group,Stay
6534cceb3847273f3c9b8239,15,12,TRUE,0,0,0,1,3:1,With group,Stay
604541676af7216614098dde,16,12,TRUE,0,100,0,2,4:0,With group,Stay
6658b14f04e819e67ebcf3ff,21,12,TRUE,0,100,0,2,4:0,With group,Stay
5c2d0d21e263990001799ef3,24,12,TRUE,1,100,1,2,4:0,With group,Switch
62fb8ef806ee6962abefc45e,27,12,TRUE,0,100,0,2,4:0,With group,Stay
60e4949dd5c2941c69e48621,32,12,TRUE,0,100,0,2,4:0,With group,Stay
631624eda5f1f762834e370d,34,12,TRUE,0,100,0,2,4:0,With group,Stay
660453c9877e571d12b555f7,43,12,TRUE,0,100,0,2,4:0,With group,Stay
60154af277ec314fd8fe1449,48,12,TRUE,0,100,0,2,4:0,With group,Stay
6744d143eddffd17d345b192,50,12,TRUE,0,100,0,2,4:0,With group,Stay
664212577c09653c94741aab,51,12,TRUE,0,100,0,2,4:0,With group,Stay
6266b0409582f553a3e10d9a,53,12,TRUE,0,100,0,2,4:0,With group,Stay
5eadaff848b26f4483ae62d9,56,12,TRUE,0,100,0,2,4:0,With group,Stay
67607c67fcf3f8b4093a8356,57,12,TRUE,1,100,1,2,4:0,With group,Switch
6760765e6a687b2878284f5e,58,12,TRUE,0,100,0,2,4:0,With group,Stay
5bb7abf3c190e20001e5c2c8,59,12,TRUE,1,0,1,2,4:0,With group,Switch
666a1e606b80f9865c1f3d5f,60,12,TRUE,0,100,0,2,4:0,With group,Stay
6753746b1f8827e2bd586bf0,61,12,TRUE,0,100,0,2,4:0,With group,Stay
672a94165edd330fd1919b86,62,12,TRUE,1,0,1,2,4:0,With group,Switch
5c921106b788a2000170709f,63,12,TRUE,0,100,0,2,4:0,With group,Stay
5f450738ab827a05e739ef40,64,12,TRUE,1,0,1,2,4:0,With group,Switch
66fd3f6c93c24ecc119be354,68,12,TRUE,0,100,0,1,3:1,With group,Stay
63614851eba9f853fc9ffb45,70,12,TRUE,0,100,0,1,3:1,With group,Stay
5f0db498f5e4e102c0f65b67,73,12,TRUE,1,100,1,1,3:1,With group,Switch
6658b4ff0f6362e1f068dd84,75,12,TRUE,0,100,0,2,4:0,With group,Stay
5bb0df0871e1b2000176bfc2,77,12,TRUE,0,100,0,2,4:0,With group,Stay
5e3ddcf95556b204cb143eab,78,12,TRUE,0,100,0,1,3:1,With group,Stay
5d41925ef7b99500012b960e,79,12,TRUE,0,100,0,1,3:1,With group,Stay
5b5f23420085cb0001872849,80,12,TRUE,0,100,0,1,3:1,With group,Stay
67894339aa346efa2532bf8d,86,12,TRUE,1,100,1,2,4:0,With group,Switch
656de94bf069f0a1446f47c5,88,12,TRUE,1,0,1,2,4:0,With group,Switch
5d7a1fce27fb8a000196993e,99,12,TRUE,0,100,0,1,3:1,With group,Stay
5a7226d9f660ae0001a9a547,101,12,TRUE,0,100,0,1,3:1,With group,Stay
672f246d1d67d71960402ef8,102,12,TRUE,0,100,0,1,3:1,With group,Stay
5d66f49c531d6e0001e99e8a,103,12,TRUE,1,0,1,2,4:0,Against group,Switch
5fed47cfcb429d79af4f8ded,104,12,TRUE,0,100,0,2,4:0,With group,Stay
614e4f5af7eba1c013541155,106,12,TRUE,0,0,0,2,4:0,With group,Stay
670128e69d2576c4828a706e,108,12,TRUE,0,100,0,2,4:0,With group,Stay
66bbafb05de7e549455aa4ff,110,12,TRUE,0,100,0,1,3:1,With group,Stay
667a9bdad0e1a943ee3d04bb,112,12,TRUE,0,100,0,2,4:0,With group,Stay
5eca536f9aa4f658d641a7d9,122,12,TRUE,0,100,0,1,3:1,With group,Stay
59f873de07e3780001ccd6e4,124,12,TRUE,0,100,0,2,4:0,With group,Stay
57b248d52075e2000113ba3d,125,12,TRUE,0,0,0,1,3:1,With group,Stay
596e1edd39e9d00001b7bb98,126,12,TRUE,1,100,1,1,3:1,With group,Switch
5b0b369230d5620001553596,127,12,TRUE,0,100,0,1,3:1,With group,Stay
6658da867c86929c183cec40,129,12,TRUE,0,100,0,2,4:0,With group,Stay
5af32f9d003f6c0001f2905b,131,12,TRUE,0,0,0,2,4:0,Against group,Stay
5bf7be3abd1fd30001aa5498,152,12,TRUE,0,100,0,0,2:2,Against group,Stay
629b3b3c89d490460eacbfbc,153,12,TRUE,0,100,0,0,2:2,Against group,Stay
59772a6c5cde890001dc01a0,158,12,TRUE,1,0,1,1,3:1,Against group,Switch
67772cab4247719f8cb639b2,159,12,TRUE,1,100,1,1,3:1,With group,Switch
6659fbe836e30024b47db6cd,164,12,TRUE,1,0,1,1,3:1,Against group,Switch
5d80167240f91c001acbb0a2,165,12,TRUE,0,0,0,1,3:1,With group,Stay
5a840fcfb093f80001a7cf78,166,12,TRUE,0,100,0,0,2:2,Against group,Stay
5f674b595c87a8334c381ae7,167,12,TRUE,0,100,0,1,3:1,With group,Stay
65cd5b72f200e9541dc051f7,168,12,TRUE,0,100,0,2,4:0,Against group,Stay
58404fd8ad98e40001ce915f,169,12,TRUE,0,100,0,1,3:1,With group,Stay
671ec2ffd89afa2ce6dea859,170,12,TRUE,0,100,0,0,2:2,Against group,Stay
5ea01c7e792cdc00099748d6,171,12,TRUE,0,0,0,1,3:1,With group,Stay
5d3983cb8580230018bbf15f,172,12,TRUE,0,100,0,1,3:1,With group,Stay
60b3daed9cafd5926a44f4d6,173,12,TRUE,1,100,1,1,3:1,With group,Switch
60aa79fa99f7d53701b02256,175,12,TRUE,1,100,1,1,3:1,With group,Switch
5f78863ec51814422de56470,176,12,TRUE,0,100,0,2,4:0,Against group,Stay
5f32e77f34cb5e09af85ff3e,177,12,TRUE,0,0,0,1,3:1,Against group,Stay
53a18b8ffdf99b79ca51df6e,188,12,TRUE,0,100,0,2,4:0,With group,Stay
614ee866eb22f6b60f499a91,198,12,TRUE,0,100,0,0,2:2,Against group,Stay
6765ad2b94f8f4ac95f58d3f,200,12,TRUE,0,100,0,1,3:1,Against group,Stay
66b8e2fd7ed9ec6e6bb94a9d,204,12,TRUE,0,0,0,1,3:1,Against group,Stay
5aea25acd9f2be0001933493,206,12,TRUE,0,100,0,0,2:2,Against group,Stay
62b57d34b7bdc2d0835fab76,207,12,TRUE,1,0,1,1,3:1,Against group,Switch
5ead8f2848b26f423b971747,208,12,TRUE,0,100,0,0,2:2,Against group,Stay
5a5a6ed7f6c517000195029e,212,12,TRUE,1,0,1,1,3:1,Against group,Switch
6692fcc54896e26c1dad62bb,214,12,TRUE,0,100,0,0,2:2,Against group,Stay
671536a4dee5f7f5774fc909,220,12,TRUE,0,0,0,2,4:0,With group,Stay
5fbf94f2891c55203896f7dc,222,12,TRUE,1,0,1,1,3:1,Against group,Switch
56f597c5736c79000b228052,223,12,TRUE,0,100,0,0,2:2,Against group,Stay
5efb49177e130c0785b93842,225,12,TRUE,0,100,0,2,4:0,With group,Stay
5eeb6965645c11097b4bae82,229,12,TRUE,0,100,0,1,3:1,With group,Stay
5d2b11ac3a260c001af2d338,230,12,TRUE,0,0,0,2,4:0,Against group,Stay
67693b69371357770f713607,231,12,TRUE,1,0,1,0,2:2,Against group,Switch
602a2911a73ba046955f6c58,232,12,TRUE,0,100,0,2,4:0,With group,Stay
5f24a57c030da70af5ffd2bf,233,12,TRUE,0,100,0,1,3:1,With group,Stay
5cfbf333ac28dd00196e807b,234,12,TRUE,0,100,0,0,2:2,Against group,Stay
60b235f65a20aec2984f4b80,235,12,TRUE,1,100,1,1,3:1,Against group,Switch
67605e6a382a3f0292c2c6c5,236,12,TRUE,0,100,0,0,2:2,Against group,Stay
67606cca6591f7023be55e8e,237,12,TRUE,0,100,0,2,4:0,With group,Stay
6658b578aab263fcab6c8edb,238,12,TRUE,1,0,1,0,2:2,Against group,Switch
644150ada063f0646fa94580,240,12,TRUE,1,0,1,2,4:0,With group,Switch
5e8a62bdf3599409e0b61b1a,241,12,TRUE,1,0,1,1,3:1,Against group,Switch
6054c99c850918fc1ee83760,242,12,TRUE,1,0,1,1,3:1,Against group,Switch
5bbc3d95f1f9ba000141d855,246,12,TRUE,0,100,0,0,2:2,Against group,Stay
5df03fabc1ef790aa5595f8f,291,12,TRUE,0,100,0,2,4:0,With group,Stay
5dbb0562b1df1b110ead5bba,292,12,TRUE,0,100,0,2,4:0,With group,Stay
586400dfec49b5000158fbea,297,12,TRUE,0,100,0,2,4:0,With group,Stay
5983095e9bf4fe0001071115,305,12,TRUE,0,100,0,2,4:0,With group,Stay
5cdd4befd3651c001950e539,306,12,TRUE,0,100,0,2,4:0,With group,Stay
65e3434e8d58b05bcee42c3d,307,12,TRUE,0,0,0,2,4:0,With group,Stay
66d31a1b0515fe747830bab9,317,12,TRUE,1,100,1,2,4:0,With group,Switch
645e967fad9bc8bdc1a16ac0,326,12,TRUE,0,100,0,1,3:1,Against group,Stay
62b344e3e39755aabc5bed02,329,12,TRUE,0,100,0,1,3:1,Against group,Stay
5a9c41f2dbdb470001eeef9c,331,12,TRUE,1,100,1,0,2:2,Against group,Switch
67878e264046b71df4ad64af,334,12,TRUE,0,0,0,0,2:2,Against group,Stay
59ccd702faf42e00012b68f5,341,12,TRUE,1,0,1,0,2:2,Against group,Switch
5e7e1679f8a96f4be83e51e4,353,12,TRUE,1,0,1,1,3:1,With group,Switch
66742c4307bb2004831faaef,359,12,TRUE,0,100,0,1,3:1,With group,Stay
5f2fcda9700ba6032442db9c,377,12,TRUE,0,0,0,1,3:1,With group,Stay
5c7c38999f29bd0001349ca9,379,12,TRUE,1,100,1,1,3:1,With group,Switch
663791040de5898120ca93cd,380,12,TRUE,1,100,1,1,3:1,With group,Switch
59479251f236120001ecf9a2,381,12,TRUE,0,100,0,1,3:1,With group,Stay
60b3950b9a1de417d37bb8d2,382,12,TRUE,0,100,0,1,3:1,With group,Stay
666f1aec64844fbd48cd89b8,383,12,TRUE,0,100,0,1,3:1,With group,Stay
5e11bda11e2e5885070a0b22,384,12,TRUE,0,100,0,1,3:1,With group,Stay
677833b592e5cc616ab5f35f,386,12,TRUE,0,100,0,2,4:0,Against group,Stay
66e0184c55c6299d2c7c0101,387,12,TRUE,0,0,0,2,4:0,Against group,Stay
6773d48f1875062d8ac2c68d,391,12,TRUE,0,0,0,2,4:0,Against group,Stay
59dccd61e75b450001a689b7,392,12,TRUE,0,100,0,1,3:1,With group,Stay
5932e2c8b97ad00001745487,393,12,TRUE,0,100,0,1,3:1,With group,Stay
6675bf37807f61e58f53c9d2,394,12,TRUE,1,0,1,1,3:1,With group,Switch
6146f8473af59b2f858aa2f2,395,12,TRUE,0,100,0,1,3:1,With group,Stay
65b0221481be9840cf46c89f,396,12,TRUE,0,100,0,1,3:1,With group,Stay
66636514bc4749ad83a2adc8,397,12,TRUE,1,0,1,2,4:0,Against group,Switch
5dee265613911c4bb3c0ac7e,398,12,TRUE,0,100,0,1,3:1,With group,Stay
63174af7d57182f9bf90c094,402,12,TRUE,0,0,0,2,4:0,Against group,Stay
6730f2e20f5915ff4ad2c07d,404,12,TRUE,1,100,1,1,3:1,With group,Switch
6266a4e5846e1e41812a0432,406,12,TRUE,0,100,0,0,2:2,Against group,Stay
60886f033e4f5c214da0c898,409,12,TRUE,1,0,1,1,3:1,With group,Switch
665971fc694c72b87647f8c9,412,12,TRUE,0,0,0,0,2:2,Against group,Stay
63d3f953f8fb0fe970f0d0c6,413,12,TRUE,0,100,0,1,3:1,With group,Stay
6015966a246e51095f2235e7,414,12,TRUE,0,100,0,1,3:1,With group,Stay
58713c5e58ca4c00018ce3ea,415,12,TRUE,0,100,0,1,3:1,With group,Stay
671ce69ff883fe3c3ae81cdf,417,12,TRUE,0,0,0,1,3:1,Against group,Stay
66a41543adadffb17baf40b8,418,12,TRUE,0,100,0,1,3:1,With group,Stay
5ee637a18976fc391312fe01,419,12,TRUE,0,100,0,1,3:1,With group,Stay
677c2fc7d34ead450c40271e,420,12,TRUE,1,0,1,1,3:1,With group,Switch
66d890366a2497885067a8f8,425,12,TRUE,0,0,0,0,2:2,Against group,Stay
62ac71cec3309a48781684eb,427,12,TRUE,0,100,0,1,3:1,Against group,Stay
676582ce8948af9588e17a04,428,12,TRUE,1,0,1,1,3:1,With group,Switch
67713deebb236b91f2cd106a,429,12,TRUE,0,100,0,2,4:0,Against group,Stay
6658b1bc9b9cd1a0f1a2538b,430,12,TRUE,0,100,0,0,2:2,Against group,Stay
677ef0198fc5d8193c009e35,431,12,TRUE,0,100,0,1,3:1,With group,Stay
6725c4a8e3ab0787551acf38,432,12,TRUE,1,0,1,1,3:1,With group,Switch
67390dd94909abc2cafc84da,434,12,TRUE,1,0,1,1,3:1,With group,Switch
5b8bf5dd7b334200011da4aa,442,12,TRUE,0,100,0,0,2:2,Against group,Stay
5797564b70c76a0001245734,443,12,TRUE,0,100,0,2,4:0,With group,Stay
5ea00a8a39c0f00008064b2b,444,12,TRUE,1,100,1,2,4:0,With group,Switch
600606925db9c892b3939202,445,12,TRUE,0,100,0,1,3:1,With group,Stay
676998e4f6daae6e1a643595,447,12,TRUE,0,100,0,2,4:0,With group,Stay
59b5a275c05bb50001eb3c4b,448,12,TRUE,0,100,0,0,2:2,Against group,Stay
6776db5ec2686c027926581e,449,12,TRUE,0,100,0,1,3:1,With group,Stay
66cf346c8d197fa5b7fe6207,451,12,TRUE,1,0,1,1,3:1,Against group,Switch
648495d7f7f8e6efc7759484,453,12,TRUE,1,0,1,1,3:1,Against group,Switch
62a1d88a5d0482a69726950c,454,12,TRUE,0,100,0,0,2:2,Against group,Stay
5acd63a20527ba0001c28078,457,12,TRUE,0,0,0,2,4:0,Against group,Stay
60b3d51e5faeb57cea9ecda6,461,12,TRUE,0,100,0,1,3:1,With group,Stay
667987ee48ef12debe279619,463,12,TRUE,0,100,0,2,4:0,With group,Stay
581f6c63930a280001062e8c,464,12,TRUE,1,0,1,1,3:1,Against group,Switch
622a35c96d9060c175184c93,466,12,TRUE,1,0,1,0,2:2,Against group,Switch
66502c8dc29366cf9a8b372f,468,12,TRUE,1,100,1,2,4:0,With group,Switch
647849063b9fd9be24803727,3,13,TRUE,0,100,0,0,2:2,Against group,Stay
665d5a08c8e61c18498d08c9,6,13,TRUE,0,0,0,1,3:1,With group,Stay
6426cfe964863ee2ff26642f,7,13,TRUE,0,100,0,1,3:1,With group,Stay
5fbccd88199e4319f7a988d2,10,13,TRUE,1,0,1,1,3:1,With group,Switch
6173c5b0aa4bc2370fd2c1f2,12,13,TRUE,1,100,1,2,4:0,Against group,Switch
63c80a427dfa1305502df5a8,13,13,TRUE,1,0,1,1,3:1,Against group,Switch
6765877a0722b290bb4ab344,14,13,TRUE,0,100,0,0,2:2,Against group,Stay
604541676af7216614098dde,16,13,TRUE,0,100,0,0,2:2,Against group,Stay
5c4f5967aac8be0001716a65,17,13,TRUE,1,0,1,1,3:1,With group,Switch
6658b14f04e819e67ebcf3ff,21,13,TRUE,1,0,1,2,4:0,Against group,Switch
5c2d0d21e263990001799ef3,24,13,TRUE,0,100,0,1,3:1,With group,Stay
62fb8ef806ee6962abefc45e,27,13,TRUE,0,100,0,1,3:1,With group,Stay
60e4949dd5c2941c69e48621,32,13,TRUE,0,100,0,1,3:1,With group,Stay
631624eda5f1f762834e370d,34,13,TRUE,1,0,1,1,3:1,With group,Switch
660453c9877e571d12b555f7,43,13,TRUE,0,100,0,1,3:1,Against group,Stay
664212577c09653c94741aab,51,13,TRUE,0,100,0,2,4:0,With group,Stay
6266b0409582f553a3e10d9a,53,13,TRUE,1,0,1,0,2:2,Against group,Switch
67607c67fcf3f8b4093a8356,57,13,TRUE,0,100,0,2,4:0,With group,Stay
6760765e6a687b2878284f5e,58,13,TRUE,0,100,0,0,2:2,Against group,Stay
5bb7abf3c190e20001e5c2c8,59,13,TRUE,1,0,1,2,4:0,With group,Switch
666a1e606b80f9865c1f3d5f,60,13,TRUE,0,100,0,1,3:1,Against group,Stay
6753746b1f8827e2bd586bf0,61,13,TRUE,0,100,0,2,4:0,With group,Stay
5c921106b788a2000170709f,63,13,TRUE,0,100,0,2,4:0,With group,Stay
5f450738ab827a05e739ef40,64,13,TRUE,1,0,1,0,2:2,Against group,Switch
66fd3f6c93c24ecc119be354,68,13,TRUE,1,0,1,1,3:1,With group,Switch
63614851eba9f853fc9ffb45,70,13,TRUE,0,100,0,2,4:0,With group,Stay
5f0db498f5e4e102c0f65b67,73,13,TRUE,0,100,0,2,4:0,Against group,Stay
6658b4ff0f6362e1f068dd84,75,13,TRUE,0,100,0,1,3:1,With group,Stay
5bb0df0871e1b2000176bfc2,77,13,TRUE,0,100,0,1,3:1,With group,Stay
5e3ddcf95556b204cb143eab,78,13,TRUE,0,100,0,1,3:1,With group,Stay
5d41925ef7b99500012b960e,79,13,TRUE,0,100,0,1,3:1,With group,Stay
5b5f23420085cb0001872849,80,13,TRUE,0,100,0,2,4:0,With group,Stay
67894339aa346efa2532bf8d,86,13,TRUE,0,100,0,1,3:1,With group,Stay
656de94bf069f0a1446f47c5,88,13,TRUE,0,100,0,1,3:1,With group,Stay
5d7a1fce27fb8a000196993e,99,13,TRUE,1,0,1,2,4:0,With group,Switch
5a7226d9f660ae0001a9a547,101,13,TRUE,0,100,0,2,4:0,With group,Stay
672f246d1d67d71960402ef8,102,13,TRUE,0,100,0,2,4:0,With group,Stay
5d66f49c531d6e0001e99e8a,103,13,TRUE,1,100,1,2,4:0,With group,Switch
6729f7987218cfa68089875a,109,13,TRUE,1,100,1,2,4:0,Against group,Switch
675330fb23080b9ae3ec8239,111,13,TRUE,0,100,0,1,3:1,With group,Stay
5eca536f9aa4f658d641a7d9,122,13,TRUE,1,0,1,1,3:1,Against group,Switch
57b248d52075e2000113ba3d,125,13,TRUE,0,100,0,0,2:2,Against group,Stay
596e1edd39e9d00001b7bb98,126,13,TRUE,0,100,0,0,2:2,Against group,Stay
5b0b369230d5620001553596,127,13,TRUE,1,0,1,0,2:2,Against group,Switch
5af32f9d003f6c0001f2905b,131,13,TRUE,0,0,0,1,3:1,Against group,Stay
679a0366c8793f4845badfd6,134,13,TRUE,1,0,1,2,4:0,With group,Switch
6658b198f863db3c5d605d13,136,13,TRUE,1,0,1,2,4:0,With group,Switch
5ad0ba03fb109b0001a3148e,137,13,TRUE,1,0,1,2,4:0,With group,Switch
5bf7be3abd1fd30001aa5498,152,13,TRUE,1,0,1,0,2:2,Against group,Switch
629b3b3c89d490460eacbfbc,153,13,TRUE,0,100,0,0,2:2,Against group,Stay
6773d73519c6135fee11ae3d,154,13,TRUE,0,0,0,1,3:1,Against group,Stay
670ffdb6896bad5ab5d6f894,155,13,TRUE,1,100,1,1,3:1,Against group,Switch
60ac1213194b969a2accb5c4,156,13,TRUE,1,0,1,1,3:1,Against group,Switch
66854ca22a0b1e7e87b469a4,157,13,TRUE,0,100,0,0,2:2,Against group,Stay
67772cab4247719f8cb639b2,159,13,TRUE,1,0,1,1,3:1,With group,Switch
5623d483ed6e5a0005c803de,163,13,TRUE,0,0,0,0,2:2,Against group,Stay
6659fbe836e30024b47db6cd,164,13,TRUE,1,100,1,0,2:2,Against group,Switch
5d80167240f91c001acbb0a2,165,13,TRUE,0,100,0,0,2:2,Against group,Stay
5f674b595c87a8334c381ae7,167,13,TRUE,0,100,0,1,3:1,Against group,Stay
65cd5b72f200e9541dc051f7,168,13,TRUE,1,100,1,0,2:2,Against group,Switch
58404fd8ad98e40001ce915f,169,13,TRUE,1,0,1,1,3:1,With group,Switch
5ea01c7e792cdc00099748d6,171,13,TRUE,0,100,0,1,3:1,With group,Stay
5d3983cb8580230018bbf15f,172,13,TRUE,1,0,1,1,3:1,With group,Switch
60b3daed9cafd5926a44f4d6,173,13,TRUE,1,0,1,0,2:2,Against group,Switch
60aa79fa99f7d53701b02256,175,13,TRUE,0,100,0,1,3:1,Against group,Stay
5f78863ec51814422de56470,176,13,TRUE,0,0,0,2,4:0,Against group,Stay
5f32e77f34cb5e09af85ff3e,177,13,TRUE,0,0,0,1,3:1,Against group,Stay
53a18b8ffdf99b79ca51df6e,188,13,TRUE,1,0,1,1,3:1,Against group,Switch
5ef6354b6d77930e716a2a1d,189,13,TRUE,1,0,1,1,3:1,With group,Switch
65df337b8dc407fe8c4369c1,190,13,TRUE,0,100,0,2,4:0,Against group,Stay
5b72e785fb359c0001d8f1c2,192,13,TRUE,0,100,0,1,3:1,With group,Stay
6765ad2b94f8f4ac95f58d3f,200,13,TRUE,0,0,0,2,4:0,Against group,Stay
568aebfc39a70e000b57acf9,203,13,TRUE,1,0,1,1,3:1,With group,Switch
66b8e2fd7ed9ec6e6bb94a9d,204,13,TRUE,1,100,1,1,3:1,Against group,Switch
5aea25acd9f2be0001933493,206,13,TRUE,0,100,0,1,3:1,With group,Stay
62b57d34b7bdc2d0835fab76,207,13,TRUE,1,100,1,1,3:1,Against group,Switch
5ead8f2848b26f423b971747,208,13,TRUE,1,0,1,0,2:2,Against group,Switch
5a5a6ed7f6c517000195029e,212,13,TRUE,1,100,1,1,3:1,With group,Switch
6692fcc54896e26c1dad62bb,214,13,TRUE,1,0,1,0,2:2,Against group,Switch
671536a4dee5f7f5774fc909,220,13,TRUE,1,0,1,1,3:1,Against group,Switch
5fbf94f2891c55203896f7dc,222,13,TRUE,1,100,1,2,4:0,Against group,Switch
56f597c5736c79000b228052,223,13,TRUE,0,100,0,2,4:0,With group,Stay
5efb49177e130c0785b93842,225,13,TRUE,1,0,1,0,2:2,Against group,Switch
5eeb6965645c11097b4bae82,229,13,TRUE,1,0,1,2,4:0,With group,Switch
5d2b11ac3a260c001af2d338,230,13,TRUE,0,0,0,2,4:0,With group,Stay
67693b69371357770f713607,231,13,TRUE,1,0,1,2,4:0,With group,Switch
602a2911a73ba046955f6c58,232,13,TRUE,1,0,1,0,2:2,Against group,Switch
5f24a57c030da70af5ffd2bf,233,13,TRUE,0,100,0,2,4:0,With group,Stay
5cfbf333ac28dd00196e807b,234,13,TRUE,1,0,1,1,3:1,With group,Switch
60b235f65a20aec2984f4b80,235,13,TRUE,1,100,1,1,3:1,With group,Switch
67605e6a382a3f0292c2c6c5,236,13,TRUE,0,100,0,2,4:0,With group,Stay
67606cca6591f7023be55e8e,237,13,TRUE,0,100,0,1,3:1,Against group,Stay
6658b578aab263fcab6c8edb,238,13,TRUE,1,0,1,1,3:1,With group,Switch
644150ada063f0646fa94580,240,13,TRUE,1,0,1,0,2:2,Against group,Switch
5e8a62bdf3599409e0b61b1a,241,13,TRUE,1,100,1,2,4:0,With group,Switch
6054c99c850918fc1ee83760,242,13,TRUE,1,100,1,2,4:0,With group,Switch
5bbc3d95f1f9ba000141d855,246,13,TRUE,1,0,1,1,3:1,With group,Switch
607081b0ecb2499634a349dd,257,13,TRUE,1,0,1,0,2:2,Against group,Switch
5ced66139b5b490001b688ed,265,13,TRUE,0,100,0,1,3:1,Against group,Stay
5774ed97d8e8880001b2ff6c,269,13,TRUE,0,0,0,1,3:1,Against group,Stay
6659fb60e288516b96e02bd8,283,13,TRUE,1,0,1,0,2:2,Against group,Switch
5df03fabc1ef790aa5595f8f,291,13,TRUE,0,100,0,1,3:1,Against group,Stay
595fa59caa841c00018d7225,293,13,TRUE,0,100,0,2,4:0,With group,Stay
664a0d8b5ef52adae600c9fa,299,13,TRUE,0,100,0,2,4:0,With group,Stay
5f0255082e1a9e3f9039b435,302,13,TRUE,1,0,1,2,4:0,With group,Switch
5cdd4befd3651c001950e539,306,13,TRUE,1,0,1,1,3:1,Against group,Switch
65e3434e8d58b05bcee42c3d,307,13,TRUE,0,100,0,0,2:2,Against group,Stay
5d532f8c8d4ab1001d1befe0,312,13,TRUE,0,100,0,2,4:0,With group,Stay
66d31a1b0515fe747830bab9,317,13,TRUE,1,0,1,0,2:2,Against group,Switch
645e967fad9bc8bdc1a16ac0,326,13,TRUE,0,100,0,1,3:1,Against group,Stay
62b344e3e39755aabc5bed02,329,13,TRUE,1,0,1,0,2:2,Against group,Switch
5a9c41f2dbdb470001eeef9c,331,13,TRUE,1,100,1,0,2:2,Against group,Switch
67878e264046b71df4ad64af,334,13,TRUE,1,100,1,1,3:1,Against group,Switch
6425ffdf7fd742839b924ac5,339,13,TRUE,1,0,1,1,3:1,Against group,Switch
59ccd702faf42e00012b68f5,341,13,TRUE,0,0,0,0,2:2,Against group,Stay
67419a995c7dd3559c354d09,344,13,TRUE,0,100,0,0,2:2,Against group,Stay
65845f67f9ed8c08c8e58949,345,13,TRUE,1,0,1,1,3:1,Against group,Switch
559bbbdafdf99b7ce19d5b3d,347,13,TRUE,1,0,1,0,2:2,Against group,Switch
5e7e1679f8a96f4be83e51e4,353,13,TRUE,1,100,1,1,3:1,With group,Switch
66742c4307bb2004831faaef,359,13,TRUE,0,0,0,1,3:1,With group,Stay
66fc6008cda3d277a8978dbf,361,13,TRUE,0,0,0,1,3:1,With group,Stay
5f2fcda9700ba6032442db9c,377,13,TRUE,1,0,1,1,3:1,Against group,Switch
5c7c38999f29bd0001349ca9,379,13,TRUE,0,100,0,0,2:2,Against group,Stay
663791040de5898120ca93cd,380,13,TRUE,1,0,1,2,4:0,With group,Switch
59479251f236120001ecf9a2,381,13,TRUE,1,0,1,1,3:1,With group,Switch
60b3950b9a1de417d37bb8d2,382,13,TRUE,0,100,0,0,2:2,Against group,Stay
666f1aec64844fbd48cd89b8,383,13,TRUE,0,100,0,0,2:2,Against group,Stay
5e11bda11e2e5885070a0b22,384,13,TRUE,0,100,0,1,3:1,Against group,Stay
677833b592e5cc616ab5f35f,386,13,TRUE,0,0,0,0,2:2,Against group,Stay
66e0184c55c6299d2c7c0101,387,13,TRUE,0,0,0,2,4:0,Against group,Stay
65031d5ca9f619d9e0412f0a,390,13,TRUE,0,100,0,2,4:0,With group,Stay
