participant.label,participant.id_in_session,participant.code,player.id_in_group,player.choice1,player.choice2,player.computer_choice1,player.computer_choice2,player.bet1,player.bet2,player.left_image,player.right_image,player.trial_reward,player.chosen_image_one,player.chosen_image_one_binary,player.chosen_image_two,player.chosen_image_two_binary,player.choice1_with,player.choice1_against,player.choice2_with,player.choice2_against,player.chosen_image_computer,player.chosen_image_computer_two,player.choice1_accuracy,player.choice2_accuracy,player.choice1_accuracy_sum,player.choice2_accuracy_sum,player.switch_vs_stay,player.choice1_reward_binary,player.choice2_reward_binary,player.choice1_reward_binary_sum,player.choice2_reward_binary_sum,player.my_page_load_time,player.initial_choice_time,player.initial_bet_time,player.second_choice_time,player.second_bet_time,player.choice1_earnings,player.choice2_earnings,player.choice1_sum_earnings,player.choice2_sum_earnings,player.bonus_payment_score,player.bonus_payoff,player.total_payoff,player.loss_or_gain,player.computer_choice_one,player.computer_bet_one,player.computer_choice_two,player.computer_bet_two,player.player1_choice_one,player.player2_choice_one,player.player3_choice_one,player.player4_choice_one,player.player1_choice_two,player.player2_choice_two,player.player3_choice_two,player.player4_choice_two,player.player1_choice1_accuracy,player.player2_choice1_accuracy,player.player3_choice1_accuracy,player.player4_choice1_accuracy,player.player1_choice2_accuracy,player.player2_choice2_accuracy,player.player3_choice2_accuracy,player.player4_choice2_accuracy,player.player1_loss_or_gain,player.player2_loss_or_gain,player.player3_loss_or_gain,player.player4_loss_or_gain,player.player1_choice1_computer,player.player2_choice1_computer,player.player3_choice1_computer,player.player4_choice1_computer,player.player1_choice2_computer,player.player2_choice2_computer,player.player3_choice2_computer,player.player4_choice2_computer,player.cumulative_computer_choice_count,group.id_in_subsession,group.trial_number,group.my_page_load_time,group.round_reward_A,group.round_reward_B,group.reward_probability_A,group.reward_probability_B,group.high_percent_image,group.low_percent_image,group.reversal_happened,subsession.round_number,session.code,age,education,gender,lsas_p,lsas_s,dass_a,dass_d,dass_s,ssms_cd,ssms_ia,srp_sf_ipm,srp_sf_ca,srp_sf_els,srp_sf_ct,ami_es,ami_sm,ami_ba,ssms,dass,lsas,srp_sf,ami,aq_10,player.main_task_bonus,player.task_understanding,player.task_difficulty,player.engagement,player.influence,player.real_players,player.attention_focus,player.main_task_group_id
614ee866eb22f6b60f499a91,198,ulvjek94,5,NA,NA,left,left,2,3,option1B.bmp,option1A.bmp,-1,option1B.bmp,2,option1B.bmp,2,0.25,0.75,0.25,0.75,option1B_tr.bmp,option1B_tr.bmp,0,0,0,0,0,0,0,1,1,0.75,3,3,3,3,-40,-60,-20,-20,-20,0,0,-1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0,1,1,1,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,4,4,1,0.98,1,0,0.75,0.25,option1A.bmp,option1B.bmp,0,1,6ck5vmcc,60,7,1,8,6,0,0,2,1,1,12,15,13,8,7,17,5,2,2,14,49,29,2,0,34,88,97,70,100,100,4
67a61fee0bd46caa06817695,201,5mcvoq81,3,right,right,NA,NA,3,3,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,0.75,0.25,0.75,0.25,NA,NA,1,1,2,2,0,1,1,2,2,1.62,0.96,0.43,0.42,0.3,60,60,100,100,100,0,0,1,0,0,0,0,1,1,1,2,1,1,1,2,1,1,1,0,1,1,1,0,1,1,1,-1,0,0,0,0,0,0,1,0,0,5,1,1.73,1,0,0.75,0.25,option1A.bmp,option1B.bmp,0,1,6ck5vmcc,32,7,2,68,53,16,14,18,11,3,7,10,7,7,2,16,17,14,48,121,32,35,7,0,83,10,100,90,100,60,5
644150ada063f0646fa94580,240,njy7yg3p,4,left,right,NA,NA,3,3,option1B.bmp,option1A.bmp,1,option1B.bmp,2,option1A.bmp,1,0.5,0.5,0.5,0.5,NA,NA,0,1,0,2,1,0,1,1,2,0.57,1.83,1.93,0.78,0.42,-60,60,0,120,120,0,0,1,0,0,0,0,1,1,2,2,1,1,2,2,1,1,0,0,1,1,0,0,1,1,-1,-1,0,0,1,0,0,0,0,0,0,4,1,0.83,1,0,0.75,0.25,option1A.bmp,option1B.bmp,0,1,6g31bqdn,25,0,2,20,20,0,0,0,1,4,10,10,11,8,5,17,12,5,0,40,40,34,3,1.4,100,0,100,25,100,100,4
642edde09e616b33709868d0,259,ryfpi8q6,4,right,left,NA,NA,3,3,option1A.bmp,option1B.bmp,1,option1B.bmp,2,option1A.bmp,1,0.25,0.75,0.5,0.5,NA,NA,0,1,0,1,1,0,1,1,2,0.57,1.02,0.46,0.53,1.17,-60,60,0,120,120,0,0,1,0,0,0,0,1,2,1,1,2,2,1,1,1,0,1,1,0,0,1,1,-1,-1,1,1,1,0,0,0,0,0,0,0,0,4,1,0.76,1,0,0.75,0.25,option1A.bmp,option1B.bmp,0,1,e78bi334,52,7,1,21,15,0,2,2,6,4,9,10,17,8,5,12,9,10,4,36,45,26,3,0,56,59,100,78,100,100,4
62e154b0682e270b4acdf5ee,275,nv08idgd,5,left,left,NA,NA,3,3,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,0.5,0.5,0.5,0.5,NA,NA,1,1,2,1,0,1,1,2,2,0.47,2.35,1.29,0.95,0.33,60,60,120,120,120,0,0,1,0,0,0,0,1,2,1,2,2,2,1,1,1,0,1,0,0,0,1,1,-1,-1,1,1,1,0,0,0,0,0,0,0,0,4,1,0.76,1,0,0.75,0.25,option1A.bmp,option1B.bmp,0,1,e78bi334,33,5,1,0,0,0,14,8,2,4,16,19,17,7,8,8,0,6,22,0,60,16,1,0,100,24,100,40,100,70,4
5bc690392885710001a0bb76,294,mylxx2lh,4,left,left,NA,NA,1,1,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,0.5,0.5,0.25,0.75,NA,NA,1,1,2,2,0,1,1,2,2,3.54,1.89,1.25,2.08,1.05,20,20,80,40,40,0,0,1,0,0,0,0,2,1,1,2,2,2,2,1,0,1,1,0,0,0,0,1,-1,-1,-1,1,1,1,0,1,0,0,0,0,0,6,1,3.54,1,0,0.75,0.25,option1A.bmp,option1B.bmp,0,1,3yhym2ig,60,4,2,33,24,2,14,18,4,5,12,10,12,7,2,17,6,9,34,57,42,25,2,0.93,92,74,98,86,100,96,6
673f091e544e7e0f26ef3e28,301,ua802rx5,1,left,left,NA,NA,2,2,option1B.bmp,option1A.bmp,-1,option1B.bmp,2,option1B.bmp,2,0.25,0.75,0.25,0.75,NA,NA,0,0,1,1,0,0,0,1,1,3.07,1.09,1.82,1.19,0.62,-40,-40,0,20,20,0,0,-1,0,0,0,0,1,1,2,1,1,2,1,1,1,1,0,1,1,0,1,1,1,-1,1,1,1,1,1,0,0,1,0,0,0,4,1,3.84,1,0,0.75,0.25,option1A.bmp,option1B.bmp,0,1,3yhym2ig,49,7,1,26,24,4,4,4,8,5,17,20,19,13,10,8,12,13,12,50,70,30,5,0,50,80,71,50,100,100,4
65e3434e8d58b05bcee42c3d,307,l36gnunk,1,NA,NA,left,right,3,1,option1A.bmp,option1B.bmp,-1,option1A.bmp,1,option1B.bmp,2,0.5,0.5,0.5,0.5,option1A_tr.bmp,option1B_tr.bmp,1,0,2,1,1,1,0,2,1,0.59,3,1.91,3,3,60,-20,120,40,40,0,0,-1,1,0,1,1,1,1,2,2,1,2,2,1,1,1,0,0,1,0,0,1,1,-1,-1,1,0,1,0,0,0,0,0,0,3,5,1,0.81,1,0,0.75,0.25,option1A.bmp,option1B.bmp,0,1,3yhym2ig,52,5,2,32,27,2,14,10,7,4,13,11,18,9,6,14,9,11,26,59,52,29,2,0,100,0,100,84,100,65,5
6777f8aafc72369e96bb6da6,309,6yku4y76,2,right,left,right,NA,2,2,option1B.bmp,option1A.bmp,-1,option1A.bmp,1,option1B.bmp,2,0.5,0.5,0.25,0.75,option1A_tr.bmp,NA,1,0,2,1,1,1,0,2,1,2.88,3,1.68,1.48,3.37,40,-40,80,0,0,0,0,-1,1,0,0,0,2,1,1,2,2,2,1,1,0,1,1,0,0,0,1,1,-1,-1,1,1,1,0,0,1,0,0,0,0,3,6,1,3.54,1,0,0.75,0.25,option1A.bmp,option1B.bmp,0,1,3yhym2ig,46,5,2,25,19,2,2,2,9,2,10,9,9,7,6,20,16,11,6,44,36,42,4,1.63,100,0,90,21,100,100,6
5c5cad3e4ee81200018eafe2,327,99mm50fm,4,left,left,NA,NA,2,2,option1B.bmp,option1A.bmp,-1,option1B.bmp,2,option1B.bmp,2,0.75,0.25,1,0,NA,NA,0,0,0,0,0,0,0,1,1,0.66,1.65,0.55,0.45,0.29,-40,-40,0,0,0,0,0,-1,0,0,0,0,2,1,2,2,2,2,2,2,0,1,0,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,4,1,1.11,1,0,0.75,0.25,option1A.bmp,option1B.bmp,0,1,8jlh2rsl,75,4,2,10,3,0,0,6,0,2,7,8,8,7,9,10,0,2,6,13,31,19,1,0.87,83,58,100,80,100,95,4
