participant.id_in_session,participant.code,participant.label,player.id_in_group,player.choice1,player.choice2,player.computer_choice1,player.computer_choice2,player.bet1,player.bet2,player.left_image,player.right_image,player.trial_reward,player.chosen_image_one,player.chosen_image_one_binary,player.chosen_image_two,player.chosen_image_two_binary,player.choice1_with,player.choice1_against,player.choice2_with,player.choice2_against,player.chosen_image_computer,player.chosen_image_computer_two,player.choice1_accuracy,player.choice2_accuracy,player.choice1_accuracy_sum,player.choice2_accuracy_sum,player.switch_vs_stay,player.choice1_reward_binary,player.choice2_reward_binary,player.choice1_reward_binary_sum,player.choice2_reward_binary_sum,player.my_page_load_time,player.initial_choice_time,player.initial_bet_time,player.second_choice_time,player.second_bet_time,player.choice1_earnings,player.choice2_earnings,player.choice1_sum_earnings,player.choice2_sum_earnings,player.bonus_payment_score,player.bonus_payoff,player.total_payoff,player.loss_or_gain,player.computer_choice_one,player.computer_bet_one,player.computer_choice_two,player.computer_bet_two,player.player1_choice_one,player.player2_choice_one,player.player3_choice_one,player.player4_choice_one,player.player1_choice_two,player.player2_choice_two,player.player3_choice_two,player.player4_choice_two,player.player1_choice1_accuracy,player.player2_choice1_accuracy,player.player3_choice1_accuracy,player.player4_choice1_accuracy,player.player1_choice2_accuracy,player.player2_choice2_accuracy,player.player3_choice2_accuracy,player.player4_choice2_accuracy,player.player1_loss_or_gain,player.player2_loss_or_gain,player.player3_loss_or_gain,player.player4_loss_or_gain,player.player1_choice1_computer,player.player2_choice1_computer,player.player3_choice1_computer,player.player4_choice1_computer,player.player1_choice2_computer,player.player2_choice2_computer,player.player3_choice2_computer,player.player4_choice2_computer,player.cumulative_computer_choice_count,group.id_in_subsession,group.trial_number,group.my_page_load_time,group.round_reward_A,group.round_reward_B,group.reward_probability_A,group.reward_probability_B,group.seventy_percent_image,group.thirty_percent_image,group.reversal_happened,subsession.round_number
1,quhloehu,671536a4dee5f7f5774fc909,1,right,right,NA,NA,3,1,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,0.25,0.75,0.5,0.5,NA,NA,1,1,2,2,0,1,1,2,2,0.83,2.28,1.16,1.3,0.7,60,20,80,60,60,0,0,1,0,0,0,0,1,2,2,2,1,2,1,2,1,0,0,0,1,0,1,0,1,-1,1,-1,0,1,0,0,0,0,0,0,0,4,1,0.83,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
3,88ypr561,5fbf94f2891c55203896f7dc,1,left,left,NA,NA,3,2,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,0.5,0.5,0.5,0.5,NA,NA,1,1,1,1,0,1,1,2,2,0.7,2.9,2.58,1.2,0.74,60,40,120,100,100,0,0,1,0,0,0,0,2,2,1,1,2,2,1,1,0,0,1,1,0,0,1,1,-1,-1,1,1,0,0,0,0,0,0,0,1,0,6,1,0.7,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
4,qzr933hz,56f597c5736c79000b228052,5,right,right,NA,NA,2,1,option1A.bmp,option1B.bmp,-1,option1B.bmp,2,option1B.bmp,2,0.5,0.5,0.5,0.5,NA,NA,0,0,0,0,0,0,0,1,1,0.91,1.18,0.35,0.92,3,-40,-20,-20,0,0,0,0,-1,0,0,0,1,1,2,1,2,2,1,1,2,1,0,1,0,0,1,1,0,-1,1,1,-1,1,0,0,0,1,0,0,0,0,5,1,1.44,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
6,h4ar1e4s,5efb49177e130c0785b93842,3,NA,left,left,NA,2,2,option1B.bmp,option1A.bmp,-1,option1B.bmp,2,option1B.bmp,2,0.5,0.5,0.25,0.75,option1B_tr.bmp,NA,0,0,1,1,0,0,0,1,1,0.62,3,0.72,1.21,0.39,-40,-40,0,20,20,0,0,-1,1,0,0,0,1,1,2,2,1,1,1,2,1,1,0,0,1,1,1,0,1,1,1,-1,0,0,0,0,0,0,0,0,1,4,1,0.83,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
7,c0hk3bai,669e58ff5a1c84c90a37a962,4,left,left,NA,NA,3,2,option1B.bmp,option1A.bmp,-1,option1B.bmp,2,option1B.bmp,2,0.5,0.5,0.75,0.25,NA,NA,0,0,0,1,0,0,0,1,1,0.49,2.72,1.31,0.66,1.15,-60,-40,-20,0,0,0,0,-1,0,0,0,0,2,1,2,1,1,2,2,2,0,1,0,1,1,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,1,0.72,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
9,r375wub5,67a8ea5b60e547967f54367b,3,right,right,NA,NA,3,3,option1A.bmp,option1B.bmp,-1,option1B.bmp,2,option1B.bmp,2,0.5,0.5,0.75,0.25,NA,NA,0,0,0,0,0,0,0,1,1,0.5,1.08,0.77,0.94,0.35,-60,-60,0,0,0,0,0,-1,0,0,0,0,2,1,2,1,1,2,2,2,0,1,0,1,1,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,2,1,0.72,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
10,jtg6yh8q,5eeb6965645c11097b4bae82,2,right,right,NA,NA,3,3,option1A.bmp,option1B.bmp,-1,option1B.bmp,2,option1B.bmp,2,0.25,0.75,0.25,0.75,NA,NA,0,0,0,0,0,0,0,1,1,1.01,1.15,1.24,0.61,0.51,-60,-60,-20,-20,-20,0,0,-1,0,0,0,0,1,1,1,2,1,1,1,2,1,1,1,0,1,1,1,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,3,1,1.1,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
11,m0s12u87,5d2b11ac3a260c001af2d338,1,right,right,NA,NA,3,2,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,0.5,0.5,0.5,0.5,NA,NA,1,1,1,2,0,1,1,2,2,0.6,2.34,1.35,1.4,0.8,60,40,100,80,80,0,0,1,0,0,0,0,2,1,1,2,2,1,1,2,0,1,1,0,0,1,1,0,-1,1,1,-1,0,0,0,0,0,0,0,0,0,3,1,1.1,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
12,ag899840,67693b69371357770f713607,3,left,left,NA,NA,3,2,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,0.25,0.75,0.25,0.75,NA,NA,1,1,2,1,0,1,1,2,2,0.99,1.33,0.92,0.77,0.93,60,40,120,80,80,0,0,1,0,0,0,0,1,2,2,2,2,1,2,2,1,0,0,0,0,1,0,0,-1,1,-1,-1,1,0,0,0,1,0,0,0,0,5,1,1.44,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
13,k7742e98,602a2911a73ba046955f6c58,5,left,left,NA,NA,2,2,option1B.bmp,option1A.bmp,-1,option1B.bmp,2,option1B.bmp,2,0.5,0.5,0.25,0.75,NA,NA,0,0,0,0,0,0,0,1,1,0.74,0.9,0.57,1.45,0.55,-40,-40,0,0,0,0,0,-1,0,0,0,0,1,1,2,2,1,1,2,1,1,1,0,0,1,1,0,1,1,1,-1,1,0,0,1,0,0,0,0,0,0,4,1,0.83,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
