participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.choice1,player.choice2,player.computer_choice1,player.computer_choice2,player.bet1,player.bet2,player.left_image,player.right_image,player.trial_reward,player.chosen_image_one,player.chosen_image_one_binary,player.chosen_image_two,player.chosen_image_two_binary,player.choice1_with,player.choice1_against,player.choice2_with,player.choice2_against,player.chosen_image_computer,player.chosen_image_computer_two,player.choice1_accuracy,player.choice2_accuracy,player.switch_vs_stay,player.choice1_reward_binary,player.choice2_reward_binary,player.my_page_load_time,player.individual_page_load_time,player.initial_choice_time,player.initial_bet_time,player.second_choice_time,player.second_bet_time,player.choice1_earnings,player.choice2_earnings,player.choice1_sum_earnings,player.choice2_sum_earnings,player.bonus_payment_score,player.base_payoff,player.bonus_payoff,player.total_payoff,player.loss_or_gain,player.computer_choice_one,player.computer_bet_one,player.computer_choice_two,player.computer_bet_two,player.player1_choice_one,player.player2_choice_one,player.player3_choice_one,player.player4_choice_one,player.player1_choice_two,player.player2_choice_two,player.player3_choice_two,player.player4_choice_two,player.player1_choice1_accuracy,player.player2_choice1_accuracy,player.player3_choice1_accuracy,player.player4_choice1_accuracy,player.player1_choice2_accuracy,player.player2_choice2_accuracy,player.player3_choice2_accuracy,player.player4_choice2_accuracy,player.player1_loss_or_gain,player.player2_loss_or_gain,player.player3_loss_or_gain,player.player4_loss_or_gain,player.player1_choice1_computer,player.player2_choice1_computer,player.player3_choice1_computer,player.player4_choice1_computer,player.player1_choice2_computer,player.player2_choice2_computer,player.player3_choice2_computer,player.player4_choice2_computer,player.manual_second_choice,player.disconnection_streak,player.is_bot,player.last_connection_time,player.last_check_time,player.consecutive_missed_checks,group.id_in_subsession,group.current_round,group.trial_number,group.my_page_load_time,group.round_reward_A,group.round_reward_B,group.intertrial_interval,group.second_bet_timer_ended_executed,group.next_round_transition_time,group.reward_probability_A,group.reward_probability_B,group.seventy_percent_image,group.thirty_percent_image,group.reversal_rounds,group.bet_container_displayed,group.remaining_images_displayed,group.reversal_happened,group.round_reward_set,group.all_players_loaded,group.players_loaded_count,group.disconnected_players,group.bot_players,group.active_bots,group.disconnection_streaks,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
6,c8le880w,66095082185479f7db42d782,0,278,278,submission,Submit,2025-02-05 12:00:21.436295,1,,,0.0,4,,0.0,left,left,,,2,1,option1B.bmp,option1A.bmp,0,option1B.bmp,2,option1B.bmp,2,2,2,3,1,,,0,0,0,0,0,0.54,0.54,0.51,1.01,1.82,3.0,-40,-20,60,100,160,10.0,0.0,0.0,-1,0,0,0,1,2,1,1,2,2,2,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1738757694.887445,1738757715.040703,0,2,1,13,0.79,1,0,5000,1,1738757719005.4016,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},13,d6lvy1ol,,,,,0
7,fe87ewee,610d4df86c4abc6b5ced6fa0,0,278,278,submission,Submit,2025-02-05 12:00:22.787471,1,,,0.0,3,,0.0,right,right,,,3,2,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,2,2,2,2,,,1,1,0,1,1,1.04,1.04,1.96,0.39,0.51,0.13,60,40,40,140,-120,10.0,0.0,0.0,1,0,0,0,0,1,1,2,2,2,1,1,2,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1738757999.6544101,1738758010.1665864,0,3,1,13,1.04,1,0,5000,1,1738758021766.8174,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},13,d6lvy1ol,,,,,0
8,vmj6j5sf,5e3024d69366c7000c4025ff,0,278,278,submission,Submit,2025-02-05 12:00:26.939095,1,,,0.0,1,,0.0,left,right,,,3,3,option1A.bmp,option1B.bmp,0,option1A.bmp,1,option1B.bmp,2,2,2,1,3,,,1,0,1,1,0,0.85,0.85,0.65,0.55,0.35,0.45,60,-60,0,-400,-260,10.0,0.0,0.0,-1,0,0,0,0,1,1,2,2,1,1,1,2,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1738757999.5764933,1738758019.9488432,0,3,1,13,1.04,1,0,5000,1,1738758021766.8174,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},13,d6lvy1ol,,,,,0
9,ljjdyf5m,607f63ce9ffa404fca0400a9,0,12,278,practice_task,WaitPage1,2025-02-05 12:00:38.595190,1,,,0.0,9,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},13,d6lvy1ol,,,,,0
10,rdw7kh1f,5d08aa3601331e0001b48923,0,12,278,practice_task,WaitPage1,2025-02-05 12:00:40.647620,1,,,0.0,10,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},13,d6lvy1ol,,,,,0
11,ilvocnr8,66cdd069637121e241f7a40a,0,278,278,submission,Submit,2025-02-05 12:00:41.547855,1,,,0.0,5,,0.0,right,right,,,2,2,option1A.bmp,option1B.bmp,0,option1B.bmp,2,option1B.bmp,2,1,3,1,3,,,0,0,0,0,0,0.51,0.51,2.09,2.02,1.34,0.94,-40,-40,20,-140,20,10.0,0.0,0.0,-1,0,0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1738757999.4734573,1738758009.6038756,0,3,1,13,1.04,1,0,5000,1,1738758021766.8174,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},13,d6lvy1ol,,,,,0
12,sla165sp,5aa696af6219a30001c75d2a,0,278,278,submission,Submit,2025-02-05 12:00:50.755104,1,,,0.0,5,,0.0,left,left,,,3,2,option1B.bmp,option1A.bmp,0,option1B.bmp,2,option1B.bmp,2,2,2,3,1,,,0,0,0,0,0,0.76,0.76,0.51,0.43,1.14,0.55,-60,-40,-100,60,-100,10.0,0.0,0.0,-1,0,0,0,0,2,1,1,2,2,2,1,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1738757694.9976232,1738757705.2881336,0,2,1,13,0.79,1,0,5000,1,1738757719005.4016,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},13,d6lvy1ol,,,,,0
13,sy2jizw1,5e1b6da99debf5393dfba2dc,0,12,278,practice_task,WaitPage1,2025-02-05 12:01:05.541355,1,,,0.0,13,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},13,d6lvy1ol,,,,,0
14,c6jit37a,5aa297fe1ade740001b94bb7,0,12,278,practice_task,WaitPage1,2025-02-05 12:02:50.470559,1,,,0.0,14,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},13,d6lvy1ol,,,,,0
15,inywr80n,5c9f46a912505500018d191b,0,4,278,instructions,TaskInstructionsPage1,2025-02-05 12:16:07.780796,1,,,0.0,15,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},13,d6lvy1ol,,,,,0
16,7vbggryl,,0,0,278,,,,0,,,0.0,16,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},13,d6lvy1ol,,,,,0
17,55xz493m,,0,0,278,,,,0,,,0.0,17,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},13,d6lvy1ol,,,,,0
18,o7o3dfqr,,0,0,278,,,,0,,,0.0,18,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},13,d6lvy1ol,,,,,0
19,2jqa0u9a,,0,0,278,,,,0,,,0.0,19,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},13,d6lvy1ol,,,,,0
20,o6ydcay7,,0,0,278,,,,0,,,0.0,20,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},13,d6lvy1ol,,,,,0
1,zcf1egr7,5c4338d8a04c050001a0a876,0,278,278,submission,Submit,2025-02-05 11:50:45.966159,1,,,0.0,2,,0.0,right,right,,,3,3,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,3,1,3,1,,,1,1,0,1,1,0.63,0.63,0.74,1.14,0.79,0.47,60,60,320,200,200,10.0,0.0,0.0,1,0,0,0,0,1,1,1,2,1,1,1,2,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1738757719.6741905,1738757729.8113003,0,2,1,14,0.95,1,0,5000,1,1738757741907.8005,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},14,d6lvy1ol,,,,,0
2,0r57elef,607d6e86f96c147cf2b3223c,0,278,278,submission,Submit,2025-02-05 11:59:52.669938,1,,,0.0,1,,0.0,right,right,,,3,3,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,3,1,3,1,,,1,1,0,1,1,0.54,0.54,0.8,1.36,0.47,0.34,60,60,260,260,260,10.0,0.0,0.0,1,0,0,0,0,1,1,1,2,1,1,1,2,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1738757719.5789218,1738757729.6916308,0,2,1,14,0.95,1,0,5000,1,1738757741907.8005,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},14,d6lvy1ol,,,,,0
3,uro33w1j,5e3c759575109a055e99b38a,0,278,278,submission,Submit,2025-02-05 12:00:04.597039,1,,,0.0,2,,0.0,right,right,,,1,1,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,3,1,3,1,,,1,1,0,1,1,0.56,0.56,0.79,0.6,0.55,0.44,20,20,160,180,180,10.0,0.0,0.0,1,0,0,0,0,2,1,1,1,1,2,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1738758022.334514,1738758042.4896035,0,3,1,14,0.65,1,0,5000,1,1738758044067.22,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},14,d6lvy1ol,,,,,0
4,v5uzjzeq,67862f57b5350ebed10fac1f,0,278,278,submission,Submit,2025-02-05 12:00:08.722873,1,,,0.0,3,,0.0,left,left,,,1,1,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,3,1,3,1,,,1,1,0,1,1,0.58,0.58,0.54,0.28,1.29,0.1,20,20,240,280,280,10.0,0.0,0.0,1,0,0,0,0,1,1,1,2,1,1,1,2,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1738757719.645918,1738757729.762657,0,2,1,14,0.95,1,0,5000,1,1738757741907.8005,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},14,d6lvy1ol,,,,,0
5,r0epnh5n,622bb4f79c52ad04bb91e752,0,278,278,submission,Submit,2025-02-05 12:00:12.160237,1,,,0.0,4,,0.0,right,right,,,3,3,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,3,1,3,1,,,1,1,0,1,1,0.6,0.6,1.05,1.41,1.53,0.4,60,60,-80,0,40,10.0,0.0,0.0,1,0,0,0,0,2,1,1,1,1,1,2,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1738758022.4916701,1738758032.6265624,0,3,1,14,0.65,1,0,5000,1,1738758044067.22,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},14,d6lvy1ol,,,,,0
6,c8le880w,66095082185479f7db42d782,0,278,278,submission,Submit,2025-02-05 12:00:21.436295,1,,,0.0,4,,0.0,,,right,right,1,3,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,3,1,3,1,option1A_tr.bmp,option1A_tr.bmp,1,1,0,1,1,0.68,0.68,3.0,0.06,3.0,3.0,20,60,80,160,220,10.0,0.0,0.0,1,1,0,1,1,1,1,1,2,1,1,1,2,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1738757719.7044857,1738757739.8630354,0,2,1,14,0.95,1,0,5000,1,1738757741907.8005,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},14,d6lvy1ol,,,,,0
7,fe87ewee,610d4df86c4abc6b5ced6fa0,0,278,278,submission,Submit,2025-02-05 12:00:22.787471,1,,,0.0,3,,0.0,right,,,left,3,2,option1B.bmp,option1A.bmp,0,option1A.bmp,1,option1B.bmp,2,3,1,0,4,,option1B_tr.bmp,1,0,1,1,0,0.65,0.65,1.34,2.09,3.0,3.0,60,-40,100,100,-160,10.0,0.0,0.0,-1,0,0,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1738758022.3838155,1738758045.319037,0,3,1,14,0.65,1,0,5000,1,1738758044067.22,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},14,d6lvy1ol,,,,,0
8,vmj6j5sf,5e3024d69366c7000c4025ff,0,278,278,submission,Submit,2025-02-05 12:00:26.939095,1,,,0.0,1,,0.0,right,left,,,2,3,option1A.bmp,option1B.bmp,1,option1B.bmp,2,option1A.bmp,1,0,4,3,1,,,0,1,1,0,1,0.65,0.65,0.59,0.52,0.5,0.95,-40,60,-40,-340,-200,10.0,0.0,0.0,1,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1738758022.419579,1738758042.649186,0,3,1,14,0.65,1,0,5000,1,1738758044067.22,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},14,d6lvy1ol,,,,,0
9,ljjdyf5m,607f63ce9ffa404fca0400a9,0,12,278,practice_task,WaitPage1,2025-02-05 12:00:38.595190,1,,,0.0,9,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},14,d6lvy1ol,,,,,0
10,rdw7kh1f,5d08aa3601331e0001b48923,0,12,278,practice_task,WaitPage1,2025-02-05 12:00:40.647620,1,,,0.0,10,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},14,d6lvy1ol,,,,,0
11,ilvocnr8,66cdd069637121e241f7a40a,0,278,278,submission,Submit,2025-02-05 12:00:41.547855,1,,,0.0,5,,0.0,right,right,,,3,3,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,3,1,3,1,,,1,1,0,1,1,0.44,0.44,0.52,0.43,0.73,0.34,60,60,80,-80,80,10.0,0.0,0.0,1,0,0,0,0,2,1,1,1,1,1,2,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1738758022.2386599,1738758042.3673785,0,3,1,14,0.65,1,0,5000,1,1738758044067.22,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},14,d6lvy1ol,,,,,0
12,sla165sp,5aa696af6219a30001c75d2a,0,278,278,submission,Submit,2025-02-05 12:00:50.755104,1,,,0.0,5,,0.0,right,right,,,1,2,option1A.bmp,option1B.bmp,0,option1B.bmp,2,option1B.bmp,2,0,4,0,4,,,0,0,0,0,0,0.95,0.95,1.73,0.63,1.52,0.88,-20,-40,-120,20,-140,10.0,0.0,0.0,-1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1738757719.851668,1738757740.1571386,0,2,1,14,0.95,1,0,5000,1,1738757741907.8005,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},14,d6lvy1ol,,,,,0
13,sy2jizw1,5e1b6da99debf5393dfba2dc,0,12,278,practice_task,WaitPage1,2025-02-05 12:01:05.541355,1,,,0.0,13,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},14,d6lvy1ol,,,,,0
14,c6jit37a,5aa297fe1ade740001b94bb7,0,12,278,practice_task,WaitPage1,2025-02-05 12:02:50.470559,1,,,0.0,14,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},14,d6lvy1ol,,,,,0
15,inywr80n,5c9f46a912505500018d191b,0,4,278,instructions,TaskInstructionsPage1,2025-02-05 12:16:07.780796,1,,,0.0,15,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},14,d6lvy1ol,,,,,0
16,7vbggryl,,0,0,278,,,,0,,,0.0,16,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},14,d6lvy1ol,,,,,0
17,55xz493m,,0,0,278,,,,0,,,0.0,17,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},14,d6lvy1ol,,,,,0
18,o7o3dfqr,,0,0,278,,,,0,,,0.0,18,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},14,d6lvy1ol,,,,,0
19,2jqa0u9a,,0,0,278,,,,0,,,0.0,19,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},14,d6lvy1ol,,,,,0
20,o6ydcay7,,0,0,278,,,,0,,,0.0,20,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,,,,,,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},14,d6lvy1ol,,,,,0
1,zcf1egr7,5c4338d8a04c050001a0a876,0,278,278,submission,Submit,2025-02-05 11:50:45.966159,1,,,0.0,2,,0.0,left,left,,,3,3,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,3,1,4,0,,,1,1,0,1,1,0.45,0.45,0.29,3.0,1.2,0.58,60,60,380,260,260,10.0,0.0,0.0,1,0,1,0,0,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1738757742.3844993,1738757752.6742237,0,2,1,15,0.9,1,0,5000,1,1738757763985.2517,0.7,0.3,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,{},15,d6lvy1ol,,,,,0
2,0r57elef,607d6e86f96c147cf2b3223c,0,278,278,submission,Submit,2025-02-05 11:59:52.669938,1,,,0.0,1,,0.0,left,left,,,3,3,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,3,1,4,0,,,1,1,0,1,1,0.41,0.41,0.23,1.57,0.99,0.57,60,60,320,320,320,10.0,0.0,0.0,1,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1738757742.3405504,1738757752.6325934,0,2,1,15,0.9,1,0,5000,1,1738757763985.2517,0.7,0.3,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,{},15,d6lvy1ol,,,,,0
3,uro33w1j,5e3c759575109a055e99b38a,0,278,278,submission,Submit,2025-02-05 12:00:04.597039,1,,,0.0,2,,0.0,left,,,right,2,1,option1A.bmp,option1B.bmp,0,option1A.bmp,1,option1B.bmp,2,2,2,1,3,,option1B_tr.bmp,1,0,1,1,0,0.69,0.69,0.88,1.32,3.0,3.0,40,-20,200,160,220,10.0,0.0,0.0,-1,0,0,1,1,1,2,1,2,1,1,1,2,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1738758044.5348098,1738758064.9372478,0,3,1,15,2.05,1,0,5000,1,1738758066604.7537,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},15,d6lvy1ol,,,,,0
4,v5uzjzeq,67862f57b5350ebed10fac1f,0,278,278,submission,Submit,2025-02-05 12:00:08.722873,1,,,0.0,3,,0.0,right,right,,,1,1,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,3,1,4,0,,,1,1,0,1,1,0.33,0.33,0.51,0.97,0.97,0.35,20,20,260,300,300,10.0,0.0,0.0,1,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1738757742.2982187,1738757752.5237787,0,2,1,15,0.9,1,0,5000,1,1738757763985.2517,0.7,0.3,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,{},15,d6lvy1ol,,,,,0
5,r0epnh5n,622bb4f79c52ad04bb91e752,0,278,278,submission,Submit,2025-02-05 12:00:12.160237,1,,,0.0,4,,0.0,left,left,,,3,3,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,2,2,2,2,,,1,1,0,1,1,0.42,0.42,1.27,2.54,1.6,0.94,60,60,-20,60,100,10.0,0.0,0.0,1,0,0,0,0,1,1,2,2,1,2,1,2,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1738758044.5041778,1738758064.63844,0,3,1,15,2.05,1,0,5000,1,1738758066604.7537,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},15,d6lvy1ol,,,,,0
6,c8le880w,66095082185479f7db42d782,0,278,278,submission,Submit,2025-02-05 12:00:21.436295,1,,,0.0,4,,0.0,left,left,,,3,3,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,3,1,4,0,,,1,1,0,1,1,0.48,0.48,0.74,2.19,2.75,0.77,60,60,140,220,280,10.0,0.0,0.0,1,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1738757742.4144678,1738757752.6871328,0,2,1,15,0.9,1,0,5000,1,1738757763985.2517,0.7,0.3,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,{},15,d6lvy1ol,,,,,0
