Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
67a348392df19c4e32b9df8e,5c9f46a912505500018d191b,APPROVED,Not Applicable,2025-02-05T11:15:34.069000Z,2025-02-05T11:15:57.013000Z,2025-02-05T11:16:17.258000Z,2025-02-05T11:15:57.935261Z,23.0,CT07DN9I,507,English,56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67a3483ce693a209a7dbe300,5aa297fe1ade740001b94bb7,APPROVED,Not Applicable,2025-02-05T11:15:13.782000Z,2025-02-05T11:19:35.301000Z,2025-02-05T11:19:38.231000Z,2025-02-05T11:19:38.370833Z,262.0,CT07DN9I,1047,"English, Welsh",24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67a348ae6fb929f82285d179,5c4338d8a04c050001a0a876,APPROVED,Not Applicable,2025-02-05T11:17:43.396000Z,2025-02-05T11:18:04.554000Z,2025-02-05T11:18:26.061000Z,2025-02-05T11:18:05.228151Z,22.0,CT07DN9I,1905,English,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67a348ba7c9e5a261a510c3c,610d4df86c4abc6b5ced6fa0,APPROVED,Not Applicable,2025-02-05T11:17:33.949000Z,2025-02-05T11:18:24.130000Z,2025-02-05T11:18:43.733000Z,2025-02-05T11:18:43.697051Z,51.0,CT07DN9I,1021,English,43,Female,Black,Sierra Leone,United Kingdom,Sierra Leone,English,Yes,Part-Time
67a34928b0e1ae2918c07aae,603ab157b6ca3370a7c7b019,RETURNED,Not Applicable,2025-02-05T11:29:04.074000Z,,,2025-02-05T11:40:29.764741Z,,,727,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67a349ac54a10b4b52db3f85,66cdd069637121e241f7a40a,APPROVED,Not Applicable,2025-02-05T11:23:14.184000Z,2025-02-05T11:23:30.524000Z,2025-02-05T11:24:43.096000Z,2025-02-05T11:23:31.430718Z,17.0,CT07DN9I,301,English,27,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
67a34b33b76f13ef6bfeb0ee,5e3c759575109a055e99b38a,APPROVED,Not Applicable,2025-02-05T11:28:22.668000Z,2025-02-05T11:28:43.932000Z,2025-02-05T11:28:48.770000Z,2025-02-05T11:28:44.777831Z,22.0,CT07DN9I,1993,English,43,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
67a34c6276604bdf555c6766,659d6e087606f95235236d8e,APPROVED,Not Applicable,2025-02-05T11:35:12.928000Z,2025-02-05T11:35:33.565000Z,2025-02-05T11:35:41.851000Z,2025-02-05T11:35:34.499741Z,21.0,CT07DN9I,475,English,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67a34d22c950c317bbf9f3a7,622bb4f79c52ad04bb91e752,APPROVED,Not Applicable,2025-02-05T11:36:02.131000Z,2025-02-05T11:36:27.966000Z,2025-02-05T11:36:34.226000Z,2025-02-05T11:36:28.814109Z,26.0,CT07DN9I,1870,English,59,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67a34d77d99870ba9c1774f9,66095082185479f7db42d782,APPROVED,Not Applicable,2025-02-05T11:38:26.831000Z,2025-02-05T11:39:10.530000Z,2025-02-05T11:39:11.676000Z,2025-02-05T11:39:11.596906Z,44.0,CT07DN9I,738,English,27,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67a34decd467b67bb194be07,5e3024d69366c7000c4025ff,APPROVED,Not Applicable,2025-02-05T11:39:33.580000Z,2025-02-05T11:40:00.624000Z,2025-02-05T11:40:05.481000Z,2025-02-05T11:40:01.428295Z,28.0,CT07DN9I,206,English,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67a34ea3600227b9589314d9,678e3283a19114ecf6cf7709,RETURNED,Not Applicable,2025-02-05T11:52:27.198000Z,,,2025-02-07T11:24:12.944351Z,,,33,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67a34f50d6c45805d19fa7b8,665350d2cbec1d69819d36dd,RETURNED,Not Applicable,2025-02-05T11:45:20.018000Z,2025-02-05T11:45:33.441000Z,,2025-02-07T11:24:12.945827Z,,C119OUC7,454,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67a34f8ab5649ed29144ebf7,5bc879d3836d560001fc421a,RETURNED,Not Applicable,2025-02-05T11:56:18.125000Z,,,2025-02-07T11:24:12.949228Z,,,65,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67a34fbb4389768438f9ea06,5e649eb4666c4a22594d22ca,RETURNED,Not Applicable,2025-02-05T11:47:07.467000Z,2025-02-05T11:47:33.455000Z,,2025-02-07T11:24:12.947827Z,,C119OUC7,741,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67a35011feac011970a603fa,5d08aa3601331e0001b48923,APPROVED,Not Applicable,2025-02-05T11:48:38.993000Z,2025-02-05T11:51:24.394000Z,2025-02-05T11:51:25.085000Z,2025-02-05T11:51:25.000741Z,166.0,CT07DN9I,452,English,26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67a3503d72e3da34f6d255d7,62a62e9de4093c6fd9dd43f0,RETURNED,Not Applicable,2025-02-05T11:59:17.867000Z,,,2025-02-07T11:24:12.951472Z,,,122,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67a350b3787829f603bd76c6,5ae3895432c74a0001e78f45,RETURNED,Not Applicable,2025-02-05T12:01:15.386000Z,,,2025-02-07T11:24:12.962307Z,,,770,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67a350bc29ca255ef82a926c,5e5417efae58e4416f2440ec,RETURNED,Not Applicable,2025-02-05T12:01:24.447000Z,,,2025-02-07T11:24:12.957542Z,,,533,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67a3516f653ea9398baa5bdf,607f63ce9ffa404fca0400a9,APPROVED,Not Applicable,2025-02-05T11:54:42.025000Z,2025-02-05T11:55:49.982000Z,2025-02-05T11:55:53.011000Z,2025-02-05T11:55:52.850210Z,68.0,CT07DN9I,1846,English,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67a3546a9862ebcb3314bcb2,6772d693ae3f61f9e083c6e6,RETURNED,Not Applicable,2025-02-05T12:07:16.069000Z,2025-02-05T12:07:50.838000Z,,2025-02-07T11:24:12.957947Z,,C119OUC7,49,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67a5e2c654375dc6018c1493,672b5260396b3b084c19fecb,APPROVED,Not Applicable,2025-02-07T10:39:14.945000Z,2025-02-07T10:41:44.948000Z,2025-02-07T10:41:46.548000Z,2025-02-07T10:41:46.361554Z,151.0,CT07DN9I,120,English,27,Female,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
67a5e2ea94730d4508476bf5,665ad886225977530cd6579c,APPROVED,Not Applicable,2025-02-07T10:39:55.652000Z,2025-02-07T10:40:18.499000Z,2025-02-07T10:40:32.238000Z,2025-02-07T10:40:19.693895Z,23.0,CT07DN9I,403,English,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67a5e33ed37d49ffe8c288ce,672a3488a8bffdf9dac2b72f,APPROVED,Not Applicable,2025-02-07T10:41:27.549000Z,2025-02-07T10:41:43.330000Z,2025-02-07T10:41:55.877000Z,2025-02-07T10:41:44.950327Z,16.0,CT07DN9I,66,English,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67a5e58c3be33705e54c7d1e,5ee13172646ecb12b9368547,APPROVED,Not Applicable,2025-02-07T10:50:59.771000Z,2025-02-07T10:51:28.795000Z,2025-02-07T10:51:34.004000Z,2025-02-07T10:51:29.700359Z,30.0,CT07DN9I,1083,English,38,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67a5e7de4a2eb6e7104c7e6b,5ee3e7eacf39640d3af2521f,APPROVED,Not Applicable,2025-02-07T11:00:49.806000Z,2025-02-07T11:01:05.776000Z,2025-02-07T11:01:11.862000Z,2025-02-07T11:01:06.725221Z,16.0,CT07DN9I,234,English,24,Female,White,Lithuania,United Kingdom,Lithuania,Lithuanian,DATA_EXPIRED,DATA_EXPIRED
67a5e84e3f72d64fc2c32f72,561cc05d3d7fe800110f5757,RETURNED,Not Applicable,2025-02-07T11:12:38.610000Z,,,2025-02-07T11:24:12.957362Z,,,620,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67a5e863be9dd88cdff3f900,5eceb8411480c30fb89c7c54,APPROVED,Not Applicable,2025-02-07T11:02:59.488000Z,2025-02-07T11:03:14.732000Z,2025-02-07T11:06:26.413000Z,2025-02-07T11:03:15.758306Z,16.0,CT07DN9I,1826,English,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67a5e8689333bcb86fde35d6,5ea159434ac916016387488e,APPROVED,Not Applicable,2025-02-07T11:03:08.492000Z,2025-02-07T11:03:25.017000Z,2025-02-07T11:07:38.986000Z,2025-02-07T11:03:25.891012Z,17.0,CT07DN9I,1903,English,69,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67a5e874be932f026d2250f9,5714e0958adadb00098deed4,APPROVED,Not Applicable,2025-02-07T11:03:24.857000Z,2025-02-07T11:03:57.051000Z,2025-02-07T11:03:59.302000Z,2025-02-07T11:03:57.729003Z,33.0,CT07DN9I,1765,English,33,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,DATA_EXPIRED
67a5e8f21d63a70f9f34c5f1,5d593bb9035b8900189e4a42,RETURNED,Not Applicable,2025-02-07T11:15:22.710000Z,,,2025-02-07T11:24:12.961291Z,,,1191,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67a5e8f36b21160161e6d963,587b7ab8c192390001d60136,APPROVED,Not Applicable,2025-02-07T11:05:29.226000Z,2025-02-07T11:05:49.014000Z,2025-02-07T11:06:28.212000Z,2025-02-07T11:05:52.108074Z,20.0,CT07DN9I,1352,English,60,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67a5eaa59b1157a96c4f1182,59b69d4fb269ef0001801733,APPROVED,Not Applicable,2025-02-07T11:12:37.164000Z,2025-02-07T11:13:01.721000Z,2025-02-07T11:13:48.465000Z,2025-02-07T11:13:02.882373Z,25.0,CT07DN9I,2643,English,38,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67a5eba3b592b1259dbb8fbb,5e10d9187f08ed7b5d86a277,APPROVED,Not Applicable,2025-02-07T11:18:39.622000Z,2025-02-07T11:19:05.722000Z,2025-02-07T11:19:24.147000Z,2025-02-07T11:19:27.453200Z,27.0,CT07DN9I,1265,English,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67a5ebd1e5ef0129459a9810,617470f0ed966e30b2f8a11b,APPROVED,Not Applicable,2025-02-07T11:17:43.881000Z,2025-02-07T11:18:04.129000Z,2025-02-07T11:18:09.409000Z,2025-02-07T11:18:27.662126Z,21.0,CT07DN9I,633,English,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67a5ec136b21160161e6da33,5efcc0d6ae9c480b8534642f,RETURNED,Not Applicable,2025-02-07T11:18:43.701000Z,,,2025-02-07T11:24:12.979764Z,,,434,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67a5ec4ae868afd2f5ea7811,591af41cdf2e7600018c0b0b,RETURNED,Not Applicable,2025-02-07T11:19:43.527000Z,2025-02-07T11:19:54.290000Z,,2025-02-20T10:52:37.852072Z,,C119OUC7,126,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67a5ec8639ff4f7c1ebaca38,5e9b60ab511e7a0650994050,APPROVED,Not Applicable,2025-02-07T11:21:49.268000Z,2025-02-07T11:22:02.634000Z,2025-02-07T11:22:55.328000Z,2025-02-07T11:22:03.415923Z,14.0,CT07DN9I,3065,English,45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67a5ec909b1157a96c4f11ef,6687ef9bb3207f5e525c1a82,APPROVED,Not Applicable,2025-02-07T11:21:05.446000Z,2025-02-07T11:21:45.179000Z,2025-02-07T11:21:46.122000Z,2025-02-07T11:21:45.951884Z,40.0,CT07DN9I,131,English,24,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67a5ecd0d2fb1d326a6509ef,64772fe9752146745277bc45,APPROVED,Not Applicable,2025-02-07T11:21:52.274000Z,2025-02-07T11:22:17.344000Z,2025-02-07T11:22:56.715000Z,2025-02-07T11:22:18.042521Z,26.0,CT07DN9I,999,English,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67b6fc8b74280a20dcdc0a1a,5c634aca9d0d7000012479a0,APPROVED,Not Applicable,2025-02-20T09:58:21.003000Z,2025-02-20T09:58:45.334000Z,2025-02-20T09:59:05.831000Z,2025-02-20T10:58:51.521354Z,25.0,CT07DN9I,1380,English,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
67b6fc9633bf09f63335e958,610a879e6500d1d653b3da54,APPROVED,Not Applicable,2025-02-20T09:57:58.523000Z,2025-02-20T09:58:36.715000Z,2025-02-20T09:58:37.532000Z,2025-02-20T09:58:37.409174Z,39.0,CT07DN9I,2682,English,57,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67b6fc997fb41eeb0be195ce,5d404c6a584cc80017e81001,RETURNED,Not Applicable,2025-02-20T10:07:45.957000Z,,,2025-02-20T10:52:37.857345Z,,,2503,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67b6fc9a1d3e2479024062f8,62d138e361857aef127c9e8b,RETURNED,Not Applicable,2025-02-20T10:07:46.832000Z,,,2025-02-20T10:52:37.864861Z,,,1703,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67b6fca81496301720072e98,64203836cc2a802088981415,RETURNED,Not Applicable,2025-02-20T10:08:00.622000Z,,,2025-02-20T10:52:37.859119Z,,,825,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67b6fcbea18f746962b8a06a,622a35c96d9060c175184c93,APPROVED,Not Applicable,2025-02-20T09:58:51.342000Z,2025-02-20T09:59:23.099000Z,2025-02-20T09:59:24.047000Z,2025-02-20T09:59:23.947963Z,32.0,CT07DN9I,2022,English,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67b6fccf3bf395c64be3359c,60b2a61a5f5fc41e13e6ed15,APPROVED,Not Applicable,2025-02-20T09:58:48.859000Z,2025-02-20T09:59:24.910000Z,2025-02-20T09:59:25.617000Z,2025-02-20T09:59:25.538361Z,37.0,CT07DN9I,795,English,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b6fce1cac1ef48ac8a5308,676998e4f6daae6e1a643595,APPROVED,Not Applicable,2025-02-20T09:58:57.784000Z,2025-02-20T09:59:32.285000Z,2025-02-20T09:59:33.087000Z,2025-02-20T09:59:32.971747Z,35.0,CT07DN9I,14,English,20,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67b6fd082ae69bf928cf7940,676ab61ef1439730a67b223f,APPROVED,Not Applicable,2025-02-20T09:59:42.262000Z,2025-02-20T10:00:17.774000Z,2025-02-20T10:00:18.508000Z,2025-02-20T10:00:18.427766Z,36.0,CT07DN9I,21,English,33,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
67b6fd087d3a9c68f6371700,63e5747f1eb29ec68ae2ddd6,RETURNED,Not Applicable,2025-02-20T09:59:36.933000Z,,,2025-02-20T10:52:37.867295Z,,,583,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67b6fd0d54bda0f237fd0186,653e665b74e28199021b63b6,RETURNED,Not Applicable,2025-02-20T09:59:44.372000Z,2025-02-20T09:59:58.926000Z,,2025-02-20T10:52:37.874518Z,,C119OUC7,421,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67b6fd14d218354a326f315d,6659f6ef84884698f437bead,RETURNED,Not Applicable,2025-02-20T10:09:48.948000Z,,,2025-02-20T10:52:37.871473Z,,,358,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67b6fd1629b5dc4582dfc10b,600606925db9c892b3939202,APPROVED,Not Applicable,2025-02-20T10:00:45.554000Z,2025-02-20T10:01:04.217000Z,2025-02-20T10:01:36.215000Z,2025-02-20T10:01:04.801195Z,19.0,CT07DN9I,690,English,33,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b6fd165ba06587f09db9af,60b3d51e5faeb57cea9ecda6,APPROVED,Not Applicable,2025-02-20T10:03:52.135000Z,2025-02-20T10:04:23.623000Z,2025-02-20T10:04:24.324000Z,2025-02-20T10:04:24.214711Z,32.0,CT07DN9I,2130,English,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b6fd1a959800c257cb7561,66f4147ffea1a6689de3a7ac,APPROVED,Not Applicable,2025-02-20T10:00:19.750000Z,2025-02-20T10:01:03.824000Z,2025-02-20T10:01:04.538000Z,2025-02-20T10:01:04.448150Z,45.0,CT07DN9I,499,English,32,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67b6fd22959800c257cb756e,66ae405b697e97b6ddc29d1f,RETURNED,Not Applicable,2025-02-20T10:10:02.775000Z,,,2025-02-20T10:52:37.868959Z,,,425,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67b6fd24c3d59a65a3b28735,62a1d88a5d0482a69726950c,APPROVED,Not Applicable,2025-02-20T10:00:11.947000Z,2025-02-20T10:00:30.459000Z,2025-02-20T10:01:33.849000Z,2025-02-20T10:00:31.164206Z,19.0,CT07DN9I,1156,English,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67b6fd3aad0c773e7dbe4e8a,581f6c63930a280001062e8c,APPROVED,Not Applicable,2025-02-20T10:01:11.803000Z,2025-02-20T10:01:35.816000Z,2025-02-20T10:01:53.464000Z,2025-02-20T10:01:36.421303Z,25.0,CT07DN9I,1508,English,30,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b6fd3bf91fc9c086be4e35,6776db5ec2686c027926581e,APPROVED,Not Applicable,2025-02-20T10:00:27.706000Z,2025-02-20T10:01:16.379000Z,2025-02-20T10:01:17.206000Z,2025-02-20T10:01:17.078680Z,49.0,CT07DN9I,45,English,18,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
67b6fd4a857b620fe1cfb62d,5adb3e135f327e0001fb329c,APPROVED,Not Applicable,2025-02-20T10:00:42.272000Z,2025-02-20T10:01:23.791000Z,2025-02-20T10:01:25.211000Z,2025-02-20T10:01:24.555803Z,42.0,CT07DN9I,2408,English,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67b6fd8e959800c257cb7626,661be27556530b14d5cacfc8,RETURNED,Not Applicable,2025-02-20T10:11:50.646000Z,,,2025-02-20T10:52:37.884091Z,,,251,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67b6fd93d14a93b3b69887b8,66aa58846eab0c32e99b4065,APPROVED,Not Applicable,2025-02-20T10:01:59.663000Z,2025-02-20T10:02:24.783000Z,2025-02-20T10:02:32.573000Z,2025-02-20T10:02:25.302399Z,26.0,CT07DN9I,269,English,26,Female,White,Canada,United Kingdom,Canada,English,No,Full-Time
67b6fd9928fd73eaf2925606,667987ee48ef12debe279619,APPROVED,Not Applicable,2025-02-20T10:02:59.508000Z,2025-02-20T10:03:28.027000Z,2025-02-20T10:03:45.808000Z,2025-02-20T10:03:28.633539Z,29.0,CT07DN9I,471,English,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b6fda785bb796acb8a54e5,648495d7f7f8e6efc7759484,APPROVED,Not Applicable,2025-02-20T10:02:23.599000Z,2025-02-20T10:02:41.879000Z,2025-02-20T10:03:46.298000Z,2025-02-20T10:02:42.647034Z,19.0,CT07DN9I,519,English,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b6fdd41b440b04f2275c3e,5b8bf5dd7b334200011da4aa,APPROVED,Not Applicable,2025-02-20T10:03:50.272000Z,2025-02-20T10:04:14.411000Z,2025-02-20T10:04:22.252000Z,2025-02-20T10:04:15.251818Z,25.0,CT07DN9I,998,English,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b6fddadf50e0607138c993,66cf346c8d197fa5b7fe6207,APPROVED,Not Applicable,2025-02-20T10:03:15.145000Z,2025-02-20T10:03:31.224000Z,2025-02-20T10:03:46.587000Z,2025-02-20T10:03:31.748414Z,17.0,CT07DN9I,342,English,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b6fe192ae69bf928cf7af0,677d3fbfbb2df9271e66b263,APPROVED,Not Applicable,2025-02-20T10:04:16.307000Z,2025-02-20T10:04:29.647000Z,2025-02-20T10:05:03.115000Z,2025-02-20T10:04:30.287166Z,14.0,CT07DN9I,97,English,25,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67b6fe1c84be7bd65f6892dc,6021c4832fdecb24a70f4746,RETURNED,Not Applicable,2025-02-20T10:14:12.526000Z,,,2025-02-20T10:52:37.873276Z,,,761,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67b6fe774df8d7ca376f33af,5ea00a8a39c0f00008064b2b,APPROVED,Not Applicable,2025-02-20T10:05:43.244000Z,2025-02-20T10:06:13.445000Z,2025-02-20T10:06:14.135000Z,2025-02-20T10:06:14.070237Z,31.0,CT07DN9I,2630,English,62,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b6fe9ce17ac3a55fb8a2dd,66585d3f9dec7f7679398387,APPROVED,Not Applicable,2025-02-20T10:06:27.733000Z,2025-02-20T10:07:01.084000Z,2025-02-20T10:07:01.817000Z,2025-02-20T10:07:01.746825Z,34.0,CT07DN9I,470,English,56,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67b6fe9f2362316d65ab3d22,55057a56fdf99b5b566a70bb,RETURNED,Not Applicable,2025-02-20T10:16:23.801000Z,,,2025-02-20T10:52:37.887205Z,,,3723,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67b6fea0f02df2ad8ccc90db,5f0f6811a0ed4a11dbc57b79,APPROVED,Not Applicable,2025-02-20T10:06:24.411000Z,2025-02-20T10:09:36.842000Z,2025-02-20T10:09:37.469000Z,2025-02-20T10:09:37.377937Z,193.0,CT07DN9I,1974,"English, Urdu",46,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67b6feb0f02df2ad8ccc90f4,6765867bd50d390b8e7852db,APPROVED,Not Applicable,2025-02-20T10:07:09.934000Z,2025-02-20T10:07:30.830000Z,2025-02-20T10:07:52.475000Z,2025-02-20T10:07:31.398597Z,21.0,CT07DN9I,19,English,27,Female,Asian,China,United Kingdom,China,Chinese,No,Full-Time
