participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.choice1,player.choice2,player.computer_choice1,player.computer_choice2,player.bet1,player.bet2,player.left_image,player.right_image,player.trial_reward,player.chosen_image_one,player.chosen_image_one_binary,player.chosen_image_two,player.chosen_image_two_binary,player.choice1_with,player.choice1_against,player.choice2_with,player.choice2_against,player.chosen_image_computer,player.chosen_image_computer_two,player.choice1_accuracy,player.choice2_accuracy,player.choice1_accuracy_sum,player.choice2_accuracy_sum,player.switch_vs_stay,player.choice1_reward_binary,player.choice2_reward_binary,player.choice1_reward_binary_sum,player.choice2_reward_binary_sum,player.my_page_load_time,player.individual_page_load_time,player.initial_choice_time,player.initial_bet_time,player.second_choice_time,player.second_bet_time,player.choice1_earnings,player.choice2_earnings,player.choice1_sum_earnings,player.choice2_sum_earnings,player.bonus_payment_score,player.base_payoff,player.bonus_payoff,player.total_payoff,player.loss_or_gain,player.computer_choice_one,player.computer_bet_one,player.computer_choice_two,player.computer_bet_two,player.player1_choice_one,player.player2_choice_one,player.player3_choice_one,player.player4_choice_one,player.player1_choice_two,player.player2_choice_two,player.player3_choice_two,player.player4_choice_two,player.player1_choice1_accuracy,player.player2_choice1_accuracy,player.player3_choice1_accuracy,player.player4_choice1_accuracy,player.player1_choice2_accuracy,player.player2_choice2_accuracy,player.player3_choice2_accuracy,player.player4_choice2_accuracy,player.player1_loss_or_gain,player.player2_loss_or_gain,player.player3_loss_or_gain,player.player4_loss_or_gain,player.player1_choice1_computer,player.player2_choice1_computer,player.player3_choice1_computer,player.player4_choice1_computer,player.player1_choice2_computer,player.player2_choice2_computer,player.player3_choice2_computer,player.player4_choice2_computer,player.cumulative_computer_choice_count,player.manual_second_choice,player.disconnection_streak,player.is_bot,player.last_connection_time,player.last_check_time,player.consecutive_missed_checks,group.id_in_subsession,group.current_round,group.trial_number,group.my_page_load_time,group.round_reward_A,group.round_reward_B,group.intertrial_interval,group.second_bet_timer_ended_executed,group.next_round_transition_time,group.reward_probability_A,group.reward_probability_B,group.seventy_percent_image,group.thirty_percent_image,group.reversal_rounds,group.bet_container_displayed,group.remaining_images_displayed,group.reversal_happened,group.round_reward_set,group.all_players_loaded,group.players_loaded_count,group.disconnected_players,group.bot_players,group.active_bots,group.disconnection_streaks,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
1,9lsgtrvf,6760782b24016f9fc00d6fa6,0,10,298,instructions,FixDimensions,2025-03-04 11:58:23.964269,1,,,0.0,1,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},1,7c22l6eb,,,,,0
2,blsj1zmp,5ee5defbfe74a3000d106f51,0,298,298,submission,Submit,2025-03-04 11:59:19.090035,1,,,0.0,2,,0.0,left,right,,,2,3,option1B.bmp,option1A.bmp,1,option1B.bmp,2,option1A.bmp,1,1,3,1,3,,,0,1,0,1,1,1,1,1,1,0.24,0.24,1.17,1.32,1.13,3.0,40,60,40,60,60,10.0,0.0,0.0,1,0,0,0,1,1,1,1,2,2,1,2,2,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1741090287.6507597,1741090297.824764,0,2,1,1,0.47,1,1,5000,1,1741090309532.43,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},1,7c22l6eb,,,,,0
3,fk3236b3,67659b168fe5938ec3182674,0,37,298,main_task,WaitPage2,2025-03-04 12:00:04.612956,1,,,0.0,3,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},1,7c22l6eb,,,,,0
4,ksuzvacs,6658b14f04e819e67ebcf3ff,0,298,298,submission,Submit,2025-03-04 12:00:05.024853,1,,,0.0,1,,0.0,right,right,,,1,1,option1A.bmp,option1B.bmp,1,option1B.bmp,2,option1B.bmp,2,2,2,2,2,,,0,0,0,0,0,1,1,1,1,0.37,0.37,0.7,0.37,1.55,0.29,20,20,20,20,20,10.0,0.0,0.0,1,0,0,0,0,2,1,2,1,2,1,2,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1741090550.492206,1741090570.7513032,0,3,1,1,0.6,1,1,5000,1,1741090573013.1033,0.7,0.3,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,{},1,7c22l6eb,,,,,0
5,apli2z28,6310a577c2072bb8325998b7,0,298,298,submission,Submit,2025-03-04 12:00:05.704970,1,,,0.0,5,,0.0,left,left,,,3,3,option1B.bmp,option1A.bmp,1,option1B.bmp,2,option1B.bmp,2,0,4,2,2,,,0,0,0,0,0,1,1,1,1,0.25,0.25,2.01,0.56,1.51,0.56,60,60,60,60,60,10.0,0.0,0.0,1,0,0,0,0,1,1,1,1,2,1,1,2,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,1741090778.3651927,1741090788.5823076,0,4,1,1,0.58,1,1,5000,1,1741090800719.4268,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},1,7c22l6eb,,,,,0
6,zxj2hiy6,665c050b07508f6c4f8d01e0,0,298,298,submission,Submit,2025-03-04 12:00:08.825244,1,,,0.0,5,,0.0,right,right,,,3,3,option1A.bmp,option1B.bmp,1,option1B.bmp,2,option1B.bmp,2,1,3,2,2,,,0,0,0,0,0,1,1,1,1,0.35,0.35,1.42,1.01,1.12,0.28,60,60,60,60,60,10.0,0.0,0.0,1,0,0,0,0,1,2,1,1,2,1,1,2,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1741090287.8635821,1741090298.1962855,0,2,1,1,0.47,1,1,5000,1,1741090309532.43,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},1,7c22l6eb,,,,,0
7,8nv8bxo3,5c2d0d21e263990001799ef3,0,298,298,submission,Submit,2025-03-04 12:00:10.135648,1,,,0.0,2,,0.0,left,left,,,2,2,option1B.bmp,option1A.bmp,1,option1B.bmp,2,option1B.bmp,2,2,2,2,2,,,0,0,0,0,0,1,1,1,1,0.28,0.28,0.79,1.67,1.57,0.58,40,40,40,40,40,10.0,0.0,0.0,1,0,0,0,0,2,1,2,1,2,1,2,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1741090550.3430262,1741090570.7331796,0,3,1,1,0.6,1,1,5000,1,1741090573013.1033,0.7,0.3,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,{},1,7c22l6eb,,,,,0
8,kae016lh,62d6d87d91cf24a3c1c0f10c,0,298,298,submission,Submit,2025-03-04 12:00:10.762703,1,,,0.0,3,,0.0,right,right,,,3,3,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,2,2,1,3,,,1,1,1,1,0,1,1,1,1,0.43,0.43,0.94,0.5,1.77,0.53,60,60,60,60,60,10.0,0.0,0.0,1,0,0,0,0,1,2,1,2,2,1,2,2,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1741090287.8261678,1741090298.2862864,0,2,1,1,0.47,1,1,5000,1,1741090309532.43,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},1,7c22l6eb,,,,,0
9,8jhodvjc,6773f4863b4aa595ef5f6f83,0,297,298,submission,Feedback,2025-03-04 12:00:12.114576,1,,,0.0,3,,0.0,right,right,,,3,3,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,3,1,1,3,,,1,1,1,1,0,1,1,1,1,0.58,0.58,1.38,0.86,0.86,0.83,60,60,60,60,60,10.0,0.0,0.0,1,0,0,0,0,1,1,1,2,2,1,2,2,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1741090778.8620272,1741090789.676782,0,4,1,1,0.58,1,1,5000,1,1741090800719.4268,0.7,0.3,option1A.bmp,option1B.bmp,,1,1,0,1,0,0,,,,{},1,7c22l6eb,,,,,0
10,yzawzf88,62fb8ef806ee6962abefc45e,0,298,298,submission,Submit,2025-03-04 12:00:14.431579,1,,,0.0,3,,0.0,right,right,,,3,1,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1A.bmp,1,1,3,1,3,,,1,1,1,1,0,1,1,1,1,0.38,0.38,1.18,0.79,0.9,3.0,60,20,60,20,20,10.0,0.0,0.0,1,0,0,0,1,2,2,2,1,2,2,2,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1741090550.5656984,1741090570.7795095,0,3,1,1,0.6,1,1,5000,1,1741090573013.1033,0.7,0.3,option1A.bmp,option1B.bmp,,0,1,0,1,0,0,,,,{},1,7c22l6eb,,,,,0
