session_code,participant_id_in_session,participant_code,page_index,app_name,page_name,epoch_time_completed,round_number,timeout_happened,is_wait_page
7qmz5nfz,1,7ef9csi9,0,,InitializeParticipant,1740052745,1,0,0
7qmz5nfz,2,yoaovgqb,0,,InitializeParticipant,1740052755,1,0,0
7qmz5nfz,3,n81b3sel,0,,InitializeParticipant,1740052765,1,0,0
7qmz5nfz,1,7ef9csi9,1,instructions,Welcome,1740052767,1,0,0
7qmz5nfz,2,yoaovgqb,1,instructions,Welcome,1740052770,1,0,0
7qmz5nfz,2,yoaovgqb,2,instructions,Consent,1740052772,1,0,0
7qmz5nfz,3,n81b3sel,1,instructions,Welcome,1740052781,1,0,0
7qmz5nfz,3,n81b3sel,2,instructions,Consent,1740052783,1,0,0
7qmz5nfz,4,t2y686x0,0,,InitializeParticipant,1740052803,1,0,0
7qmz5nfz,5,sgtdejfl,0,,InitializeParticipant,1740052807,1,0,0
7qmz5nfz,2,yoaovgqb,3,instructions,TaskOverview,1740052808,1,0,0
7qmz5nfz,6,g1cr713u,0,,InitializeParticipant,1740052808,1,0,0
7qmz5nfz,3,n81b3sel,3,instructions,TaskOverview,1740052809,1,0,0
7qmz5nfz,1,7ef9csi9,2,instructions,Consent,1740052809,1,0,0
7qmz5nfz,7,ypgfxi2w,0,,InitializeParticipant,1740052809,1,0,0
7qmz5nfz,8,a93ezojp,0,,InitializeParticipant,1740052809,1,0,0
7qmz5nfz,9,70z8cq6z,0,,InitializeParticipant,1740052809,1,0,0
7qmz5nfz,10,bgrafq8e,0,,InitializeParticipant,1740052810,1,0,0
7qmz5nfz,11,kf3z801n,0,,InitializeParticipant,1740052813,1,0,0
7qmz5nfz,12,n2uryq2k,0,,InitializeParticipant,1740052813,1,0,0
7qmz5nfz,13,b8kizv36,0,,InitializeParticipant,1740052817,1,0,0
7qmz5nfz,10,bgrafq8e,1,instructions,Welcome,1740052817,1,0,0
7qmz5nfz,14,1lbmou9n,0,,InitializeParticipant,1740052817,1,0,0
7qmz5nfz,15,96cy1vag,0,,InitializeParticipant,1740052817,1,0,0
7qmz5nfz,17,ni9k8pbc,0,,InitializeParticipant,1740052819,1,0,0
7qmz5nfz,16,bkcywrul,0,,InitializeParticipant,1740052819,1,0,0
7qmz5nfz,18,n2oiveqm,0,,InitializeParticipant,1740052820,1,0,0
7qmz5nfz,19,hzecnbul,0,,InitializeParticipant,1740052820,1,0,0
7qmz5nfz,4,t2y686x0,1,instructions,Welcome,1740052821,1,0,0
7qmz5nfz,10,bgrafq8e,2,instructions,Consent,1740052822,1,0,0
7qmz5nfz,20,jh6xk2s8,0,,InitializeParticipant,1740052823,1,0,0
7qmz5nfz,7,ypgfxi2w,1,instructions,Welcome,1740052829,1,0,0
7qmz5nfz,11,kf3z801n,1,instructions,Welcome,1740052830,1,0,0
7qmz5nfz,4,t2y686x0,2,instructions,Consent,1740052830,1,0,0
7qmz5nfz,13,b8kizv36,1,instructions,Welcome,1740052832,1,0,0
7qmz5nfz,6,g1cr713u,1,instructions,Welcome,1740052833,1,0,0
7qmz5nfz,16,bkcywrul,1,instructions,Welcome,1740052835,1,0,0
7qmz5nfz,11,kf3z801n,2,instructions,Consent,1740052835,1,0,0
7qmz5nfz,18,n2oiveqm,1,instructions,Welcome,1740052836,1,0,0
7qmz5nfz,8,a93ezojp,1,instructions,Welcome,1740052836,1,0,0
7qmz5nfz,6,g1cr713u,2,instructions,Consent,1740052837,1,0,0
7qmz5nfz,16,bkcywrul,2,instructions,Consent,1740052837,1,0,0
