participant.id_in_session,participant.code,participant.label,player.id_in_group,player.choice1,player.choice2,player.computer_choice1,player.computer_choice2,player.bet1,player.bet2,player.left_image,player.right_image,player.trial_reward,player.chosen_image_one,player.chosen_image_one_binary,player.chosen_image_two,player.chosen_image_two_binary,player.choice1_with,player.choice1_against,player.choice2_with,player.choice2_against,player.chosen_image_computer,player.chosen_image_computer_two,player.choice1_accuracy,player.choice2_accuracy,player.choice1_accuracy_sum,player.choice2_accuracy_sum,player.switch_vs_stay,player.choice1_reward_binary,player.choice2_reward_binary,player.choice1_reward_binary_sum,player.choice2_reward_binary_sum,player.my_page_load_time,player.initial_choice_time,player.initial_bet_time,player.second_choice_time,player.second_bet_time,player.choice1_earnings,player.choice2_earnings,player.choice1_sum_earnings,player.choice2_sum_earnings,player.bonus_payment_score,player.bonus_payoff,player.total_payoff,player.loss_or_gain,player.computer_choice_one,player.computer_bet_one,player.computer_choice_two,player.computer_bet_two,player.player1_choice_one,player.player2_choice_one,player.player3_choice_one,player.player4_choice_one,player.player1_choice_two,player.player2_choice_two,player.player3_choice_two,player.player4_choice_two,player.player1_choice1_accuracy,player.player2_choice1_accuracy,player.player3_choice1_accuracy,player.player4_choice1_accuracy,player.player1_choice2_accuracy,player.player2_choice2_accuracy,player.player3_choice2_accuracy,player.player4_choice2_accuracy,player.player1_loss_or_gain,player.player2_loss_or_gain,player.player3_loss_or_gain,player.player4_loss_or_gain,player.player1_choice1_computer,player.player2_choice1_computer,player.player3_choice1_computer,player.player4_choice1_computer,player.player1_choice2_computer,player.player2_choice2_computer,player.player3_choice2_computer,player.player4_choice2_computer,player.cumulative_computer_choice_count,group.id_in_subsession,group.trial_number,group.my_page_load_time,group.round_reward_A,group.round_reward_B,group.reward_probability_A,group.reward_probability_B,group.seventy_percent_image,group.thirty_percent_image,group.reversal_happened,subsession.round_number
3,yv32p8wg,5bf7be3abd1fd30001aa5498,3,left,left,NA,NA,3,2,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,0.75,0.25,0.75,0.25,NA,NA,1,1,2,2,0,1,1,2,2,0.6,0.99,1.06,0.47,0.41,60,40,100,80,80,0,0,1,0,0,0,0,1,1,1,2,1,1,1,2,1,1,1,0,1,1,1,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,4,1,0.88,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
4,h277xkyk,629b3b3c89d490460eacbfbc,2,left,left,NA,NA,1,1,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,0.75,0.25,0.75,0.25,NA,NA,1,1,1,1,0,1,1,2,2,0.77,0.69,0.35,0.52,0.27,20,20,80,80,80,0,0,1,0,0,0,0,1,1,1,2,1,1,1,2,1,1,1,0,1,1,1,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,4,1,0.88,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
5,c37xxemt,6773d73519c6135fee11ae3d,4,left,left,NA,NA,2,2,option1B.bmp,option1A.bmp,-1,option1B.bmp,2,option1B.bmp,2,0.25,0.75,0.75,0.25,NA,NA,0,0,0,0,0,0,0,1,1,0.4,2.11,0.54,1.22,0.43,-40,-40,0,0,0,0,0,-1,0,0,0,0,1,1,1,2,1,2,2,2,1,1,1,0,1,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,1,0,0,2,1,0.58,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
6,1lrriubu,670ffdb6896bad5ab5d6f894,2,right,left,NA,NA,3,2,option1B.bmp,option1A.bmp,-1,option1A.bmp,1,option1B.bmp,2,0.5,0.5,0.75,0.25,NA,NA,1,0,2,1,1,1,0,2,1,0.42,1.53,2.82,1.17,3,60,-40,100,0,0,0,0,-1,0,0,0,1,1,1,2,2,1,2,2,2,1,1,0,0,1,0,0,0,1,-1,-1,-1,0,0,0,0,0,1,0,0,0,2,1,0.58,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
7,a907mofu,60ac1213194b969a2accb5c4,5,right,right,NA,NA,3,3,option1A.bmp,option1B.bmp,-1,option1B.bmp,2,option1B.bmp,2,0,1,0,1,NA,NA,0,0,0,0,0,0,0,1,1,0.88,1.24,0.84,0.72,0.53,-60,-60,0,0,0,0,0,-1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,1,0.88,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
8,uukks3la,66854ca22a0b1e7e87b469a4,5,left,left,NA,NA,1,1,option1B.bmp,option1A.bmp,-1,option1B.bmp,2,option1B.bmp,2,0.25,0.75,0.75,0.25,NA,NA,0,0,0,0,0,0,0,1,1,0.58,1.35,0.46,0.71,0.27,-20,-20,40,40,40,0,0,-1,0,0,0,0,1,1,1,2,1,2,2,2,1,1,1,0,1,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,1,0,0,2,1,0.58,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
9,v6ur2ibk,59772a6c5cde890001dc01a0,2,NA,left,right,NA,2,3,option1B.bmp,option1A.bmp,-1,option1A.bmp,1,option1B.bmp,2,0.25,0.75,0.5,0.5,option1A_tr.bmp,NA,1,0,1,0,1,1,0,2,1,0.45,3,2.24,1.73,0.79,40,-60,100,0,0,0,0,-1,1,0,0,0,1,2,2,2,1,1,2,2,1,0,0,0,1,1,0,0,1,1,-1,-1,0,0,0,0,0,0,0,1,1,3,1,0.67,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
10,bp6k7kvu,67772cab4247719f8cb639b2,3,right,right,NA,NA,2,3,option1A.bmp,option1B.bmp,-1,option1B.bmp,2,option1B.bmp,2,0.75,0.25,0.75,0.25,NA,NA,0,0,0,0,0,0,0,1,1,0.28,3,2.02,0.66,0.7,-40,-60,0,-20,-20,0,0,-1,0,0,0,0,2,2,2,1,1,2,2,2,0,0,0,1,1,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,5,1,0.65,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
14,7au63yxg,5623d483ed6e5a0005c803de,3,left,NA,NA,right,1,1,option1A.bmp,option1B.bmp,-1,option1A.bmp,1,option1B.bmp,2,0.5,0.5,0.75,0.25,NA,option1B_tr.bmp,1,0,2,1,1,1,0,2,1,0.58,1.53,2.35,3,1.39,20,-20,40,0,0,0,0,-1,0,0,1,0,1,1,2,2,1,2,2,2,1,1,0,0,1,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,1,2,1,0.58,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
15,91gm49h7,6659fbe836e30024b47db6cd,1,left,left,NA,NA,2,3,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1A.bmp,1,0.75,0.25,0.75,0.25,NA,NA,1,1,2,2,0,1,1,2,2,0.48,2.75,0.66,0.56,0.33,40,60,80,100,100,0,0,1,0,0,0,0,1,1,1,2,1,1,1,2,1,1,1,0,1,1,1,0,1,1,1,-1,0,0,0,0,0,0,0,0,0,4,1,0.88,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
16,fmjthqtg,5d80167240f91c001acbb0a2,1,right,right,NA,NA,3,3,option1A.bmp,option1B.bmp,-1,option1B.bmp,2,option1B.bmp,2,0.5,0.5,0.25,0.75,NA,NA,0,0,0,0,0,0,0,1,1,0.66,1.07,0.67,0.56,0.46,-60,-60,0,0,0,0,0,-1,0,0,0,0,1,2,1,1,1,1,2,1,1,0,1,1,1,1,0,1,1,1,-1,1,0,0,0,0,0,0,0,0,0,6,1,0.71,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
17,1bjd9rz6,5a840fcfb093f80001a7cf78,5,right,NA,NA,right,3,3,option1A.bmp,option1B.bmp,-1,option1B.bmp,2,option1B.bmp,2,0.5,0.5,0.5,0.5,NA,option1B_tr.bmp,0,0,1,0,0,0,0,1,1,0.55,2.05,0.43,3,3,-60,-60,0,-20,-20,0,0,-1,0,0,1,1,1,1,2,2,1,2,1,2,1,1,0,0,1,0,1,0,1,-1,1,-1,0,1,0,0,0,0,0,0,1,3,1,0.67,1,0,0.7,0.3,option1A.bmp,option1B.bmp,0,1
