participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.choice1,player.choice2,player.computer_choice1,player.computer_choice2,player.bet1,player.bet2,player.left_image,player.right_image,player.trial_reward,player.chosen_image_one,player.chosen_image_one_binary,player.chosen_image_two,player.chosen_image_two_binary,player.choice1_with,player.choice1_against,player.choice2_with,player.choice2_against,player.chosen_image_computer,player.chosen_image_computer_two,player.choice1_accuracy,player.choice2_accuracy,player.choice1_accuracy_sum,player.choice2_accuracy_sum,player.switch_vs_stay,player.choice1_reward_binary,player.choice2_reward_binary,player.choice1_reward_binary_sum,player.choice2_reward_binary_sum,player.my_page_load_time,player.individual_page_load_time,player.initial_choice_time,player.initial_bet_time,player.second_choice_time,player.second_bet_time,player.choice1_earnings,player.choice2_earnings,player.choice1_sum_earnings,player.choice2_sum_earnings,player.bonus_payment_score,player.base_payoff,player.bonus_payoff,player.total_payoff,player.loss_or_gain,player.computer_choice_one,player.computer_bet_one,player.computer_choice_two,player.computer_bet_two,player.player1_choice_one,player.player2_choice_one,player.player3_choice_one,player.player4_choice_one,player.player1_choice_two,player.player2_choice_two,player.player3_choice_two,player.player4_choice_two,player.player1_choice1_accuracy,player.player2_choice1_accuracy,player.player3_choice1_accuracy,player.player4_choice1_accuracy,player.player1_choice2_accuracy,player.player2_choice2_accuracy,player.player3_choice2_accuracy,player.player4_choice2_accuracy,player.player1_loss_or_gain,player.player2_loss_or_gain,player.player3_loss_or_gain,player.player4_loss_or_gain,player.player1_choice1_computer,player.player2_choice1_computer,player.player3_choice1_computer,player.player4_choice1_computer,player.player1_choice2_computer,player.player2_choice2_computer,player.player3_choice2_computer,player.player4_choice2_computer,player.manual_second_choice,player.disconnection_streak,player.is_bot,player.last_connection_time,player.last_check_time,player.consecutive_missed_checks,group.id_in_subsession,group.current_round,group.trial_number,group.my_page_load_time,group.round_reward_A,group.round_reward_B,group.intertrial_interval,group.second_bet_timer_ended_executed,group.next_round_transition_time,group.reward_probability_A,group.reward_probability_B,group.seventy_percent_image,group.thirty_percent_image,group.reversal_rounds,group.bet_container_displayed,group.remaining_images_displayed,group.reversal_happened,group.round_reward_set,group.all_players_loaded,group.players_loaded_count,group.disconnected_players,group.bot_players,group.active_bots,group.disconnection_streaks,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
38,i1igzr6w,596e000bfb7959000162f52f,0,37,294,main_task,WaitPage2,2025-02-21 12:40:28.004230,1,,,0.0,38,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},15,d51cjua4,,,,,0
39,ocvsx8sk,659c01027a942e6d4d2bd6a4,0,37,294,main_task,WaitPage2,2025-02-21 12:54:15.448457,1,,,0.0,39,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},15,d51cjua4,,,,,0
40,vi1jhn42,5ee3e7eacf39640d3af2521f,0,37,294,main_task,WaitPage2,2025-02-21 13:03:06.612076,1,,,0.0,40,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},15,d51cjua4,,,,,0
1,7p9rk9ro,6765867bd50d390b8e7852db,0,37,294,main_task,WaitPage2,2025-02-21 12:00:15.134699,1,,,0.0,1,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},16,d51cjua4,,,,,0
2,3a8y64ct,5a75b131eea3d300016ddc70,0,294,294,submission,Submit,2025-02-21 12:03:20.433564,1,,,0.0,3,,0.0,left,,,right,3,1,option1A.bmp,option1B.bmp,1,option1A.bmp,1,option1B.bmp,2,4,0,2,2,,option1B_tr.bmp,0,1,10,12,1,0,1,9,9,0.49,0.49,0.75,3.0,3.0,3.0,-60,20,120,80,380,10.0,0.0,0.0,1,0,1,1,1,1,1,1,1,2,1,1,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1740140781.3967862,1740140791.5976756,0,2,1,16,0.92,0,1,5000,1,1740140804604.3574,0.3,0.7,option1B.bmp,option1A.bmp,,1,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
3,bdghzdy1,659d6e087606f95235236d8e,0,294,294,submission,Submit,2025-02-21 12:04:07.756105,1,,,0.0,4,,0.0,right,right,,,3,3,option1B.bmp,option1A.bmp,0,option1A.bmp,1,option1A.bmp,1,4,0,1,3,,,0,0,11,12,0,0,0,10,9,0.85,0.85,0.53,0.39,0.4,0.21,-60,-60,140,160,160,10.0,0.0,0.0,-1,0,0,0,0,1,1,1,1,2,1,2,2,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1740140781.6551938,1740140792.133592,0,2,1,16,0.92,0,1,5000,1,1740140804604.3574,0.3,0.7,option1B.bmp,option1A.bmp,,1,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
4,i56u6du9,63174af7d57182f9bf90c094,0,294,294,submission,Submit,2025-02-21 12:10:20.378272,1,,,0.0,2,,0.0,right,right,,,2,3,option1B.bmp,option1A.bmp,0,option1A.bmp,1,option1A.bmp,1,2,2,3,1,,,0,0,9,8,0,0,0,8,9,0.79,0.79,0.55,1.22,1.15,0.42,-40,-60,40,120,40,10.0,0.0,0.0,-1,0,0,0,0,1,2,1,2,1,1,1,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1740141103.7842631,1740141124.0162952,0,5,1,16,0.91,0,1,5000,1,1740141126101.7136,0.3,0.7,option1B.bmp,option1A.bmp,,1,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
5,hhtq9cwd,672df806e7c2f55e8e2bf477,0,294,294,submission,Submit,2025-02-21 12:10:36.692843,1,,,0.0,2,,0.0,right,right,,,3,3,option1B.bmp,option1A.bmp,0,option1A.bmp,1,option1A.bmp,1,4,0,1,3,,,0,0,11,10,0,0,0,10,9,0.75,0.75,1.49,2.36,2.58,2.38,-60,-60,220,120,120,10.0,0.0,0.0,-1,0,0,0,0,1,1,1,1,2,2,1,2,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1740140781.576848,1740140792.0764952,0,2,1,16,0.92,0,1,5000,1,1740140804604.3574,0.3,0.7,option1B.bmp,option1A.bmp,,1,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
6,y2u27vj8,6730f2e20f5915ff4ad2c07d,0,294,294,submission,Submit,2025-02-21 12:10:47.105284,1,,,0.0,3,,0.0,left,right,,,2,2,option1B.bmp,option1A.bmp,0,option1B.bmp,2,option1A.bmp,1,1,3,3,1,,,1,0,8,7,1,1,0,9,8,0.81,0.81,1.11,1.17,0.98,0.61,40,-40,100,20,40,10.0,0.0,0.0,-1,0,0,0,0,1,1,1,2,1,1,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1740141103.8199794,1740141124.0585966,0,5,1,16,0.91,0,1,5000,1,1740141126101.7136,0.3,0.7,option1B.bmp,option1A.bmp,,1,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
7,wgoj2wn5,63d53d53a7a7b0379ba289cf,0,294,294,submission,Submit,2025-02-21 12:10:50.867631,1,,,0.0,5,,0.0,right,right,,,3,3,option1B.bmp,option1A.bmp,0,option1A.bmp,1,option1A.bmp,1,3,1,3,1,,,0,0,6,6,0,0,0,5,3,0.84,0.84,0.73,0.87,0.87,0.51,-60,-60,-380,-580,-580,10.0,0.0,0.0,-1,0,0,0,0,1,1,2,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1740141722.1008098,1740141742.556133,0,7,1,16,2.07,0,1,5000,1,1740141747984.1284,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
8,l282lpix,6266a4e5846e1e41812a0432,0,294,294,submission,Submit,2025-02-21 12:10:58.944942,1,,,0.0,1,,0.0,right,right,,,3,3,option1B.bmp,option1A.bmp,0,option1A.bmp,1,option1A.bmp,1,2,2,3,1,,,0,0,12,11,0,0,0,9,8,2.31,2.31,0.63,0.3,0.36,0.37,-60,-60,100,20,20,10.0,0.0,0.0,-1,0,0,0,0,2,1,1,2,1,2,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1740141002.4305923,1740141013.032791,0,4,1,16,2.44,0,1,5000,1,1740141025875.9448,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
9,d2w26gok,676d70fb609bf3532889f9f8,0,294,294,submission,Submit,2025-02-21 12:11:08.273769,1,,,0.0,2,,0.0,left,left,,,2,2,option1A.bmp,option1B.bmp,0,option1A.bmp,1,option1A.bmp,1,3,1,3,1,,,0,0,7,5,0,0,0,6,6,1.81,1.81,1.32,0.68,0.43,0.36,-40,-40,-60,-140,-300,10.0,0.0,0.0,-1,0,0,0,0,1,2,1,1,1,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1740141722.9514155,1740141743.6403167,0,7,1,16,2.07,0,1,5000,1,1740141747984.1284,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
10,x412kuv3,5cf765f7b026f40001fe1bc6,0,294,294,submission,Submit,2025-02-21 12:11:09.992659,1,,,0.0,2,,0.0,right,left,,,2,3,option1A.bmp,option1B.bmp,0,option1B.bmp,2,option1A.bmp,1,1,3,3,1,,,1,0,11,9,1,1,0,10,8,2.44,2.44,2.73,0.84,0.24,0.35,40,-60,180,-40,100,10.0,0.0,0.0,-1,0,0,0,0,1,1,1,2,1,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1740141002.4729757,1740141013.167283,0,4,1,16,2.44,0,1,5000,1,1740141025875.9448,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
11,klze9pxb,60886f033e4f5c214da0c898,0,294,294,submission,Submit,2025-02-21 12:11:11.784915,1,,,0.0,2,,0.0,right,right,,,2,1,option1B.bmp,option1A.bmp,0,option1A.bmp,1,option1A.bmp,1,1,3,1,3,,,0,0,8,9,0,0,0,7,8,2.17,2.17,0.77,0.7,1.24,1.28,-40,-20,20,-20,60,10.0,0.0,0.0,-1,0,0,0,0,2,2,2,1,2,2,2,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1740141236.9808064,1740141247.672188,0,6,1,16,3.05,0,1,5000,1,1740141260596.6335,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
12,jtdw5vuq,660a6b953836d16312814993,0,294,294,submission,Submit,2025-02-21 12:11:13.107261,1,,,0.0,5,,0.0,right,left,,,3,2,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1B.bmp,2,4,0,2,2,,,0,1,14,15,1,0,1,13,14,0.92,0.92,0.78,0.41,0.79,0.29,-60,40,520,680,640,10.0,0.0,0.0,1,0,0,0,0,1,1,1,1,2,1,2,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1740140781.7796328,1740140792.2872608,0,2,1,16,0.92,0,1,5000,1,1740140804604.3574,0.3,0.7,option1B.bmp,option1A.bmp,,1,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
13,x094onuq,676578b520552faa04a8ef83,0,294,294,submission,Submit,2025-02-21 12:11:25.718658,1,,,0.0,3,,0.0,right,right,,,3,3,option1B.bmp,option1A.bmp,0,option1A.bmp,1,option1A.bmp,1,3,1,4,0,,,0,0,10,9,0,0,0,11,10,1.18,1.18,1.41,1.45,0.42,0.35,-60,-60,300,220,220,10.0,0.0,0.0,-1,0,0,0,0,1,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1740140940.7070937,1740140961.0629418,0,3,1,16,1.22,0,1,5000,1,1740140963046.9204,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
14,bb8p248w,665971fc694c72b87647f8c9,0,294,294,submission,Submit,2025-02-21 12:11:28.500423,1,,,0.0,4,,0.0,right,left,,,3,3,option1A.bmp,option1B.bmp,0,option1B.bmp,2,option1A.bmp,1,0,4,4,0,,,1,0,9,6,1,1,0,8,7,0.66,0.66,1.69,1.14,0.45,0.29,60,-60,20,-120,-100,10.0,0.0,0.0,-1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1740140940.3723292,1740140960.520757,0,3,1,16,1.22,0,1,5000,1,1740140963046.9204,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
15,9mcx4bte,63d3f953f8fb0fe970f0d0c6,0,294,294,submission,Submit,2025-02-21 12:11:29.186309,1,,,0.0,1,,0.0,right,right,,,3,3,option1B.bmp,option1A.bmp,0,option1A.bmp,1,option1A.bmp,1,2,2,3,1,,,0,0,10,8,0,0,0,9,7,0.91,0.91,0.93,0.83,0.44,1.05,-60,-60,40,-80,-40,10.0,0.0,0.0,-1,0,0,0,0,1,2,1,2,1,1,1,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1740141103.9667523,1740141124.1437964,0,5,1,16,0.91,0,1,5000,1,1740141126101.7136,0.3,0.7,option1B.bmp,option1A.bmp,,1,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
16,aandwczj,6015966a246e51095f2235e7,0,294,294,submission,Submit,2025-02-21 12:11:34.160944,1,,,0.0,3,,0.0,right,left,,,2,2,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1B.bmp,2,3,1,1,3,,,0,1,11,13,1,0,1,8,10,0.53,0.53,1.15,2.53,0.59,0.44,-40,40,0,140,220,10.0,0.0,0.0,1,0,0,0,0,2,1,1,1,2,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1740142225.8861504,1740142237.0554667,0,8,1,16,0.76,0,1,5000,1,1740142248023.788,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
17,pq9n7ai7,58713c5e58ca4c00018ce3ea,0,294,294,submission,Submit,2025-02-21 12:11:35.256949,1,,,0.0,4,,0.0,left,left,,,1,1,option1A.bmp,option1B.bmp,0,option1A.bmp,1,option1A.bmp,1,2,2,3,1,,,0,0,10,10,0,0,0,7,7,0.83,0.83,0.69,0.38,0.87,0.5,-20,-20,-100,-40,-100,10.0,0.0,0.0,-1,0,0,0,0,1,1,2,2,1,1,1,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1740141103.878356,1740141124.0806768,0,5,1,16,0.91,0,1,5000,1,1740141126101.7136,0.3,0.7,option1B.bmp,option1A.bmp,,1,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
18,q7lj79qi,5c5c8b70758f310001ed429a,0,294,294,submission,Submit,2025-02-21 12:11:37.848309,1,,,0.0,4,,0.0,left,left,,,2,2,option1A.bmp,option1B.bmp,0,option1A.bmp,1,option1A.bmp,1,3,1,3,1,,,0,0,11,12,0,0,0,8,9,0.65,0.65,0.56,0.77,0.82,0.54,-40,-40,20,80,80,10.0,0.0,0.0,-1,0,0,0,0,1,1,2,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1740141722.0569863,1740141732.2967074,0,7,1,16,2.07,0,1,5000,1,1740141747984.1284,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
19,98cq6unx,671ce69ff883fe3c3ae81cdf,0,294,294,submission,Submit,2025-02-21 12:11:44.189259,1,,,0.0,4,,0.0,right,right,,,2,2,option1B.bmp,option1A.bmp,0,option1A.bmp,1,option1A.bmp,1,2,2,3,1,,,0,0,7,6,0,0,0,8,5,2.03,2.03,0.85,0.41,0.37,0.22,-40,-40,0,-180,-60,10.0,0.0,0.0,-1,0,0,0,0,1,2,1,2,1,1,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1740141002.1406672,1740141012.9187086,0,4,1,16,2.44,0,1,5000,1,1740141025875.9448,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
20,r3f2mvc5,66a41543adadffb17baf40b8,0,294,294,submission,Submit,2025-02-21 12:11:45.215968,1,,,0.0,2,,0.0,left,left,,,3,2,option1A.bmp,option1B.bmp,0,option1A.bmp,1,option1A.bmp,1,3,1,2,2,,,0,0,10,9,0,0,0,9,8,0.76,0.76,0.98,0.65,1.37,0.55,-60,-40,80,-60,0,10.0,0.0,0.0,-1,0,0,0,0,2,1,1,1,2,2,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1740142226.0771499,1740142237.1678166,0,8,1,16,0.76,0,1,5000,1,1740142248023.788,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
21,35f0gfq5,5ee637a18976fc391312fe01,0,294,294,submission,Submit,2025-02-21 12:11:45.780790,1,,,0.0,4,,0.0,left,left,,,3,3,option1B.bmp,option1A.bmp,1,option1B.bmp,2,option1B.bmp,2,2,2,2,2,,,1,1,6,6,0,1,1,7,7,2.52,2.52,0.49,0.93,0.5,0.07,60,60,-60,-60,-40,10.0,0.0,0.0,1,0,0,0,0,2,1,2,1,2,1,2,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1740141237.1652973,1740141248.0869262,0,6,1,16,3.05,0,1,5000,1,1740141260596.6335,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
22,ro6rix2b,677c2fc7d34ead450c40271e,0,294,294,submission,Submit,2025-02-21 12:11:47.370855,1,,,0.0,5,,0.0,left,,,left,3,3,option1B.bmp,option1A.bmp,1,option1B.bmp,2,option1B.bmp,2,1,3,0,4,,option1B_tr.bmp,1,1,8,10,0,1,1,11,9,0.75,0.75,1.87,2.43,3.0,2.63,60,60,200,60,240,10.0,0.0,0.0,1,0,0,1,0,1,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740141103.7486339,1740141123.947296,0,5,1,16,0.91,0,1,5000,1,1740141126101.7136,0.3,0.7,option1B.bmp,option1A.bmp,,1,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
23,2kt26ijo,665c471006663c8ee2cd13a6,0,294,294,submission,Submit,2025-02-21 12:11:47.469104,1,,,0.0,1,,0.0,right,,,left,1,3,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1B.bmp,2,4,0,2,2,,option1B_tr.bmp,0,1,13,8,1,0,1,10,7,0.56,0.56,0.83,2.21,3.0,3.0,-20,60,260,-100,20,10.0,0.0,0.0,1,0,0,1,1,1,1,1,1,1,2,1,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1740140781.4507813,1740140791.631778,0,2,1,16,0.92,0,1,5000,1,1740140804604.3574,0.3,0.7,option1B.bmp,option1A.bmp,,1,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
24,97w7u5oo,662e3e72d494903379b6956a,0,294,294,submission,Submit,2025-02-21 12:12:04.015957,1,,,0.0,1,,0.0,left,left,,,3,3,option1A.bmp,option1B.bmp,0,option1A.bmp,1,option1A.bmp,1,3,1,3,1,,,0,0,15,12,0,0,0,12,9,2.07,2.07,1.43,1.44,0.61,0.9,-60,-60,440,140,280,10.0,0.0,0.0,-1,0,0,0,0,1,2,1,1,1,2,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1740141723.4939935,1740141734.7267704,0,7,1,16,2.07,0,1,5000,1,1740141747984.1284,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
25,sdt13al3,6169ea2f9163a46bf5f356e2,0,294,294,submission,Submit,2025-02-21 12:12:10.575328,1,,,0.0,3,,0.0,right,right,,,1,3,option1A.bmp,option1B.bmp,1,option1B.bmp,2,option1B.bmp,2,0,4,0,4,,,1,1,9,8,0,1,1,8,7,0.92,0.92,1.15,0.86,0.87,0.74,20,60,-40,-80,140,10.0,0.0,0.0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1740141722.1752284,1740141742.642483,0,7,1,16,2.07,0,1,5000,1,1740141747984.1284,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
26,ed2rr9g2,666aee590ad93e0d709d8a72,0,294,294,submission,Submit,2025-02-21 12:12:11.356599,1,,,0.0,3,,0.0,right,left,,,1,2,option1B.bmp,option1A.bmp,1,option1A.bmp,1,option1B.bmp,2,2,2,0,4,,,0,1,9,8,1,0,1,8,7,1.74,1.74,1.03,0.77,0.99,3.0,-20,40,140,-80,-20,10.0,0.0,0.0,1,0,0,0,1,1,2,1,2,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1740141001.8724177,1740141012.726196,0,4,1,16,2.44,0,1,5000,1,1740141025875.9448,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
27,sdjzeasz,66d890366a2497885067a8f8,0,294,294,submission,Submit,2025-02-21 12:12:12.292959,1,,,0.0,5,,0.0,right,left,,,3,3,option1A.bmp,option1B.bmp,0,option1B.bmp,2,option1A.bmp,1,1,3,3,1,,,1,0,6,6,1,1,0,7,5,1.94,1.94,0.67,1.18,0.92,0.4,60,-60,-120,-340,-320,10.0,0.0,0.0,-1,0,0,0,0,1,2,1,1,1,1,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1740141001.9908633,1740141012.899327,0,4,1,16,2.44,0,1,5000,1,1740141025875.9448,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
28,9cn1einn,138EOT731Ey09Z9L596n5O67,0,1,294,instructions,Welcome,2025-02-21 12:12:15.915864,1,,,0.0,28,,0.0,,,,,0,0,,,0,,1,,1,0,0,0,0,,,0,0,0,0,,0,0,0,0,,,,,,,0,0,0,0,0,10.0,0.0,0.0,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0.0,0.0,0,1,1,1,,,,0,0,,0.7,0.3,option1A.bmp,option1B.bmp,,0,0,0,0,0,0,,,,{},16,d51cjua4,,,,,0
29,927atwur,62ac71cec3309a48781684eb,0,294,294,submission,Submit,2025-02-21 12:12:20.551865,1,,,0.0,1,,0.0,right,right,,,1,1,option1B.bmp,option1A.bmp,0,option1A.bmp,1,option1A.bmp,1,3,1,4,0,,,0,0,13,13,0,0,0,10,12,1.22,1.22,1.02,1.32,0.93,0.29,-20,-20,320,440,400,10.0,0.0,0.0,-1,0,0,0,0,1,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1740140940.6370988,1740140951.1127348,0,3,1,16,1.22,0,1,5000,1,1740140963046.9204,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
30,14hvzoea,676582ce8948af9588e17a04,0,294,294,submission,Submit,2025-02-21 12:12:27.506102,1,,,0.0,4,,0.0,right,right,,,1,1,option1B.bmp,option1A.bmp,0,option1A.bmp,1,option1A.bmp,1,3,1,2,2,,,0,0,9,9,0,0,0,8,6,0.7,0.7,0.93,0.41,0.5,0.37,-20,-20,-60,-200,-180,10.0,0.0,0.0,-1,0,0,0,0,2,1,1,1,2,1,2,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1740142225.9682636,1740142237.1165502,0,8,1,16,0.76,0,1,5000,1,1740142248023.788,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
31,qwm1t1y4,67713deebb236b91f2cd106a,0,294,294,submission,Submit,2025-02-21 12:13:00.571119,1,,,0.0,5,,0.0,left,left,,,1,1,option1A.bmp,option1B.bmp,0,option1A.bmp,1,option1A.bmp,1,1,3,1,3,,,0,0,14,13,0,0,0,11,12,2.97,2.97,1.31,0.42,0.35,0.35,-20,-20,320,300,260,10.0,0.0,0.0,-1,0,0,0,0,2,1,2,2,2,1,2,2,1,0,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1740141236.72421,1740141248.3967307,0,6,1,16,3.05,0,1,5000,1,1740141260596.6335,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
32,vnv96hr2,6658b1bc9b9cd1a0f1a2538b,0,294,294,submission,Submit,2025-02-21 12:13:08.396186,1,,,0.0,2,,0.0,right,right,,,3,3,option1B.bmp,option1A.bmp,0,option1A.bmp,1,option1A.bmp,1,3,1,4,0,,,0,0,15,14,0,0,0,12,11,0.92,0.92,1.56,1.5,0.36,0.31,-60,-60,460,360,360,10.0,0.0,0.0,-1,0,0,0,0,1,1,2,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1740140940.5232992,1740140950.8067214,0,3,1,16,1.22,0,1,5000,1,1740140963046.9204,0.3,0.7,option1B.bmp,option1A.bmp,,0,1,1,1,0,0,,,,{},16,d51cjua4,,,,,0
